system:index,defo,elevation,rand,slope,treecover2000,.geo,lon,lat,dist_to_nearest_road_m,gfw_integrated_alert_b1,gfw_integrated_alert_present,district,split,label_std,B11,B12,B2,B3,B4,B8,NBR,NDVI,elev,label
00000000000000000383,0.0,681.0,0.028479467151979,10.0,95.0,"{""type"":""Point"",""coordinates"":[108.5322187447291,14.231198716567256]}",108.5322187447291,14.231198716567256,693.6384955970993,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000041c,0.0,822.0,0.08380982894119,10.0,95.0,"{""type"":""Point"",""coordinates"":[108.63031450880386,14.348968034489813]}",108.63031450880386,14.348968034489811,2934.9241457873723,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000061f,0.0,939.0,0.5421430331426036,10.0,95.0,"{""type"":""Point"",""coordinates"":[108.5384168951934,14.475093707786531]}",108.5384168951934,14.475093707786533,122.81690672088142,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000063e,0.0,1521.0,0.2418189639445321,10.0,95.0,"{""type"":""Point"",""coordinates"":[108.35327501945432,14.253030475324925]}",108.35327501945432,14.253030475324923,8617.457163424499,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000b2,0.0,755.0,0.5770893798672126,11.0,95.0,"{""type"":""Point"",""coordinates"":[108.53167919350163,14.288061173200793]}",108.53167919350165,14.288061173200791,401.10724470889903,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000168,0.0,1004.0,0.6952687226371528,11.0,95.0,"{""type"":""Point"",""coordinates"":[108.55027364489452,14.482638506768959]}",108.55027364489452,14.48263850676896,3598.977385394634,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000024d,0.0,672.0,0.5815163173082091,11.0,95.0,"{""type"":""Point"",""coordinates"":[108.55027364489452,14.271892472781]}",108.55027364489452,14.271892472781,57.68681142390001,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000309,0.0,631.0,0.1764164151568147,11.0,95.0,"{""type"":""Point"",""coordinates"":[108.58800209890771,14.206673660773301]}",108.58800209890772,14.2066736607733,1300.7598764208542,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000374,0.0,939.0,0.66266463196218,11.0,95.0,"{""type"":""Point"",""coordinates"":[108.3389880596791,14.339537035761776]}",108.3389880596791,14.339537035761776,758.1159434662083,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000004f4,0.0,1034.0,0.4177781490132948,11.0,95.0,"{""type"":""Point"",""coordinates"":[108.42846438141754,14.369448685628292]}",108.42846438141754,14.369448685628292,1619.1499986562114,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000572,0.0,919.0,0.0286839032674163,11.0,95.0,"{""type"":""Point"",""coordinates"":[108.520361995028,14.432513751827175]}",108.520361995028,14.432513751827177,1773.8010123084005,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000d6,0.0,863.0,0.3610251416181548,12.0,95.0,"{""type"":""Point"",""coordinates"":[108.62195815342972,14.366755388592013]}",108.62195815342972,14.366755388592011,1116.19407619123,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000114,0.0,826.0,0.1801596161059516,12.0,95.0,"{""type"":""Point"",""coordinates"":[108.63112160609454,14.31609108242276]}",108.63112160609454,14.31609108242276,3160.014696999986,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000128,0.0,822.0,0.5557184090884251,12.0,95.0,"{""type"":""Point"",""coordinates"":[108.4850548328868,14.2815954766733]}",108.4850548328868,14.2815954766733,918.6402896158068,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000001bc,0.0,991.0,0.6556262163596214,12.0,95.0,"{""type"":""Point"",""coordinates"":[108.57291250094285,14.473207508040922]}",108.57291250094283,14.473207508040922,4855.883116651945,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000002a7,0.0,1066.0,0.4787296094037132,12.0,95.0,"{""type"":""Point"",""coordinates"":[108.41848937236097,14.420652543025009]}",108.41848937236097,14.420652543025009,993.1345533459328,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000043b,0.0,1044.0,0.5315246850303219,12.0,95.0,"{""type"":""Point"",""coordinates"":[108.53491204176538,14.575075671606895]}",108.53491204176538,14.575075671606896,8495.647480600928,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000005dd,0.0,746.0,0.1987401037070687,12.0,95.0,"{""type"":""Point"",""coordinates"":[108.45595028031096,14.158707110741384]}",108.45595028031096,14.158707110741384,113.2169413768057,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000005f3,0.0,892.0,0.1099115493099404,12.0,95.0,"{""type"":""Point"",""coordinates"":[108.59905175131814,14.525486008791525]}",108.59905175131814,14.525486008791525,8336.507416116605,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000a1,0.0,946.0,0.3890051944260995,13.0,95.0,"{""type"":""Point"",""coordinates"":[108.52305529206427,14.474282151394801]}",108.52305529206429,14.4742821513948,721.6405947717911,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000019c,0.0,868.0,0.1640187712113664,13.0,95.0,"{""type"":""Point"",""coordinates"":[108.46214843077526,14.385349839984878]}",108.46214843077526,14.385349839984878,567.0664445247307,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000037f,0.0,1071.0,0.6169726777936494,13.0,95.0,"{""type"":""Point"",""coordinates"":[108.51415938546265,14.088369250724329]}",108.51415938546263,14.088369250724329,2175.1503015444764,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000003e4,0.0,1497.0,0.5658133949746939,13.0,95.0,"{""type"":""Point"",""coordinates"":[108.33278990921478,14.250065173124383]}",108.33278990921478,14.250065173124383,8585.920909825993,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000537,0.0,1302.0,0.4481752243579832,13.0,95.0,"{""type"":""Point"",""coordinates"":[108.37213701691039,14.565372667714596]}",108.3721370169104,14.565372667714596,5975.539165823064,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000005a6,0.0,842.0,0.282755053595049,13.0,95.0,"{""type"":""Point"",""coordinates"":[108.61737865664782,14.497460558670618]}",108.61737865664782,14.497460558670618,8765.54157187363,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000620,0.0,1218.0,0.2203615359964055,13.0,95.0,"{""type"":""Point"",""coordinates"":[108.39935536974065,14.590704820799223]}",108.39935536974065,14.590704820799225,5759.305167435507,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000de,0.0,1426.0,0.1918001198986887,14.0,95.0,"{""type"":""Point"",""coordinates"":[108.37132991961971,14.175682908451854]}",108.37132991961973,14.175682908451854,8976.418415068985,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000015a,0.0,722.0,0.4133409888336267,14.0,95.0,"{""type"":""Point"",""coordinates"":[108.6613052611253,14.20047551030901]}",108.6613052611253,14.20047551030901,5246.421783281306,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000227,0.0,1206.0,0.1479337695175989,14.0,95.0,"{""type"":""Point"",""coordinates"":[108.46753948394887,14.54435246534865]}",108.46753948394888,14.54435246534865,1802.8695847525205,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000228,0.0,1150.0,0.7243291506930254,14.0,95.0,"{""type"":""Point"",""coordinates"":[108.43035058116314,14.481559404314025]}",108.43035058116314,14.481559404314025,2543.421911573179,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000453,0.0,1285.0,0.2006326508943868,14.0,95.0,"{""type"":""Point"",""coordinates"":[108.40636507659666,14.584239124271722]}",108.40636507659666,14.584239124271722,4717.700752437389,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000005a7,0.0,628.0,0.7836225379946281,14.0,95.0,"{""type"":""Point"",""coordinates"":[108.52143663838187,14.208292314455703]}",108.52143663838189,14.208292314455704,266.24451949597653,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000011,0.0,738.0,0.5141633095247656,15.0,95.0,"{""type"":""Point"",""coordinates"":[108.64055260482256,14.235243121222728]}",108.64055260482256,14.235243121222728,2709.2173309494183,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000119,0.0,1038.0,0.317447755901461,15.0,95.0,"{""type"":""Point"",""coordinates"":[108.45945513373898,14.44221229661842]}",108.45945513373898,14.44221229661842,140.39773759384173,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000626,0.0,1149.0,0.1337732654540421,15.0,95.0,"{""type"":""Point"",""coordinates"":[108.39073146830326,14.460271655884874]}",108.39073146830326,14.460271655884874,1598.1775340587012,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000007e,0.0,1525.0,0.7911345967497759,16.0,95.0,"{""type"":""Point"",""coordinates"":[108.33360146560652,14.229852068049112]}",108.33360146560652,14.229852068049112,10826.67218106988,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000302,0.0,968.0,0.6800429894978918,16.0,95.0,"{""type"":""Point"",""coordinates"":[108.50769368893516,14.447335803728828]}",108.50769368893516,14.447335803728828,2186.018181098621,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000062d,0.0,1005.0,0.0862170264473142,16.0,95.0,"{""type"":""Point"",""coordinates"":[108.53356539324724,14.570763720888209]}",108.53356539324724,14.570763720888207,8003.019647354329,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000095,0.0,723.0,0.002495695141446,17.0,95.0,"{""type"":""Point"",""coordinates"":[108.52979299375602,14.243867022660092]}",108.52979299375602,14.243867022660092,1588.984092257288,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000033c,0.0,854.0,0.1762497796143609,17.0,95.0,"{""type"":""Point"",""coordinates"":[108.47697048267692,14.326868729668934]}",108.47697048267692,14.326868729668934,107.22489410745172,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000003e2,0.0,953.0,0.65130938772238,17.0,95.0,"{""type"":""Point"",""coordinates"":[108.59016030381757,14.557288317504698]}",108.59016030381756,14.557288317504698,10506.317010412167,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000488,0.0,850.0,0.3187325794993981,17.0,95.0,"{""type"":""Point"",""coordinates"":[108.540303094939,14.297496631029887]}",108.540303094939,14.297496631029889,939.732280693036,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000004da,0.0,1095.0,0.7574803334300916,17.0,95.0,"{""type"":""Point"",""coordinates"":[108.37564187033841,14.236857315804079]}",108.3756418703384,14.23685731580408,6625.045785798153,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000566,0.0,845.0,0.0324150165256356,17.0,95.0,"{""type"":""Point"",""coordinates"":[108.59285360085386,14.368913593501878]}",108.59285360085386,14.368913593501878,736.457758650018,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000cd,0.0,1310.0,0.5973959397930431,18.0,95.0,"{""type"":""Point"",""coordinates"":[108.37079036839226,14.309620926794208]}",108.37079036839226,14.309620926794208,4690.668248948428,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000322,0.0,959.0,0.6726520232709695,18.0,95.0,"{""type"":""Point"",""coordinates"":[108.33952761090654,14.348968034489813]}",108.33952761090654,14.348968034489811,951.5225061801948,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000003a7,0.0,650.0,0.6340674460503501,18.0,95.0,"{""type"":""Point"",""coordinates"":[108.5009559872434,14.17918776187986]}",108.5009559872434,14.17918776187986,2053.441402004575,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000001e9,0.0,1188.0,0.3899536245245679,19.0,95.0,"{""type"":""Point"",""coordinates"":[108.36378512063729,14.49180195943379]}",108.36378512063727,14.49180195943379,2187.239837677346,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000435,0.0,1021.0,0.150752669427669,19.0,95.0,"{""type"":""Point"",""coordinates"":[108.33764141116094,14.33576463627056]}",108.33764141116094,14.33576463627056,443.7479780953609,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000214,0.0,938.0,0.0031256988501403,20.0,95.0,"{""type"":""Point"",""coordinates"":[108.45352452933788,14.40259764285961]}",108.45352452933788,14.40259764285961,442.6908028562495,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000267,0.0,1090.0,0.2203723532217313,20.0,95.0,"{""type"":""Point"",""coordinates"":[108.32443801294168,14.289140275655729]}",108.32443801294168,14.289140275655727,4300.705145692375,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000026f,0.0,750.0,0.2708518718250263,20.0,95.0,"{""type"":""Point"",""coordinates"":[108.4729305371225,14.222307269066683]}",108.4729305371225,14.222307269066684,1524.6774186168295,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000002c7,0.0,836.0,0.5866945879808355,20.0,95.0,"{""type"":""Point"",""coordinates"":[108.52763478884617,14.087290148269394]}",108.52763478884616,14.087290148269394,1008.0216699472315,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000106,0.0,1039.0,0.2500286795980649,21.0,95.0,"{""type"":""Point"",""coordinates"":[108.40663262265987,14.379958786811263]}",108.40663262265988,14.379958786811263,2283.3238193859,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000062f,0.0,926.0,0.7370876756004883,21.0,95.0,"{""type"":""Point"",""coordinates"":[108.60147750229122,14.519827409554699]}",108.60147750229122,14.5198274095547,8135.353018889705,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000007b,0.0,1031.0,0.0430089879439155,22.0,95.0,"{""type"":""Point"",""coordinates"":[108.34680486382577,14.455148148774466]}",108.34680486382577,14.455148148774466,2849.672191049423,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000a6,0.0,1057.0,0.5453323019137262,22.0,95.0,"{""type"":""Point"",""coordinates"":[108.48963878876975,14.477247453595345]}",108.48963878876977,14.477247453595345,1539.2884735230357,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000002ab,0.0,1254.0,0.5866458802539012,22.0,95.0,"{""type"":""Point"",""coordinates"":[108.30368535663895,14.409607349715621]}",108.30368535663897,14.40960734971562,3201.781138314023,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000301,0.0,1118.0,0.5742766262923461,22.0,95.0,"{""type"":""Point"",""coordinates"":[108.31931896493232,14.311779131704073]}",108.31931896493232,14.311779131704071,2077.0783025020987,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000039c,0.0,808.0,0.4448051009171653,22.0,95.0,"{""type"":""Point"",""coordinates"":[108.45109877836481,14.378344592229912]}",108.4510987783648,14.378344592229912,290.8895350728717,32953.0,1,KBang,train,0,,,,,,,,,,
00000000000000000155,0.0,1241.0,0.0424312394899729,23.0,95.0,"{""type"":""Point"",""coordinates"":[108.36432467186476,14.493416154015136]}",108.36432467186476,14.493416154015136,2059.1929411777373,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000001b1,0.0,754.0,0.3567540450834968,23.0,95.0,"{""type"":""Point"",""coordinates"":[108.47616338538623,14.082438646323247]}",108.47616338538624,14.082438646323247,4593.501589942304,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000034c,0.0,1250.0,0.191475180014543,23.0,95.0,"{""type"":""Point"",""coordinates"":[108.36162691572743,14.411493549461234]}",108.36162691572744,14.411493549461234,723.9159248872203,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000407,0.0,866.0,0.494652286928926,23.0,95.0,"{""type"":""Point"",""coordinates"":[108.33144326069666,14.35031468300795]}",108.33144326069666,14.35031468300795,117.12510073642434,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000468,0.0,1533.0,0.3711942063112037,23.0,95.0,"{""type"":""Point"",""coordinates"":[108.34437911285269,14.246832324860636]}",108.34437911285268,14.246832324860636,9067.82104149948,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000525,0.0,592.0,0.5097925874888263,24.0,95.0,"{""type"":""Point"",""coordinates"":[108.56778899383244,14.143613053675473]}",108.56778899383244,14.143613053675471,338.97909274393214,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000036f,0.0,944.0,0.0266013664316681,25.0,95.0,"{""type"":""Point"",""coordinates"":[108.46349507929341,14.130949206683681]}",108.4634950792934,14.13094920668368,2269.2346981540672,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000ed,0.0,992.0,0.347022882207151,26.0,95.0,"{""type"":""Point"",""coordinates"":[108.5168571416,14.062765092475443]}",108.5168571416,14.062765092475445,995.5837046819776,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000018f,0.0,882.0,0.4124113621551674,27.0,95.0,"{""type"":""Point"",""coordinates"":[108.4710443373769,14.25195137286999]}",108.4710443373769,14.25195137286999,797.7342058374702,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000001ea,0.0,1493.0,0.2571456914270351,27.0,95.0,"{""type"":""Point"",""coordinates"":[108.32901750972357,14.248718524606241]}",108.32901750972356,14.24871852460624,8732.139446177975,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000244,0.0,1166.0,0.7533998950576012,27.0,95.0,"{""type"":""Point"",""coordinates"":[108.4230733282439,14.498267655961287]}",108.4230733282439,14.498267655961287,693.1572956225865,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000355,0.0,1007.0,0.6479351033437755,27.0,95.0,"{""type"":""Point"",""coordinates"":[108.33656230870601,14.31366533144968]}",108.336562308706,14.31366533144968,1677.3445342935577,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000381,0.0,994.0,0.1685090906008658,27.0,95.0,"{""type"":""Point"",""coordinates"":[108.39746916999503,14.242248368977695]}",108.39746916999503,14.242248368977696,4516.798853428084,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000001d7,0.0,1078.0,0.4207639515195125,28.0,95.0,"{""type"":""Point"",""coordinates"":[108.32524511023236,14.380230791975523]}",108.32524511023236,14.380230791975524,709.0253191761984,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000027c,0.0,863.0,0.3038661609914185,28.0,95.0,"{""type"":""Point"",""coordinates"":[108.46942568369447,14.24278792020516]}",108.46942568369448,14.24278792020516,452.9508463775809,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000002fb,0.0,1227.0,0.7749897146185072,28.0,95.0,"{""type"":""Point"",""coordinates"":[108.3594731699186,14.348968034489813]}",108.3594731699186,14.348968034489811,2970.0393240604503,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000012c,0.0,836.0,0.1773222065846083,29.0,95.0,"{""type"":""Point"",""coordinates"":[108.55377849832253,14.302348132976038]}",108.55377849832252,14.302348132976038,2325.476779985516,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000004cd,0.0,964.0,0.5103035121307525,31.0,95.0,"{""type"":""Point"",""coordinates"":[108.31662120879498,14.415533495015652]}",108.31662120879498,14.415533495015652,1875.877584787594,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000004b8,0.0,1420.0,0.5106968476063388,32.0,95.0,"{""type"":""Point"",""coordinates"":[108.36162691572743,14.286714524682653]}",108.36162691572744,14.286714524682653,5645.792787997005,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000059e,0.0,1534.0,0.3722767770085153,32.0,95.0,"{""type"":""Point"",""coordinates"":[108.36513176915544,14.273511126463399]}",108.36513176915544,14.2735111264634,7067.260636648278,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000001e2,0.0,895.0,0.5208690495617554,33.0,95.0,"{""type"":""Point"",""coordinates"":[108.44032113111865,14.36352254032826]}",108.44032113111864,14.36352254032826,1078.505763171982,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000027,0.0,975.0,0.4914314514998903,34.0,95.0,"{""type"":""Point"",""coordinates"":[108.46915367853022,14.139840654184255]}",108.46915367853022,14.139840654184257,1175.914231531637,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000003de,0.0,1216.0,0.3252120453546097,34.0,95.0,"{""type"":""Point"",""coordinates"":[108.3896568249494,14.36352254032826]}",108.3896568249494,14.36352254032826,4826.017216243658,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000003e,0.0,1277.0,0.0815602477442692,36.0,95.0,"{""type"":""Point"",""coordinates"":[108.3319828119241,14.271352921553536]}",108.3319828119241,14.271352921553536,6226.22937491574,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000545,0.0,1005.0,0.2419313870236595,37.0,95.0,"{""type"":""Point"",""coordinates"":[108.33629476264281,14.372413987828832]}",108.3362947626428,14.372413987828832,513.8846126791043,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000054d,0.0,1456.0,0.3942302294060184,37.0,95.0,"{""type"":""Point"",""coordinates"":[108.3389880596791,14.269466721807927]}",108.3389880596791,14.269466721807929,6500.214064517946,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000eb,0.0,733.0,0.3484165184266589,38.0,95.0,"{""type"":""Point"",""coordinates"":[108.50661458648021,14.293724231538672]}",108.5066145864802,14.293724231538672,1053.512396379638,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000056d,0.0,774.0,0.2153468603935968,38.0,95.0,"{""type"":""Point"",""coordinates"":[108.50149553847086,14.073814744885881]}",108.50149553847086,14.07381474488588,2536.059268112611,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000276,0.0,1224.0,0.7150317934101461,40.0,95.0,"{""type"":""Point"",""coordinates"":[108.41148412460602,14.336032182333765]}",108.41148412460602,14.336032182333764,5366.5054672890765,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000019f,0.0,1107.0,0.3816026353900238,43.0,95.0,"{""type"":""Point"",""coordinates"":[108.31931896493232,14.394780838712915]}",108.31931896493232,14.394780838712917,1262.5056240226372,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000070,0.0,637.0,0.0167370375666454,5.0,96.0,"{""type"":""Point"",""coordinates"":[108.4893667836055,14.208024768392495]}",108.4893667836055,14.208024768392496,236.63888391366208,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000d9,0.0,987.0,0.7354744611560321,5.0,96.0,"{""type"":""Point"",""coordinates"":[108.48182198462307,14.096721146997432]}",108.48182198462308,14.096721146997432,4757.415872381146,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000018a,0.0,1591.0,0.5685333677245176,5.0,96.0,"{""type"":""Point"",""coordinates"":[108.37025081716479,14.294798874892551]}",108.3702508171648,14.294798874892551,5634.052664407666,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000054c,0.0,846.0,0.125989339339563,5.0,96.0,"{""type"":""Point"",""coordinates"":[108.62115105613903,14.354626633726637]}",108.62115105613904,14.354626633726635,1769.127493478793,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000023a,0.0,770.0,0.128938595002313,6.0,96.0,"{""type"":""Point"",""coordinates"":[108.61980440762089,14.274050677690868]}",108.61980440762088,14.274050677690868,1042.5058302113662,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000051d,0.0,652.0,0.2323621784588699,6.0,96.0,"{""type"":""Point"",""coordinates"":[108.6254630068577,14.163558612687535]}",108.6254630068577,14.163558612687536,300.85393491498127,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000005cb,0.0,836.0,0.3372114994460797,6.0,96.0,"{""type"":""Point"",""coordinates"":[108.58018975386207,14.362710983936534]}",108.58018975386209,14.362710983936534,7.554691923525772,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000140,0.0,723.0,0.5401314810941256,7.0,96.0,"{""type"":""Point"",""coordinates"":[108.41390987557908,14.20532701225516]}",108.41390987557908,14.20532701225516,3335.605422186168,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000343,0.0,1109.0,0.7428662945778626,8.0,96.0,"{""type"":""Point"",""coordinates"":[108.55162029341265,14.341690781570591]}",108.55162029341264,14.341690781570591,686.7294654784855,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000013b,0.0,859.0,0.3441238369343419,12.0,96.0,"{""type"":""Point"",""coordinates"":[108.61144805224674,14.333338885297483]}",108.61144805224674,14.333338885297485,3143.0193794440293,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000605,0.0,855.0,0.5889208891265102,24.0,96.0,"{""type"":""Point"",""coordinates"":[108.46780703001207,14.103730853853447]}",108.46780703001208,14.103730853853447,5071.902566980016,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000009e,0.0,1398.0,0.1890718679292909,34.0,96.0,"{""type"":""Point"",""coordinates"":[108.36081981843675,14.229584521985908]}",108.36081981843677,14.229584521985908,8133.86612162765,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000066,0.0,1041.0,0.3786685556357757,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.56428859950549,14.514168810317877]}",108.56428859950547,14.514168810317877,6832.527153846847,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000c8,0.0,1540.0,0.367708620000399,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.38103292351202,14.29399177760188]}",108.38103292351202,14.29399177760188,6582.901109658024,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000207,0.0,1083.0,0.548311937265414,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.51982244380054,14.537614763656896]}",108.51982244380054,14.537614763656896,4066.381834982884,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000331,0.0,1019.0,0.7707178112584211,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.4950253828423,14.437365253773324]}",108.4950253828423,14.437365253773324,3939.260104955944,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000004c7,0.0,693.0,0.7322846368704785,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.65699331040663,14.1789157567156]}",108.65699331040663,14.1789157567156,3014.651308210741,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000579,0.0,744.0,0.2740993900302967,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.52197618960933,14.257609972106813]}",108.52197618960932,14.257609972106811,1624.5674451346,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000059a,0.0,848.0,0.5334340933057258,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.63031450880386,14.345467640162859]}",108.63031450880386,14.34546764016286,3133.793896834322,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000641,0.0,1036.0,0.3594546886141881,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.54164974345716,14.58369957304426]}",108.54164974345716,14.58369957304426,9676.232047130688,0.0,0,KBang,train,0,,,,,,,,,,
0000000000000000064b,0.0,971.0,0.0993088913779175,1.0,97.0,"{""type"":""Point"",""coordinates"":[108.59312114691707,14.526025560018985]}",108.59312114691708,14.526025560018985,7916.055814545802,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000a3,0.0,1100.0,0.623617756875456,2.0,97.0,"{""type"":""Point"",""coordinates"":[108.4098654709236,14.416612597470582]}",108.4098654709236,14.416612597470582,51.24317382648727,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000000ae,0.0,929.0,0.2199890616115981,2.0,97.0,"{""type"":""Point"",""coordinates"":[108.51605004430931,14.421192094252474]}",108.51605004430932,14.421192094252474,2916.5132730912987,0.0,0,KBang,train,0,,,,,,,,,,
00000000000000000148,0.0,878.0,0.4902434538113012,2.0,97.0,"{""type"":""Point"",""coordinates"":[108.59258605479064,14.432241746662914]}",108.59258605479064,14.432241746662914,2171.493768821415,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000001b8,0.0,977.0,0.0319594456794294,2.0,97.0,"{""type"":""Point"",""coordinates"":[108.51766423889066,14.387775590957949]}",108.51766423889066,14.387775590957949,1146.6724028662145,0.0,0,KBang,train,0,,,,,,,,,,
000000000000000001f5,0.0,1130.0,0.0047239548462042,2.0,97.0,"{""type"":""Point"",""coordinates"":[108.39261766804887,14.444098496364028]}",108.39261766804889,14.444098496364028,1253.611965601858,0.0,0,KBang,train,0,,,,,,,,,,
