system:index,district,split,lon,lat,treecover2000,mean_elevation_m,mean_slope_deg,rain_last12m_total_mm,rain_mean_annual_2000_2024_mm,loss_any_2001_2024,loss_first_year,label_train_period,label_test_period,defo,label,risk_baseline,risk_logreg,risk_rf,warn_top5_rf,warn_top10_rf,label_hansen_loss_any
00000000000000000682_0,KBang,train,108.57048674996976,14.355977741345828,98,887,7.3788605,3001.057534530759,2400.0190920016626,1,2016,1,0,1.0,,0.5513951864698854,0.4254881912107472,0.3978232466853924,0,0,1
00000000000000000955_0,KBang,train,108.37806762131147,14.50823820591679,98,1212,6.7388783,3205.2258018553257,2562.2362008570512,1,2016,1,0,1.0,,0.5017834039398981,0.11845782999343421,0.5099337061022385,0,0,1
00000000000000000c57_0,KBang,train,108.46592083026648,14.426315601362884,98,997,6.9218545,3026.558855623007,2396.239654855617,1,2016,1,0,1.0,,0.5268863076418479,0.31130710557355595,0.3979485325549163,0,0,1
00000000000000000c74_0,KBang,train,108.4333114242626,14.268120073289785,98,671,3.991656,3954.77065885067,3193.707802749039,1,2019,0,1,1.0,,0.8060575877391118,0.7666087551109011,0.7191973039853872,0,0,1
000000000000000008b4_0,KBang,train,108.62303725588464,14.267040970834854,98,774,9.65574,2920.2753743231297,2494.9070353260336,1,2018,1,0,1.0,,0.5505789769129167,0.4276312204187502,0.5316494736315114,0,0,1
00000000000000000a09_0,KBang,train,108.42037557210656,14.440058550809605,98,1096,13.428643,3056.5912619680166,2430.7695342178336,0,0,0,0,1.0,,0.45267103071333453,0.21604413612279105,0.1950880902318469,0,0,0
00000000000000000ab1_0,KBang,train,108.3980087212225,14.433053303054644,98,1110,10.545018,3230.138293027878,2568.9875608114658,1,2016,1,0,1.0,,0.5091513519696057,0.2192100420772208,0.5438679222297607,0,0,1
00000000000000000ae2_0,KBang,train,108.59473980059948,14.288600724428264,98,719,8.598541,3002.574410483241,2569.066161002828,1,2022,0,1,1.0,,0.593078850751079,0.5170995310931153,0.7034844345548609,0,0,1
00000000000000000b88_0,KBang,train,108.39288967321312,14.48533180380524,98,1158,8.34274,3139.124945908785,2478.474790363861,1,2017,1,0,1.0,,0.4912777507665499,0.18308195723857662,0.48481458010167644,0,0,1
000000000000000006c1_0,KBang,train,108.4710443373769,14.278630174472758,98,737,13.924754,3299.3934005498886,2718.926994363391,0,0,0,0,1.0,,0.6112487187004738,0.5537960398418115,0.30867489990942365,0,0,0
000000000000000006ed_0,KBang,train,108.55512514684064,14.41607304624312,98,871,11.032607,3010.9200901687145,2435.0759028388934,1,2022,0,1,1.0,,0.5302661574609234,0.4311939227492132,0.43505067272565967,0,0,1
00000000000000000b0a_0,KBang,train,108.42334087430712,14.51470836154534,98,1124,10.524071,2982.197799295187,2381.099704130859,0,0,0,0,1.0,,0.45012619555256234,0.17035008810894894,0.1558744845574901,0,0,0
00000000000000000865_0,KBang,train,108.448945032556,14.274590228918337,98,684,11.74066,3954.77065885067,3193.707802749039,1,2019,0,1,1.0,,0.7627336358081447,0.7442029582334508,0.781962313223926,0,0,1
00000000000000000a95_0,KBang,train,108.41579607532468,14.217995318348002,98,707,13.044616,3484.5955844521523,2837.824403122823,1,2017,1,0,1.0,,0.6640377159149276,0.6991263871040458,0.7755586182983008,0,0,1
000000000000000006a3_0,KBang,train,108.4346625318818,14.258689074561747,98,627,5.99128,3954.77065885067,3193.707802749039,1,2023,0,1,1.0,,0.8048120835675444,0.8220283123117424,0.6958794624470724,0,0,1
00000000000000000b14_0,KBang,train,108.61522045173795,14.265966327480973,98,669,5.3155055,2920.2753743231297,2494.9070353260336,0,0,0,0,1.0,,0.6147359344817923,0.6240709510362951,0.2659559386232737,0,0,0
000000000000000007f1_0,KBang,train,108.42819237625326,14.407181598742543,98,1003,15.013466,3056.5912619680166,2430.7695342178336,1,2018,1,0,1.0,,0.4688962929881828,0.29650311159600584,0.4542414358172848,0,0,1
00000000000000000ba3_0,KBang,train,108.46080178225712,14.43763279983653,98,1045,11.82812,3026.558855623007,2396.239654855617,1,2017,1,0,1.0,,0.4740287156272555,0.2159592263984452,0.39768033126430863,0,0,1
0000000000000000068b_0,KBang,train,108.47966823881426,14.165444812433137,98,679,16.669512,3179.5106303691864,2674.302724357361,1,2010,1,0,1.0,,0.5823056096858048,0.5960320620347438,0.6419560443781833,0,0,1
0000000000000000093e_0,KBang,train,108.42172667972578,14.501232958161832,98,1114,19.622334,2982.197799295187,2381.099704130859,1,2019,0,1,1.0,,0.3844664847425327,0.22922277702337227,0.5643069075585145,0,0,1
00000000000000000a7a_0,KBang,train,108.45514318302028,14.210450519365567,98,780,17.616089,3116.021737858653,2587.275775269555,1,2020,0,1,1.0,,0.5304676312325193,0.5317881537060732,0.663748042899872,0,0,1
00000000000000000b67_0,KBang,train,108.45406408056536,14.42577605013542,98,1008,18.980873,3026.558855623007,2396.239654855617,1,2016,1,0,1.0,,0.43027753644711597,0.3510835767563795,0.47271571688422154,0,0,1
00000000000000000b42_0,KBang,train,108.42091512333404,14.217995318348002,98,721,18.64945,3484.5955844521523,2837.824403122823,0,0,0,0,1.0,,0.6200792230825182,0.6564254723004449,0.2770229267446174,0,0,0
00000000000000000803_0,KBang,train,108.47481673686808,14.493416154015136,98,1061,24.951359,3062.020653218031,2418.248537693776,1,2016,1,0,1.0,,0.3775186601261092,0.2985017857256729,0.3091766698591507,0,0,1
00000000000000000722_0,KBang,train,108.62438390440278,14.257070420879348,98,723,14.135414,2920.2753743231297,2494.9070353260336,1,2016,1,0,1.0,,0.5316080901118502,0.5918921927873819,0.5445244394942977,0,0,1
00000000000000000a31_0,KBang,train,108.55593224413133,14.356784838636502,98,868,23.67003,3001.057534530759,2400.0190920016626,1,2018,1,0,1.0,,0.43127665188429476,0.548008474748311,0.5456083259134917,0,0,1
000000000000000009ad_0,KBang,train,108.4516383295923,14.19724266204526,98,911,22.661253,3179.5106303691864,2674.302724357361,1,2016,1,0,1.0,,0.4651085257918607,0.2789339430113758,0.5322381322921647,0,0,1
00000000000000000b3d_0,KBang,train,108.48855968631482,14.280788379382622,98,745,33.979748,3299.3934005498886,2718.926994363391,0,0,0,0,1.0,,0.4549629062466453,0.5049750043499092,0.19841207153615772,0,0,0
00000000000000000b6f_0,KBang,train,108.42064757727084,14.204252368901278,98,763,24.006102,3484.5955844521523,2837.824403122823,1,2021,0,1,1.0,,0.5674977705337337,0.6203742164135492,0.5773626991797483,0,0,1
00000000000000000680_0,KBang,train,108.44463308183732,14.369988236855754,98,800,42.62768,3307.1987401247025,2646.067406310553,0,0,0,0,1.0,,0.3751335370526766,0.7404981775492833,0.20876787992246307,0,0,0
00000000000000000834_0,KBang,train,108.4193009287527,14.21017851420131,100,709,0.92740995,3484.5955844521523,2837.824403122823,1,2014,1,0,1.0,,0.7459272280582946,0.6743956836746405,0.749283956569113,0,0,1
000000000000000006ae_0,KBang,train,108.47804958513184,14.277551072017824,100,719,2.663555,3299.3934005498886,2718.926994363391,0,0,0,0,1.0,,0.6997827227352923,0.6405284325884008,0.45867182393598305,0,0,0
00000000000000000772_0,KBang,train,108.54488259172088,14.253837572615598,100,683,6.0117598,3283.608837634325,2704.4453318488963,1,2016,1,0,1.0,,0.6840672608675427,0.6627000387771239,0.7931037991292991,0,1,1
00000000000000000a53_0,KBang,train,108.40312776923184,14.385621845149142,100,919,14.973123,3307.1987401247025,2646.067406310553,1,2019,0,1,1.0,,0.5558182451433192,0.4248793676598287,0.7287970430325984,0,0,1
0000000000000000066c_0,KBang,train,108.4810148873324,14.191316516745234,100,657,6.72269,3179.5106303691864,2674.302724357361,1,2018,1,0,1.0,,0.6659711438734821,0.6564866627637558,0.7602236049906514,0,0,1
000000000000000009d8_0,KBang,train,108.48155443855984,14.35112623939968,100,868,7.217824,3174.5908024162054,2515.3602785260928,1,2018,1,0,1.0,,0.6011661995264531,0.5225889394288057,0.7152140984965761,0,0,1
00000000000000000abf_0,KBang,train,108.4311576784538,14.384810288757407,100,868,2.0866077,3307.1987401247025,2646.067406310553,1,2021,0,1,1.0,,0.6654266258996884,0.49626467587601947,0.7696255358931972,0,0,1
00000000000000000c73_0,KBang,train,108.53410494447472,14.251411821642524,100,737,2.7802885,3283.608837634325,2704.4453318488963,1,2016,1,0,1.0,,0.6913511760828998,0.5844208224254696,0.7685404482071826,0,0,1
00000000000000000842_0,KBang,train,108.45891558251152,14.258956620624955,100,757,3.4140158,3299.3934005498886,2718.926994363391,1,2009,1,0,1.0,,0.6848443578958083,0.5632851239597894,0.6816163910624362,0,0,1
00000000000000000b5d_0,KBang,train,108.502842186989,14.21017851420131,100,754,4.245143,3132.610942572356,2663.5936415282367,1,2018,1,0,1.0,,0.647000992736672,0.5006021513077041,0.8020940147898407,0,1,1
00000000000000000778_0,KBang,train,108.50931234261756,14.178648210652396,100,644,0.0,2927.8332602009177,2497.137565198986,0,0,0,0,1.0,,0.6662993355639371,0.6344604709039934,0.17972135455549432,0,0,0
00000000000000000891_0,KBang,train,108.42172667972578,14.376458392484308,100,1061,7.905955,3307.1987401247025,2646.067406310553,1,2016,1,0,1.0,,0.5668318316958219,0.2704201575430421,0.7431975841474879,0,0,1
000000000000000006bb_0,KBang,train,108.4950253828423,14.321482135596373,100,792,4.7224665,3410.552547223866,2766.438409104254,1,2014,1,0,1.0,,0.6880566927497962,0.5607785298049253,0.8034565579434347,0,1,1
0000000000000000076c_0,KBang,train,108.46942568369448,14.285367876164512,100,848,1.8543341,3299.3934005498886,2718.926994363391,1,2016,1,0,1.0,,0.6709530428655441,0.4234851656626673,0.7044329432806338,0,0,1
00000000000000000840_0,KBang,train,108.5583579951044,14.36756248588268,100,880,1.9141612,3001.057534530759,2400.0190920016626,1,2019,0,1,1.0,,0.6001983219741039,0.44037774225684573,0.5592827008025386,0,0,1
000000000000000008ee_0,KBang,train,108.5467687914665,14.264615219861776,100,739,5.547545,3283.608837634325,2704.4453318488963,1,2016,1,0,1.0,,0.6721594924461739,0.599503246713471,0.773342475330555,0,0,1
00000000000000000675_0,KBang,train,108.59554689789016,14.272971575235934,100,694,7.3405485,3002.574410483241,2569.066161002828,0,0,0,0,1.0,,0.6149368263749144,0.5614248121665143,0.4485758975538511,0,0,0
0000000000000000077b_0,KBang,train,108.46592083026648,14.385621845149142,100,957,2.0866094,3174.5908024162054,2515.3602785260928,1,2020,0,1,1.0,,0.6130554819892813,0.3848355222697424,0.7125211195489701,0,0,1
0000000000000000079b_0,KBang,train,108.52898143736432,14.272971575235934,100,716,6.9174967,3283.608837634325,2704.4453318488963,1,2018,1,0,1.0,,0.6690124172248607,0.6293393919818427,0.8374932511270431,1,1,1
000000000000000007a0_0,KBang,train,108.56401659434124,14.36675538859201,100,842,5.31673,3001.057534530759,2400.0190920016626,1,2022,0,1,1.0,,0.585973845128145,0.510603491699716,0.7157953392103442,0,0,1
0000000000000000087a_0,KBang,train,108.45137078352909,14.23712932096834,100,775,13.117116,3116.021737858653,2587.275775269555,1,2016,1,0,1.0,,0.5718794469771022,0.5320931115932587,0.7634983225150994,0,0,1
000000000000000008f6_0,KBang,train,108.45137078352909,14.2376688721958,100,783,5.7958827,3116.021737858653,2587.275775269555,1,2016,1,0,1.0,,0.6241559005602535,0.5144562725842302,0.7527698579496753,0,0,1
00000000000000000b25_0,KBang,train,108.59851220009068,14.271892472781,100,697,7.4939594,3002.574410483241,2569.066161002828,1,2016,1,0,1.0,,0.6129306909344506,0.5421363626960263,0.6935072010707164,0,0,1
00000000000000000c1d_0,KBang,train,108.448945032556,14.391547990449167,100,948,6.672446,3307.1987401247025,2646.067406310553,1,2016,1,0,1.0,,0.6098026233041796,0.38496032326786306,0.8505615367505298,1,1,1
000000000000000008b1_0,KBang,train,108.60713610152806,14.25976817701668,100,696,6.5341115,2920.2753743231297,2494.9070353260336,1,2016,1,0,1.0,,0.6029162762631841,0.5405992725261947,0.6646928260307515,0,0,1
00000000000000000946_0,KBang,train,108.50931234261756,14.178380664589184,100,644,2.6629531,2927.8332602009177,2497.137565198986,0,0,0,0,1.0,,0.6476499177803812,0.6297908469166634,0.230178156973864,0,0,0
000000000000000006b3_0,KBang,train,108.41714272384284,14.207485217165026,100,712,9.865283,3484.5955844521523,2837.824403122823,1,2014,1,0,1.0,,0.6890122894798953,0.7039102302443413,0.8941341862394249,1,1,1
000000000000000006e5_0,KBang,train,108.44651928158292,14.28105592544583,100,605,8.742591,3954.77065885067,3193.707802749039,1,2019,0,1,1.0,,0.798948891847622,0.8260551585243449,0.8619102884903892,1,1,1
000000000000000007b5_0,KBang,train,108.46376708445766,14.14846455562162,100,655,20.155962,3364.3139811381698,2879.1407314955827,1,2014,1,0,1.0,,0.608034889603997,0.55436013255419,0.6529114902517279,0,0,1
00000000000000000884_0,KBang,train,108.628156303894,14.306927629757924,100,772,9.106139,2904.3306356593966,2447.77248901683,1,2018,1,0,1.0,,0.5572239663124442,0.4822080439756682,0.5557406250085569,0,0,1
00000000000000000bdd_0,KBang,train,108.48963878876977,14.285367876164512,100,605,16.826126,3299.3934005498886,2718.926994363391,1,2016,1,0,1.0,,0.6333237127719235,0.7534581200370759,0.8251449772286343,1,1,1
00000000000000000798_0,KBang,train,108.58557634793463,14.253298021388131,100,652,9.532556,3002.574410483241,2569.066161002828,1,2019,0,1,1.0,,0.6110482899771242,0.6174978088537835,0.6487813200339209,0,0,1
000000000000000006eb_0,KBang,train,108.45244542688296,14.26488722502604,100,780,15.949246,3299.3934005498886,2718.926994363391,0,0,0,0,1.0,,0.5885979749538471,0.5966639713118354,0.3173128909539079,0,0,0
00000000000000000a87_0,KBang,train,108.51362429333624,14.341690781570591,100,799,13.050705,3361.179399266839,2766.2203726602984,1,2023,0,1,1.0,,0.6176829492479378,0.5302072119035983,0.7824063876327614,0,0,1
00000000000000000c25_0,KBang,train,108.536798241511,14.180534410398002,100,532,11.032524,2927.8332602009177,2497.137565198986,1,2018,1,0,1.0,,0.6192951113434499,0.7640604256244301,0.8467199260222091,1,1,1
000000000000000007d2_0,KBang,train,108.56024419485,14.273239121299143,100,749,8.977391,3002.574410483241,2569.066161002828,0,0,0,0,1.0,,0.5864916579270135,0.48547711311929015,0.37904632791332804,0,0,0
000000000000000009c6_0,KBang,train,108.56213039459564,14.361636340582653,100,844,7.439351,3001.057534530759,2400.0190920016626,1,2018,1,0,1.0,,0.5692782738597804,0.505153068766366,0.6808864010544501,0,0,1
00000000000000000acb_0,KBang,train,108.4273852789626,14.279437271763433,100,882,5.4379377,3954.77065885067,3193.707802749039,1,2016,1,0,1.0,,0.7579022089486843,0.48887569987831925,0.6961314964889673,0,0,1
