system:index,district,split,lon,lat,treecover2000,mean_elevation_m,mean_slope_deg,rain_last12m_total_mm,rain_mean_annual_2000_2024_mm,loss_any_2001_2024,loss_first_year,label_train_period,label_test_period,defo,label,risk_baseline,risk_logreg,risk_rf,warn_top5_rf,warn_top10_rf,label_hansen_loss_any
000000000000000003ab_0,KBang,train,108.42010802604337,14.432781297890385,97,1065,6.724991,3056.5912619680166,2430.7695342178336,0,0,0,0,0.0,,0.5114765417943455,0.22542103317666123,0.08124314612373705,0,0,0
00000000000000000445_0,KBang,train,108.36593886644611,14.475093707786533,97,1250,12.028706,3139.124945908785,2478.474790363861,0,0,0,0,0.0,,0.4320362461696624,0.09739511481521831,0.04650660460704259,0,0,0
0000000000000000044c_0,KBang,train,108.50607503525276,14.347621385971674,97,851,4.7228246,3361.179399266839,2766.2203726602984,0,0,0,0,0.0,,0.6552626456818897,0.44231823809931625,0.13226085858460704,0,0,0
00000000000000000458_0,KBang,train,108.42630617650768,14.462425401693691,97,1130,12.294237,3082.7387473136187,2420.537351960532,0,0,0,0,0.0,,0.45411857774665165,0.21167007390493947,0.07777250465849238,0,0,0
0000000000000000046d_0,KBang,train,108.55000609883128,14.356245287409036,97,861,2.0865517,3057.4028005301952,2452.323266195249,0,0,0,0,0.0,,0.6087632665410516,0.4687856271280718,0.1094840063830799,0,0,0
00000000000000000485_0,KBang,train,108.38103292351204,14.440058550809605,97,1110,0.9576588,3230.138293027878,2568.9875608114658,0,0,0,0,0.0,,0.5802621922769308,0.19718733735134059,0.23896465110401974,0,0,0
000000000000000004c8_0,KBang,train,108.40070201825876,14.543273362893713,97,1218,6.0370307,2982.197799295187,2381.099704130859,0,0,0,0,0.0,,0.45332433225281954,0.11614830352110292,0.012688842668552145,0,0,0
00000000000000000504_0,KBang,train,108.6319287033852,14.194816911072188,97,675,4.166958,2827.968597881496,2459.472389055322,0,0,0,0,0.0,,0.5993719331878494,0.5175840513595622,0.047841406389790606,0,0,0
0000000000000000055c_0,KBang,train,108.5780315489522,14.443023853010146,97,922,7.343888,3010.9200901687145,2435.0759028388934,0,0,0,0,0.0,,0.5404823781902833,0.3840511122593149,0.027047567929083822,0,0,0
0000000000000000058a_0,KBang,train,108.63220070854946,14.300189928066168,97,793,5.8644285,2904.3306356593966,2447.77248901683,0,0,0,0,0.0,,0.5677146565669718,0.43554072139989575,0.08437180708705515,0,0,0
000000000000000005aa_0,KBang,train,108.56698189654178,14.528451310992065,97,951,2.871981,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.6021095212586816,0.33226434256559667,0.020636046873624494,0,0,0
000000000000000005ec_0,KBang,train,108.54946654760384,14.231470721731512,97,718,8.975914,3132.610942572356,2663.5936415282367,0,0,0,0,0.0,,0.6156042845804836,0.5556099327484691,0.44616980959449415,0,0,0
00000000000000000611_0,KBang,train,108.41714272384284,14.522792711755242,97,1198,10.944849,2982.197799295187,2381.099704130859,0,0,0,0,0.0,,0.42185725722980505,0.12046960047826416,0.07564088735781799,0,0,0
00000000000000000004_0,KBang,train,108.3791467237664,14.294531328829343,97,1551,11.293138,3431.17944631353,2736.309887341469,0,0,0,0,0.0,,0.41044095869639396,0.021790829475592764,0.0016536583594101654,0,0,0
00000000000000000012_0,KBang,train,108.56778899383244,14.521446063237098,97,993,8.607294,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.5459345918122703,0.2735349642205415,0.03394825893968321,0,0,0
00000000000000000039_0,KBang,train,108.38399376661152,14.572649920633816,97,1251,8.342783,3121.39150339365,2463.6619402850083,0,0,0,0,0.0,,0.4561226126436143,0.10226826064036529,0.007487997457944967,0,0,0
0000000000000000003b_0,KBang,train,108.4230733282439,14.470242205840382,97,1128,7.6727467,3082.7387473136187,2420.537351960532,0,0,0,0,0.0,,0.4905173841297524,0.18903312413184725,0.06417934821987856,0,0,0
0000000000000000003d_0,KBang,train,108.49367873432418,14.093488298733686,97,1045,7.9418216,3222.151947184233,2767.6180477493767,0,0,0,0,0.0,,0.5448172211154366,0.14538786059575506,0.06811695600387295,0,0,0
00000000000000000056_0,KBang,train,108.4470588328104,14.313932877512888,97,859,13.917932,3878.7206017300487,3091.2550926978347,0,0,0,0,0.0,,0.6912950154625642,0.5180845324354028,0.055148729487283984,0,0,0
00000000000000000065_0,KBang,train,108.3934292244406,14.425236498907951,97,1097,8.097146,3230.138293027878,2568.9875608114658,1,2001,1,0,0.0,,0.529454862403808,0.2111847372430011,0.5525710063356255,0,0,1
0000000000000000007d_0,KBang,train,108.40016692613236,14.424696947680484,97,1097,8.501402,3056.5912619680166,2430.7695342178336,0,0,0,0,0.0,,0.4878221122312341,0.2028650893639057,0.162306271755599,0,0,0
000000000000000000a4_0,KBang,train,108.62411635833956,14.471049303131052,97,817,19.715305,3348.708837583661,2705.416131240571,0,0,0,0,0.0,,0.5515832940824904,0.559607702661161,0.09812686105635716,0,0,0
000000000000000000a5_0,KBang,train,108.52386238935496,14.489643754523923,97,1017,4.6273675,3223.115180581808,2551.5795426868085,0,0,0,0,0.0,,0.5788659423958781,0.2872034192043284,0.09610292452124847,0,0,0
000000000000000000b3_0,KBang,train,108.65079515994236,14.26272902011617,97,810,13.266511,2896.226133316756,2502.428732936438,0,0,0,0,0.0,,0.5035806858127229,0.38959457920607055,0.1482546234541321,0,0,0
000000000000000000f5_0,KBang,train,108.47804958513184,14.50392625519811,97,1050,15.616012,3149.501667529345,2511.764387397868,0,0,0,0,0.0,,0.4676823807472026,0.26624097553050086,0.026971912650491273,0,0,0
000000000000000000f7_0,KBang,train,108.54111019222968,14.431702195435449,97,929,8.450843,3022.832878291607,2439.8191594331984,0,0,0,0,0.0,,0.5324129391058128,0.36736688288369207,0.010884263330409745,0,0,0
0000000000000000010e_0,KBang,train,108.38291912325764,14.570491715723948,97,1254,9.243255,3121.39150339365,2463.6619402850083,0,0,0,0,0.0,,0.4482741543698135,0.10027696716732967,0.019542210749784274,0,0,0
00000000000000000118_0,KBang,train,108.4015135746505,14.416612597470582,97,1096,8.096937,3056.5912619680166,2430.7695342178336,0,0,0,0,0.0,,0.4912714513552604,0.2004160844553028,0.2200871640752973,0,0,0
00000000000000000124_0,KBang,train,108.54003108977474,14.390468887994237,97,896,7.617873,3057.4028005301952,2452.323266195249,0,0,0,0,0.0,,0.5565262724245105,0.4158191621193233,0.07681432243055931,0,0,0
00000000000000000127_0,KBang,train,108.56671435047856,14.21853486957547,97,661,8.092173,2988.904823511839,2527.354326276477,0,0,0,0,0.0,,0.6084987607351999,0.6156169114344613,0.09490327608331023,0,0,0
0000000000000000012f_0,KBang,train,108.46807903517632,14.54300581683051,97,1229,7.8375344,3149.501667529345,2511.764387397868,0,0,0,0,0.0,,0.4729779091221009,0.10633759363604522,0.00695175636235245,0,0,0
00000000000000000138_0,KBang,train,108.5109265371989,14.296417528574953,97,962,11.74153,3283.608837634325,2704.4453318488963,0,0,0,0,0.0,,0.5544019468726213,0.2941552243831693,0.050467397817934495,0,0,0
00000000000000000139_0,KBang,train,108.40825127634226,14.460539201948084,97,1122,12.294133,3082.7387473136187,2420.537351960532,0,0,0,0,0.0,,0.4565635456789025,0.21607897850026864,0.06671740431261347,0,0,0
00000000000000000141_0,KBang,train,108.36728551496424,14.42874135233596,97,1175,2.6644812,3230.138293027878,2568.9875608114658,0,0,0,0,0.0,,0.5475370352137336,0.14468556682433617,0.07641906861942269,0,0,0
0000000000000000016c_0,KBang,train,108.57048674996976,14.328487383351336,97,804,9.381813,3139.498244166374,2607.9216171444064,0,0,0,0,0.0,,0.5886741759948263,0.45876203747457955,0.32740259210811495,0,0,0
0000000000000000018e_0,KBang,train,108.445440179128,14.06815614564906,97,1282,5.1144786,3035.9770246371627,2579.1279625841976,0,0,0,0,0.0,,0.45272687464031636,0.045457614056628785,0.022965069693406524,0,0,0
00000000000000000192_0,KBang,train,108.6208835100758,14.517401658581628,97,947,7.6181417,3165.6503857907373,2580.847309405526,0,0,0,0,0.0,,0.5647260739948161,0.3197562379511268,0.014590665843161628,0,0,0
00000000000000000197_0,KBang,train,108.4238804255346,14.510396410826662,97,1166,12.6776,2982.197799295187,2381.099704130859,0,0,0,0,0.0,,0.4183404551524774,0.12880740947925853,0.23525829094385106,0,0,0
000000000000000001a3_0,KBang,train,108.46861858640382,14.371606890538157,97,949,7.6694407,3174.5908024162054,2515.3602785260928,0,0,0,0,0.0,,0.5656798038037644,0.37835663526990176,0.0399796635079658,0,0,0
000000000000000001df_0,KBang,train,108.61818575393848,14.35085423423542,97,861,5.547545,2952.925736054778,2405.8077794335663,0,0,0,0,0.0,,0.5601486540276854,0.4340686296915973,0.10038824446818685,0,0,0
000000000000000001fa_0,KBang,train,108.58611589916212,14.219881518093606,97,660,8.090303,2988.904823511839,2527.354326276477,0,0,0,0,0.0,,0.6088060405430703,0.6184224916746007,0.14711347394540963,0,0,0
0000000000000000022e_0,KBang,train,108.6065965503006,14.394245746586504,97,874,9.106748,2952.925736054778,2405.8077794335663,0,0,0,0,0.0,,0.5287492047779682,0.3841653790646095,0.10833127028203765,0,0,0
00000000000000000238_0,KBang,train,108.40743971995052,14.35867103838211,97,1137,8.758861,3307.1987401247025,2646.067406310553,0,0,0,0,0.0,,0.5291027903604912,0.17682553604104423,0.08848731430662939,0,0,0
000000000000000002d3_0,KBang,train,108.35893361869115,14.231198716567253,97,1426,5.517454,3508.178902901709,2811.2432915158697,0,0,0,0,0.0,,0.5099342146985564,0.042344211522748997,0.0016536583594101654,0,0,0
00000000000000000360_0,KBang,train,108.5645561455687,14.489643754523923,97,1025,8.098714,3197.922673208639,2550.744884235733,0,0,0,0,0.0,,0.5443821671904923,0.27846983511819917,0.021470059376677106,0,0,0
0000000000000000037a_0,KBang,train,108.60524990178244,14.525486008791525,97,888,9.666314,3165.6503857907373,2580.847309405526,0,0,0,0,0.0,,0.5669424322586409,0.4296894667530631,0.07738238669566598,0,0,0
00000000000000000382_0,KBang,train,108.55243184980438,14.321482135596373,97,932,9.300534,3139.498244166374,2607.9216171444064,0,0,0,0,0.0,,0.5506577357465106,0.277964114972624,0.017532625864386534,0,0,0
00000000000000000394_0,KBang,train,108.58018975386209,14.389122239476093,97,856,11.150508,3001.057534530759,2400.0190920016626,0,0,0,0,0.0,,0.5290961035533782,0.4679869614694656,0.06617769300101627,0,0,0
000000000000000003cd_0,KBang,train,108.52494149180988,14.30638807853046,97,917,4.863205,3361.179399266839,2766.2203726602984,0,0,0,0,0.0,,0.6356617134873425,0.3657655557363452,0.017911386395626408,0,0,0
000000000000000003ed_0,KBang,train,108.4516383295923,14.513361713027203,97,1105,5.123242,3149.501667529345,2511.764387397868,0,0,0,0,0.0,,0.5321876226947576,0.1955002629162896,0.05505241615447302,0,0,0
00000000000000000408_0,KBang,train,108.57722445166154,14.540847611920642,97,935,13.539607,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.5255784901876177,0.3703232022827544,0.010195509451402305,0,0,0
0000000000000000047d_0,KBang,train,108.46080178225712,14.489104203296456,97,1087,5.8021894,3062.020653218031,2418.248537693776,0,0,0,0,0.0,,0.5130759965456135,0.21734022479618645,0.02114707452645455,0,0,0
00000000000000000487_0,KBang,train,108.47939623365,14.100226000425442,97,935,8.599386,3364.3139811381698,2879.1407314955827,0,0,0,0,0.0,,0.6037381445691997,0.2579602915825143,0.019908008265019154,0,0,0
00000000000000000490_0,KBang,train,108.61333425199234,14.348428483262346,97,877,2.939981,2904.3306356593966,2447.77248901683,0,0,0,0,0.0,,0.5646239080146634,0.31046521443013,0.08782403005364696,0,0,0
000000000000000004f5_0,KBang,train,108.64675075528687,14.209910968138102,97,715,7.826648,2921.3837886452675,2499.82747799868,0,0,0,0,0.0,,0.5800006996536522,0.513997802130135,0.17039696188325704,0,0,0
00000000000000000590_0,KBang,train,108.5761453492066,14.538693866111828,97,940,13.913329,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.5211443335936271,0.3355962479763804,0.019914755901176407,0,0,0
000000000000000005ed_0,KBang,train,108.45460363179284,14.153855608795237,97,792,5.00379,3179.5106303691864,2674.302724357361,0,0,0,0,0.0,,0.6329466368432752,0.4531208032199753,0.2933287206066475,0,0,0
000000000000000005fd_0,KBang,train,108.67666686425444,14.194009813781514,97,717,9.895602,2859.5566610470414,2490.159314288234,0,0,0,0,0.0,,0.550106774304491,0.4635844040062923,0.07044283056968992,0,0,0
000000000000000005ff_0,KBang,train,108.61657155935715,14.279976822990896,97,733,9.248053,2920.2753743231297,2494.9070353260336,0,0,0,0,0.0,,0.5635144240058367,0.519759409837954,0.3451925852888112,0,0,0
00000000000000000649_0,KBang,train,108.58638790432636,14.551090167040412,97,979,7.9067545,3182.7490888275206,2585.4666109299883,0,0,0,0,0.0,,0.5565463745776493,0.2921151384607819,0.027036458766225503,0,0,0
0000000000000000002c_0,KBang,train,108.38399376661152,14.440865648100278,97,1128,24.36396,3230.138293027878,2568.9875608114658,0,0,0,0,0.0,,0.39512100003682665,0.22856761380297722,0.11976030406648631,0,0,0
00000000000000000037_0,KBang,train,108.5287138913011,14.527104662473922,97,1032,8.986495,3063.1103956103325,2477.7017693946955,0,0,0,0,0.0,,0.505515943763068,0.2323711354020517,0.050621232955163104,0,0,0
0000000000000000008e_0,KBang,train,108.5518922985769,14.50985685959919,97,1040,7.3788605,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.5410424450298154,0.20781105863553814,0.034470681697835875,0,0,0
000000000000000000af_0,KBang,train,108.4060930714324,14.45299440296565,97,1126,6.6365423,3082.7387473136187,2420.537351960532,0,0,0,0,0.0,,0.4991839986640453,0.19568147587427195,0.09049157042129197,0,0,0
000000000000000000b1_0,KBang,train,108.5815364023802,14.3271407348332,97,813,6.6346307,3139.498244166374,2607.9216171444064,0,0,0,0,0.0,,0.606539112387716,0.4280167423844227,0.1606369823642897,0,0,0
000000000000000000bb_0,KBang,train,108.33306191437904,14.235510667285936,97,1491,8.596571,3513.8358694799244,2786.476151139564,0,0,0,0,0.0,,0.46729338062379155,0.032665628210039536,0.0016536583594101654,0,0,0
000000000000000000d8_0,KBang,train,108.48020333094064,14.375111743966162,97,971,2.6641512,3174.5908024162054,2515.3602785260928,0,0,0,0,0.0,,0.5969367950935695,0.3166309447613369,0.03489399653565161,0,0,0
000000000000000000e4_0,KBang,train,108.55054119095772,14.545699113866792,97,999,8.2929945,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.5465238949287975,0.27756935024036283,0.020836438880075824,0,0,0
000000000000000000e6_0,KBang,train,108.44624727641866,14.461618304403016,97,1036,9.302376,3082.7387473136187,2420.537351960532,0,0,0,0,0.0,,0.5061869570701476,0.27830260746659086,0.050066847696278255,0,0,0
00000000000000000108_0,KBang,train,108.39720162393182,14.591244372026686,97,1245,10.526967,3121.39150339365,2463.6619402850083,0,0,0,0,0.0,,0.44115910252562507,0.10974204034556181,0.0246591987173851,0,0,0
00000000000000000122_0,KBang,train,108.51739669282746,14.495841904988213,97,1029,10.943877,3223.115180581808,2551.5795426868085,0,0,0,0,0.0,,0.5267264469381144,0.2743800972440844,0.0824295729006773,0,0,0
00000000000000000165_0,KBang,train,108.48640148140495,14.46889555732224,97,1044,8.885045,3062.020653218031,2418.248537693776,0,0,0,0,0.0,,0.5023667969294218,0.2574502545084743,0.035933168080117255,0,0,0
0000000000000000017c_0,KBang,train,108.51658513643574,14.400171891886531,97,935,9.618231,3022.832878291607,2439.8191594331984,0,0,0,0,0.0,,0.5215261210497106,0.36108351829206026,0.020027550066372676,0,0,0
000000000000000001ce_0,KBang,train,108.49799068504284,14.448682452246972,97,1060,8.0975065,3026.558855623007,2396.239654855617,0,0,0,0,0.0,,0.49568616891313,0.22306261062943256,0.12179047531811962,0,0,0
000000000000000001f3_0,KBang,train,108.49583693923404,14.510396410826662,97,1083,10.165724,3149.501667529345,2511.764387397868,0,0,0,0,0.0,,0.49982527106724767,0.2197505712104948,0.047907113085743136,0,0,0
000000000000000001ff_0,KBang,train,108.45756893399336,14.448142901019509,97,994,10.325041,3026.558855623007,2396.239654855617,1,2008,1,0,0.0,,0.4987036492246555,0.33630498490154415,0.4624579393429014,0,0,1
0000000000000000023c_0,KBang,train,108.44328643331916,14.516055010063484,97,1122,11.128953,2982.197799295187,2381.099704130859,0,0,0,0,0.0,,0.4434305743666903,0.1586892073168516,0.27759814475508193,0,0,0
00000000000000000243_0,KBang,train,108.53707024667524,14.331992236779346,97,973,10.992985,3361.179399266839,2766.2203726602984,0,0,0,0,0.0,,0.5737264681094334,0.31246959144616726,0.024369187772260784,0,0,0
0000000000000000024b_0,KBang,train,108.52143663838189,14.454073505420585,97,973,8.605232,3223.115180581808,2551.5795426868085,0,0,0,0,0.0,,0.5618526626899615,0.3533849299805243,0.0905781827206427,0,0,0
00000000000000000288_0,KBang,train,108.53625869028352,14.28752608107438,97,723,4.24632,3283.608837634325,2704.4453318488963,1,2001,1,0,0.0,,0.6782770693285316,0.5805572238578519,0.6920238789182228,0,0,1
0000000000000000029a_0,KBang,train,108.5365306954478,14.477787004822808,97,927,13.538726,3223.115180581808,2551.5795426868085,0,0,0,0,0.0,,0.5379295361375094,0.42258632613011254,0.025006883277037536,0,0,0
000000000000000002d2_0,KBang,train,108.40851882240548,14.531684159255809,97,1216,8.501605,2982.197799295187,2381.099704130859,0,0,0,0,0.0,,0.4350226288507761,0.11539578035652619,0.030840436930885177,0,0,0
000000000000000002e2_0,KBang,train,108.54542214294835,14.468084000930514,97,958,7.3023043,3223.115180581808,2551.5795426868085,0,0,0,0,0.0,,0.5763141251434157,0.3879591389444408,0.08802960177572357,0,0,0
000000000000000002fd_0,KBang,train,108.6039032532643,14.285100330101304,97,715,7.9055405,2920.2753743231297,2494.9070353260336,0,0,0,0,0.0,,0.5791633601526428,0.4989978030879953,0.35112571706754386,0,0,0
00000000000000000306_0,KBang,train,108.3543496628082,14.233896472704588,97,1449,21.282423,3508.178902901709,2811.2432915158697,0,0,0,0,0.0,,0.38258354031650776,0.03333015003252504,0.0016536583594101654,0,0,0
0000000000000000031d_0,KBang,train,108.41525652409725,14.569145067205811,97,1262,3.4173603,3143.577323973179,2531.598463432791,0,0,0,0,0.0,,0.4958199668402701,0.07952869152462601,0.010685194038514298,0,0,0
00000000000000000325_0,KBang,train,108.3791467237664,14.411221544296971,97,1214,10.781354,3230.138293027878,2568.9875608114658,0,0,0,0,0.0,,0.4726253830493172,0.13654604559172084,0.11302479513098143,0,0,0
0000000000000000033b_0,KBang,train,108.57479870068843,14.319323930686505,97,806,8.760723,3139.498244166374,2607.9216171444064,0,0,0,0,0.0,,0.5927457821593068,0.46967039859989257,0.3634729003960127,0,0,0
0000000000000000034f_0,KBang,train,108.63731975655882,14.294259323665086,97,790,8.342649,2920.2753743231297,2494.9070353260336,0,0,0,0,0.0,,0.5531386157272319,0.3904173499040693,0.07546445904690197,0,0,0
00000000000000000363_0,KBang,train,108.60902230127368,14.461618304403016,97,951,8.5014715,3348.708837583661,2705.416131240571,0,0,0,0,0.0,,0.5964128046983214,0.34886071624003273,0.040675517210766315,0,0,0
00000000000000000379_0,KBang,train,108.4777775799676,14.32309633017772,97,849,4.246862,3410.552547223866,2766.438409104254,0,0,0,0,0.0,,0.6689311954422912,0.47837296594021905,0.20613127718397695,0,0,0
00000000000000000410_0,KBang,train,108.63408690829507,14.271352921553534,97,741,7.340516,2920.2753743231297,2494.9070353260336,0,0,0,0,0.0,,0.5756331131977787,0.508012618492248,0.2907069997462962,0,0,0
0000000000000000047a_0,KBang,train,108.54946654760384,14.430355546917308,97,911,5.121584,3022.832878291607,2439.8191594331984,0,0,0,0,0.0,,0.5635267936008247,0.3575374475552419,0.03130551204677269,0,0,0
00000000000000000481_0,KBang,train,108.4155285292615,14.472935502876664,97,1114,8.605549,3082.7387473136187,2420.537351960532,0,0,0,0,0.0,,0.48758218682433513,0.18796894221603866,0.061861114985018506,0,0,0
0000000000000000049d_0,KBang,train,108.62923540634893,14.206138568646889,97,690,15.223208,2921.3837886452675,2499.82747799868,0,0,0,0,0.0,,0.5308794349874965,0.517439788689066,0.1646983794037071,0,0,0
000000000000000004a2_0,KBang,train,108.55269939586758,14.467544449703045,97,999,5.3179646,3197.922673208639,2550.744884235733,0,0,0,0,0.0,,0.5735763691392911,0.31835406006204175,0.020299212904278784,0,0,0
00000000000000000530_0,KBang,train,108.39073146830326,14.32471498386012,97,1628,10.028802,3387.77566537261,2679.882828244465,0,0,0,0,0.0,,0.3878769099803394,0.017065352362160745,0.0016536583594101654,0,0,0
00000000000000000535_0,KBang,train,108.54057064100222,14.568605515978344,97,1031,9.388327,3497.1619696319103,2845.7789758288777,0,0,0,0,0.0,,0.5977865243956211,0.24936527417277055,0.04694086475183927,0,0,0
0000000000000000053e_0,KBang,train,108.57857110017969,14.545699113866792,97,919,10.096576,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.5570331540268133,0.3598991553414961,0.011175463305347829,0,0,0
000000000000000005b5_0,KBang,train,108.63112160609454,14.490990403042062,97,915,8.985189,3348.708837583661,2705.416131240571,0,0,0,0,0.0,,0.6034484392951013,0.39430799284736007,0.01861082387343749,0,0,0
000000000000000005c3_0,KBang,train,108.54245684074782,14.467276903639837,97,913,6.725325,3223.115180581808,2551.5795426868085,0,0,0,0,0.0,,0.594121563686451,0.46105729403916074,0.05840747816912229,0,0,0
000000000000000005cd_0,KBang,train,108.3702508171648,14.28563542222772,97,1634,11.292988,3431.17944631353,2736.309887341469,0,0,0,0,0.0,,0.38594563826370415,0.01449028191885399,0.0016536583594101654,0,0,0
000000000000000005e9_0,KBang,train,108.53033254498352,14.433053303054647,97,952,8.884013,3022.832878291607,2439.8191594331984,0,0,0,0,0.0,,0.5219948175617324,0.3235878242117763,0.01148811422348367,0,0,0
000000000000000005fe_0,KBang,train,108.51281273694453,14.416880143533794,97,972,8.5546875,3022.832878291607,2439.8191594331984,0,0,0,0,0.0,,0.5184001546187413,0.30303731944165757,0.017687416445949764,0,0,0
00000000000000000648_0,KBang,train,108.4831686331412,14.48425716045136,97,1118,12.90282,3062.020653218031,2418.248537693776,0,0,0,0,0.0,,0.44853928738367477,0.16428153635791085,0.06361849064377006,0,0,0
00000000000000000049_0,KBang,train,108.59258605479064,14.540580065857435,97,931,3.8260057,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.600907540367639,0.3219784763119529,0.017619086185412823,0,0,0
0000000000000000005c_0,KBang,train,108.6354335568132,14.191851608871648,97,685,6.031152,2827.968597881496,2459.472389055322,0,0,0,0,0.0,,0.5823887159835824,0.5281732142588683,0.033351024977387705,0,0,0
00000000000000000099_0,KBang,train,108.48262908191371,14.090522996533142,97,898,9.683022,3222.151947184233,2767.6180477493767,0,0,0,0,0.0,,0.5760851377185269,0.2814091006866991,0.049768438442479176,0,0,0
000000000000000000bf_0,KBang,train,108.445440179128,14.469163103385448,97,1059,7.6177735,3082.7387473136187,2420.537351960532,0,0,0,0,0.0,,0.5121915050368311,0.2300120024484562,0.03403284329215932,0,0,0
000000000000000000c3_0,KBang,train,108.3613593696642,14.256530869651876,97,1545,12.769178,3431.17944631353,2736.309887341469,0,0,0,0,0.0,,0.4011611313873977,0.02417183285762189,0.009846606202140654,0,0,0
000000000000000000cb_0,KBang,train,108.5386844412566,14.52117405807284,97,998,6.2386284,3063.1103956103325,2477.7017693946955,0,0,0,0,0.0,,0.537270384604703,0.2924661063987652,0.0364532382190016,0,0,0
000000000000000000f9_0,KBang,train,108.42846438141753,14.495841904988213,97,1243,15.053544,3082.7387473136187,2420.537351960532,0,0,0,0,0.0,,0.39914854750156403,0.11981849345644414,0.0429602879028739,0,0,0
0000000000000000011c_0,KBang,train,108.58665545038956,14.53195616442007,97,915,12.678403,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.5383767371313212,0.3316655264353678,0.017070789084123118,0,0,0
0000000000000000011e_0,KBang,train,108.33737386509772,14.40448384260521,97,896,9.300404,3774.6228857189417,2999.919869753144,0,0,0,0,0.0,,0.6924676015468694,0.5066059237993915,0.0454286797007068,0,0,0
00000000000000000131_0,KBang,train,108.5826110457341,14.557555863567906,97,1003,8.606975,3182.7490888275206,2585.4666109299883,0,0,0,0,0.0,,0.5438438991532824,0.24648655330767683,0.016040939050161386,0,0,0
00000000000000000154_0,KBang,train,108.6119876034742,14.531149067129396,97,972,9.304803,3165.6503857907373,2580.847309405526,0,0,0,0,0.0,,0.5441702582905796,0.2832644683665229,0.016018704369924745,0,0,0
00000000000000000196_0,KBang,train,108.62896786028573,14.340344133052447,97,844,2.9399698,2904.3306356593966,2447.77248901683,0,0,0,0,0.0,,0.5745899468908295,0.38265244126051284,0.049898253389527684,0,0,0
000000000000000001eb_0,KBang,train,108.60067040500054,14.430355546917308,97,921,7.906201,3179.367648512125,2581.221545913855,0,0,0,0,0.0,,0.5733720993848627,0.3431747567058708,0.014142912428053774,0,0,0
000000000000000001fd_0,KBang,train,108.5486549912121,14.382656542948595,97,851,10.02962,3057.4028005301952,2452.323266195249,0,0,0,0,0.0,,0.5517021107199226,0.4705972381881217,0.09814449013819126,0,0,0
0000000000000000027f_0,KBang,train,108.41390987557908,14.558634966022838,97,1230,8.987643,3143.577323973179,2531.598463432791,0,0,0,0,0.0,,0.4624622325542489,0.10522111913216277,0.009710903075462966,0,0,0
000000000000000002ba_0,KBang,train,108.5109265371989,14.456227251229398,97,979,4.724323,3223.115180581808,2551.5795426868085,0,0,0,0,0.0,,0.5895048567934147,0.31702416171052095,0.08000620814923147,0,0,0
00000000000000000320_0,KBang,train,108.38399376661152,14.286714524682653,97,1540,5.723438,3431.17944631353,2736.309887341469,0,0,0,0,0.0,,0.4562434685342558,0.02322141557748118,0.006653658359410165,0,0,0
00000000000000000352_0,KBang,train,108.61064095495604,14.418226792051934,97,890,10.26923,3179.367648512125,2581.221545913855,0,0,0,0,0.0,,0.5647259240073481,0.40933659297740527,0.11824895481329223,0,0,0
000000000000000003a1_0,KBang,train,108.54326839713954,14.501232958161832,97,1025,7.345044,3063.1103956103325,2477.7017693946955,0,0,0,0,0.0,,0.5204155035804546,0.2491436306110586,0.02340997028848132,0,0,0
000000000000000003a5_0,KBang,train,108.5208970871544,14.470509751903586,97,950,9.534586,3223.115180581808,2551.5795426868085,0,0,0,0,0.0,,0.5617167560697695,0.3783558557883451,0.03402101587604953,0,0,0
000000000000000003b7_0,KBang,train,108.4710443373769,14.420117450898594,97,1040,4.7238235,3026.558855623007,2396.239654855617,0,0,0,0,0.0,,0.5280313054623051,0.23317485666356194,0.10013241323604151,0,0,0
000000000000000003b8_0,KBang,train,108.3524634630626,14.242520374141952,97,1517,11.181999,3508.178902901709,2811.2432915158697,0,0,0,0,0.0,,0.4382107737975513,0.02952352068175672,0.0016536583594101654,0,0,0
000000000000000003bc_0,KBang,train,108.6235768071121,14.2815954766733,97,781,14.066448,2920.2753743231297,2494.9070353260336,0,0,0,0,0.0,,0.511633149377829,0.4646147666112978,0.08632791990049363,0,0,0
000000000000000004a0_0,KBang,train,108.55727889264946,14.510935962054123,97,1018,3.3744981,3178.381496110931,2588.583209516534,0,0,0,0,0.0,,0.578374765512538,0.2514968200406832,0.02316874116421444,0,0,0
000000000000000004f9_0,KBang,train,108.40205312587796,14.500153855706898,97,1165,9.535829,2982.197799295187,2381.099704130859,0,0,0,0,0.0,,0.4425780490511938,0.13864962811359935,0.22139978000960028,0,0,0
0000000000000000057a_0,KBang,train,108.42199422578898,14.562679370678314,97,1266,9.53577,3143.577323973179,2531.598463432791,0,0,0,0,0.0,,0.4472421554125556,0.08106133458160748,0.019062476255845933,0,0,0
