grid_id,x_utm,y_utm,centroid_lon,centroid_lat,dist_to_nearest_road_m
mangyang_00000,841917.4489915476,1526841.811615895,108.16189918806568,13.790810418281325,2105.415901204408
mangyang_00001,841975.4329558654,1527116.295008414,108.16246821781739,13.793281641907264,1827.9072616263097
mangyang_00002,841987.594562498,1529206.4573977906,108.16283511586758,13.812150783932072,190.14315833796263
mangyang_00003,842913.6845681582,1522850.011547788,108.17061564840145,13.754652880029541,3550.9084033253475
mangyang_00004,842936.8755856899,1523055.9258226359,108.17085489512577,13.756509168081614,3466.749043241023
mangyang_00005,842781.6269834664,1524667.1334820194,108.16961706433459,13.771074025330387,3088.2048225504122
mangyang_00006,842735.9966382568,1525148.9728350064,108.16925426091821,13.77542962297887,3114.804971697067
mangyang_00007,842500.0,1526762.6416645062,108.16727088433848,13.790026333238211,2221.8423859115724
mangyang_00008,842578.4866090725,1527604.128440925,108.16809848933029,13.797614136798451,1422.6404348605502
mangyang_00009,842694.0143493465,1528513.8473485904,108.16927672008732,13.805813519018239,680.5005209651438
mangyang_00010,842591.9434443722,1529479.2482486153,108.16845162861044,13.81454155787105,174.41428289489804
mangyang_00011,842901.8973195305,1530296.3113133314,108.17141501299515,13.821881161724118,0.578859655100346
mangyang_00012,843750.0,1522480.0362545152,108.17829478013199,13.751213105493177,2946.836172924896
mangyang_00013,843620.356923967,1523374.5915160934,108.17720646325884,13.759304772472253,2724.5107620534995
mangyang_00014,843753.0472794467,1524261.6848341748,108.1785402690023,13.76729778982604,2231.6766089658313
mangyang_00015,843695.2033794876,1525567.04430814,108.17816538573399,13.779089704412769,2219.4022300529477
mangyang_00016,843500.0,1526690.8842777985,108.17649956673785,13.789259236466242,2631.220957884089
mangyang_00017,843500.0,1527500.0,108.17659846371707,13.796564073898898,1970.3246465360103
mangyang_00018,843500.0,1528500.0,108.17672077166219,13.805592240834352,1390.163145531695
mangyang_00019,843500.0,1529500.0,108.17684316747976,13.814620400083143,869.1963132042965
mangyang_00020,843500.0,1530296.3113133314,108.17694069551213,13.82180961993073,420.01857659132594
mangyang_00021,843577.8588276103,1531265.542149058,108.17777881471815,13.830550648680966,268.356045223239
mangyang_00022,843811.9202318712,1532200.1766543612,108.18005602817809,13.838960578815263,33.101736319448
mangyang_00023,844474.9680266456,1514971.642522519,108.1840756697141,13.683339649650835,882.9226591989298
mangyang_00024,844678.1325583328,1515505.8648202992,108.18601648200722,13.688138553878135,718.5505043986733
mangyang_00025,844694.9956909702,1516500.0,108.18629314598027,13.697111761560668,1431.809564509985
mangyang_00026,844711.9583062984,1517500.0,108.18657154169264,13.70613789549231,2363.8104195026162
mangyang_00027,844725.7175651354,1518311.151969843,108.18679743630743,13.713459454097036,3150.652167750064
mangyang_00028,844793.0818409111,1519500.0,108.18756449653995,13.724184502079588,4308.030343234863
mangyang_00029,844863.8196821866,1520500.0,108.18833982701301,13.73320418048814,3747.4257992845814
mangyang_00030,844934.557523462,1521500.0,108.18911529497613,13.742223837991906,2815.6703993176257
mangyang_00031,844500.0,1522647.8749537577,108.18524216631687,13.752638900119932,2231.040207703157
mangyang_00032,844500.0,1523500.0,108.18534632008819,13.760331990238681,1841.7760169550645
mangyang_00033,844500.0,1524500.0,108.18546862989652,13.769360106594325,1448.7114365485936
mangyang_00034,844500.0,1525500.0,108.18559102776717,13.778388215276479,1428.2535091623126
mangyang_00035,844500.0,1526500.0,108.18571351371625,13.787416316280337,1955.588202921447
mangyang_00036,844500.0,1527500.0,108.18583608775985,13.796444409601113,1636.2544579866726
