system:index,B11,B12,B2,B3,B4,B8,NBR,NDVI,elev,label,rand,slope,.geo,lon,lat,dist_to_nearest_road_m
000000000000000002a7,1288.0,539.0,399.0,554.0,292.0,3351.0,0.7228792,0.83969253,745,0,0.4427652842031527,9.385083,"{""type"":""Point"",""coordinates"":[108.36660327250307,14.024095768139958]}",108.36660327250307,14.024095768139958,203.9126090693028
000000000000000002b5,2283.0,1365.5,425.0,679.0,508.5,3309.0,0.4157664,0.7335953,745,0,0.4949322101161868,2.6621616,"{""type"":""Point"",""coordinates"":[108.26284890919149,14.047002170251513]}",108.26284890919149,14.047002170251513,29.091138989741
0000000000000000003a,3580.5,2539.5,868.5,1192.5,1263.5,2910.0,0.06798789,0.394513,746,0,0.738488421168881,0.92740995,"{""type"":""Point"",""coordinates"":[108.32402331654373,14.12596393170593]}",108.32402331654373,14.12596393170593,422.80134563480215
000000000000000000e6,2247.0,1401.5,440.5,628.0,661.5,2452.0,0.27260932,0.5750763,746,0,0.305969189469798,6.7259183,"{""type"":""Point"",""coordinates"":[108.23805184823327,14.062903324608099]}",108.23805184823327,14.062903324608099,257.21535046069226
000000000000000002da,1552.0,672.0,355.0,565.0,361.0,3286.0,0.66043454,0.8020291,746,0,0.07844797702951,10.479576,"{""type"":""Point"",""coordinates"":[108.29895870952231,14.078532473800427]}",108.29895870952231,14.078532473800427,200.02378689895843
000000000000000002e1,1444.0,611.0,340.0,514.0,321.0,3134.0,0.67369825,0.81418234,746,0,0.6022965506134179,7.337024,"{""type"":""Point"",""coordinates"":[108.38465817266848,14.09119632079221]}",108.38465817266848,14.09119632079221,93.76094805819139
00000000000000000151,2541.0,1738.0,704.0,983.0,1074.0,2944.0,0.25758222,0.46540567,747,0,0.7122480413306475,3.7047918,"{""type"":""Point"",""coordinates"":[108.26284890919149,14.04673016508725]}",108.26284890919149,14.04673016508725,8.966220797407459
000000000000000001e2,3735.0,3431.0,1202.0,1410.0,1505.0,2441.0,-0.16859673,0.23720223,747,0,0.2400322833263302,0.95590484,"{""type"":""Point"",""coordinates"":[108.29680496371348,14.025981967885567]}",108.29680496371348,14.025981967885567,27.159464631227568
00000000000000000045,1723.0,938.5,345.0,522.0,458.5,2331.0,0.4259061,0.6712673,748,0,0.138458954727266,2.8661652,"{""type"":""Point"",""coordinates"":[108.30650350850472,14.072334323336138]}",108.30650350850472,14.072334323336138,456.21790148962765
000000000000000000b9,3510.5,2966.0,962.0,1160.0,1252.5,2457.0,-0.09385949,0.32470682,748,0,0.3922183311058762,2.6621666,"{""type"":""Point"",""coordinates"":[108.25718585085363,14.047809267542187]}",108.25718585085363,14.047809267542187,19.086675799257076
00000000000000000247,2346.0,1434.0,432.0,707.0,645.0,2564.0,0.28264132,0.5980056,748,0,0.2088338144738469,4.7186813,"{""type"":""Point"",""coordinates"":[108.23266525416072,14.042418214368569]}",108.23266525416072,14.042418214368569,54.37341833422436
000000000000000002ad,3091.0,2275.0,645.0,890.0,1117.0,2263.5,-0.0025338768,0.33915102,748,0,0.2762246065007165,1.8543341,"{""type"":""Point"",""coordinates"":[108.25718585085363,14.04834881876965]}",108.25718585085363,14.04834881876965,14.373515558626941
000000000000000000ca,4036.5,3255.5,1024.5,1270.0,1648.5,2653.5,-0.101878494,0.23361227,749,0,0.7414674104628877,11.397931,"{""type"":""Point"",""coordinates"":[108.30812216218712,13.86778643981247]}",108.30812216218712,13.86778643981247,1388.801192522035
00000000000000000240,3099.0,1902.0,612.0,997.0,916.5,3529.5,0.29964098,0.5877193,749,0,0.0904651110774698,8.084095,"{""type"":""Point"",""coordinates"":[108.3043497626959,13.875603243959157]}",108.3043497626959,13.875603243959157,1091.1242424204243
00000000000000000037,1889.0,1162.0,447.0,655.0,646.0,2352.0,0.33864543,0.569046,750,0,0.7402742388710603,1.9114491,"{""type"":""Point"",""coordinates"":[108.25395300258987,14.04673016508725]}",108.25395300258987,14.04673016508725,70.4356267163578
00000000000000000164,2622.0,1422.0,518.5,831.0,661.5,3090.5,0.36975068,0.64738804,750,0,0.6478800631371784,19.841476,"{""type"":""Point"",""coordinates"":[108.39705447359705,13.987441957480632]}",108.39705447359705,13.987441957480632,3.38469308801122
