grid_id,x_utm,y_utm,centroid_lon,centroid_lat,dist_to_nearest_road_m
kbang_00237,864540.7012960436,1569483.3398126136,108.37647367509778,14.172925222538602,8680.617570294398
kbang_00238,864500.0,1570500.0,108.37623305267758,14.182106983321175,8120.331127013633
kbang_00239,864500.0,1571500.0,108.37636681919048,14.19113305304097,7544.300538697658
kbang_00240,864500.0,1572500.0,108.37650067966015,14.200159114734653,7063.509299494201
kbang_00241,864500.0,1573500.0,108.37663463410426,14.209185168397353,6698.49659475082
kbang_00242,864500.0,1574500.0,108.37676868254051,14.218211214024198,6468.890912338498
kbang_00243,864500.0,1575500.0,108.37690282498657,14.22723725161033,6389.306898371911
kbang_00244,864500.0,1576500.0,108.37703706146019,14.23626328115087,6465.28697332378
kbang_00245,864500.0,1577500.0,108.37717139197905,14.245289302640971,6691.534103124443
kbang_00246,864500.0,1578500.0,108.3773058165609,14.25431531607575,6743.562715917768
kbang_00247,864500.0,1579500.0,108.37744033522353,14.263341321450342,6622.910832198838
kbang_00248,864500.0,1580500.0,108.37757494798467,14.2723673187599,6652.08671613631
kbang_00249,864500.0,1581500.0,108.37770965486209,14.281393307999542,6805.021659040348
kbang_00250,864500.0,1582500.0,108.37784445587363,14.290419289164406,6576.002229106155
kbang_00251,864500.0,1583500.0,108.37797935103706,14.299445262249638,5955.911936506934
kbang_00252,864500.0,1584500.0,108.37811434037022,14.308471227250365,5446.918278805621
kbang_00253,864500.0,1585500.0,108.37824942389094,14.31749718416173,5085.609444279096
kbang_00254,864500.0,1586500.0,108.37838460161709,14.32652313297887,4904.7562967256035
kbang_00255,864500.0,1587500.0,108.3785198735665,14.335549073696926,4854.311448879326
kbang_00256,864500.0,1588500.0,108.37865523975708,14.344575006311025,4978.7148165646695
kbang_00257,864500.0,1589500.0,108.37879070020672,14.35360093081632,4917.189655245012
kbang_00258,864500.0,1590500.0,108.37892625493333,14.362626847207938,4884.456191631079
kbang_00259,864500.0,1591500.0,108.37906190395482,14.37165275548103,5296.36050197469
kbang_00260,864500.0,1592500.0,108.37919764728915,14.380678655630733,4276.453396679676
kbang_00261,864500.0,1593500.0,108.37933348495423,14.389704547652185,3551.493751145496
kbang_00262,864500.0,1594500.0,108.37946941696808,14.39873043154053,2989.2267613349763
kbang_00263,864500.0,1595500.0,108.37960544334861,14.407756307290905,2650.362554000698
kbang_00264,864500.0,1596500.0,108.37974156411389,14.416782174898458,1850.0317060344066
kbang_00265,864500.0,1597500.0,108.37987777928186,14.425808034358324,880.1671084674272
kbang_00266,864500.0,1598500.0,108.3800140888706,14.434833885665663,61.678807310049834
kbang_00267,864500.0,1599500.0,108.38015049289808,14.443859728815601,1033.1297952937812
kbang_00268,864500.0,1600500.0,108.38028699138242,14.45288556380328,2028.5454814251384
kbang_00269,864500.0,1601500.0,108.38042358434164,14.461911390623856,2669.8466441817827
kbang_00270,864500.0,1602500.0,108.38056027179383,14.47093720927247,2290.868711728551
kbang_00271,864500.0,1603500.0,108.38069705375709,14.479963019744263,1516.2540971626552
kbang_00272,864500.0,1604500.0,108.3808339302495,14.48898882203439,802.7714832877512
kbang_00273,864500.0,1605500.0,108.38097090128922,14.498014616137983,276.1489350803039
kbang_00274,864500.0,1606443.135732584,108.38110017022301,14.506527157566182,45.06879776879019
kbang_00275,864770.9954290984,1607615.1641219934,108.38377167827328,14.517069385924085,752.0359436984727
kbang_00276,864846.6055929258,1608307.1244235053,108.38456726075314,14.523304723741346,2905.210589487576
kbang_00277,864500.0,1609508.9587031673,108.38152096218418,14.534198569669359,4154.72229440971
kbang_00278,864500.0,1610500.0,108.38165717533238,14.543143463688207,3507.960418047288
