system:index,defo,elevation,rand,slope,treecover2000,.geo,lon,lat,dist_to_nearest_road_m
00000000000000000734,1,664,0.7593809150515742,2,89,"{""type"":""Point"",""coordinates"":[108.59016030381757,14.246832324860636]}",108.59016030381757,14.246832324860636,107.52813127097579
00000000000000000753,1,609,0.5268462565211447,3,89,"{""type"":""Point"",""coordinates"":[108.48775258902414,14.301808581748569]}",108.48775258902414,14.301808581748569,104.89732644206201
00000000000000000a49,1,758,0.6235815857628199,3,89,"{""type"":""Point"",""coordinates"":[108.62600255808518,14.271624926717793]}",108.62600255808518,14.271624926717793,1720.6205032665705
00000000000000000baf,1,780,0.3924820568566621,3,89,"{""type"":""Point"",""coordinates"":[108.57048674996977,14.313397785386474]}",108.57048674996977,14.313397785386474,1563.6173134571584
000000000000000006bf,1,754,0.3313783480436311,4,89,"{""type"":""Point"",""coordinates"":[108.52332283812747,14.25060472435185]}",108.52332283812747,14.25060472435185,1305.6737256392166
000000000000000006e4,1,714,0.573256343445469,4,89,"{""type"":""Point"",""coordinates"":[108.60282415080935,14.31070002924914]}",108.60282415080935,14.31070002924914,995.0284800445413
00000000000000000728,1,836,0.5042199111141198,4,89,"{""type"":""Point"",""coordinates"":[108.60794765791978,14.321749681659579]}",108.60794765791978,14.321749681659579,2167.4286212305115
00000000000000000998,1,683,0.4677857318321908,4,89,"{""type"":""Point"",""coordinates"":[108.53383293931044,14.254644669906272]}",108.53383293931044,14.254644669906272,81.28922031046494
00000000000000000aa3,1,1141,0.3971102154586157,4,89,"{""type"":""Point"",""coordinates"":[108.43950957472693,14.505816914044772]}",108.43950957472693,14.505816914044772,897.1998407927646
0000000000000000073e,1,890,0.3065755482823692,5,89,"{""type"":""Point"",""coordinates"":[108.49017833999721,14.344928088935395]}",108.49017833999721,14.344928088935395,674.2819857344862
00000000000000000a91,1,810,0.4728609661190492,5,89,"{""type"":""Point"",""coordinates"":[108.57048674996977,14.318244828231574]}",108.57048674996977,14.318244828231574,1466.5585507344013
00000000000000000bd3,1,748,0.599713814674395,5,89,"{""type"":""Point"",""coordinates"":[108.62007195368409,14.270545824262861]}",108.62007195368409,14.270545824262861,1226.8098974173117
00000000000000000c5f,1,673,0.0023947460298316,5,89,"{""type"":""Point"",""coordinates"":[108.59527935182693,14.243327471432627]}",108.59527935182693,14.243327471432627,1006.7154804019355
00000000000000000c77,1,599,0.4618540196233595,5,89,"{""type"":""Point"",""coordinates"":[108.54784789392144,14.129063006938077]}",108.54784789392144,14.129063006938077,431.14377340587623
00000000000000000651,1,622,0.2115627092405565,6,89,"{""type"":""Point"",""coordinates"":[108.5260205942648,14.231470721731512]}",108.5260205942648,14.231470721731512,716.3283340474856
000000000000000007a7,1,976,0.309526886656405,6,89,"{""type"":""Point"",""coordinates"":[108.50526793796209,14.469163103385446]}",108.50526793796209,14.469163103385446,1132.1044986758966
000000000000000008e9,1,863,0.7560188426747583,6,89,"{""type"":""Point"",""coordinates"":[108.52682769155548,14.350047136944745]}",108.52682769155548,14.350047136944745,67.99587718284624
0000000000000000090d,1,850,0.6761101455748111,6,89,"{""type"":""Point"",""coordinates"":[108.44058867718184,14.376458392484308]}",108.44058867718184,14.376458392484308,557.6594010801
0000000000000000095e,1,700,0.1207456682883659,6,89,"{""type"":""Point"",""coordinates"":[108.45918312857471,14.143345507612262]}",108.45918312857471,14.143345507612262,1257.24765556151
00000000000000000b91,1,592,0.141626612390285,6,89,"{""type"":""Point"",""coordinates"":[108.54488259172089,14.11720179813591]}",108.54488259172089,14.11720179813591,917.5009488638116
00000000000000000660,1,800,0.3013684972859987,7,89,"{""type"":""Point"",""coordinates"":[108.46430663568513,14.197514667209521]}",108.46430663568513,14.197514667209521,438.08513224918136
000000000000000006fe,1,741,0.7740688551873071,7,89,"{""type"":""Point"",""coordinates"":[108.47131188344008,14.27970927692769]}",108.47131188344008,14.27970927692769,1234.5401104452653
000000000000000007e6,1,600,0.2114159603719495,7,89,"{""type"":""Point"",""coordinates"":[108.44247487692745,14.275936877436479]}",108.44247487692745,14.275936877436479,112.45646132968525
0000000000000000080f,1,847,0.4278016607161161,7,89,"{""type"":""Point"",""coordinates"":[108.62492345563025,14.388582688248627]}",108.62492345563025,14.388582688248627,419.76066751938276
000000000000000009e0,1,966,0.2147644218858362,7,89,"{""type"":""Point"",""coordinates"":[108.4470588328104,14.399632340659066]}",108.4470588328104,14.399632340659066,1051.7797438822006
00000000000000000c3a,1,541,0.5287018912696031,7,89,"{""type"":""Point"",""coordinates"":[108.50715413770767,14.195628467463914]}",108.50715413770767,14.195628467463914,998.5348903222764
000000000000000009e6,1,690,0.4181243882104281,8,89,"{""type"":""Point"",""coordinates"":[108.59366069814455,14.25249092409746]}",108.59366069814455,14.25249092409746,91.55793845879501
00000000000000000ac4,1,802,0.4087325297725858,8,89,"{""type"":""Point"",""coordinates"":[108.5764128952698,14.309353380730998]}",108.5764128952698,14.309353380730998,1007.6736377575936
00000000000000000b96,1,922,0.4295822497306183,8,89,"{""type"":""Point"",""coordinates"":[108.40447887685104,14.384810288757413]}",108.40447887685104,14.384810288757413,2858.5251472902332
00000000000000000c11,1,743,0.3097030340100906,8,89,"{""type"":""Point"",""coordinates"":[108.47508428293129,14.278090623245289]}",108.47508428293129,14.278090623245289,829.8330650013394
00000000000000000676,1,680,0.2772597351626392,9,89,"{""type"":""Point"",""coordinates"":[108.48829214025162,14.218262864411209]}",108.48829214025162,14.218262864411209,534.047445757131
00000000000000000736,1,797,0.0806366435426128,9,89,"{""type"":""Point"",""coordinates"":[108.45001967590989,14.231198716567253]}",108.45001967590989,14.231198716567253,299.3507417058691
00000000000000000759,1,1099,0.3953284517502936,9,89,"{""type"":""Point"",""coordinates"":[108.39612252147688,14.4268506934893]}",108.39612252147688,14.4268506934893,144.93467771257642
000000000000000007eb,1,720,0.6867868278282858,9,89,"{""type"":""Point"",""coordinates"":[108.42253377701644,14.198861315727664]}",108.42253377701644,14.198861315727664,3027.780662121228
000000000000000007fb,1,790,0.5623139199805908,9,89,"{""type"":""Point"",""coordinates"":[108.44463308183731,14.226079668557897]}",108.44463308183731,14.226079668557897,198.7071564601974
000000000000000008d3,1,843,0.5795989731534354,9,89,"{""type"":""Point"",""coordinates"":[108.54596169417582,14.372413987828832]}",108.54596169417582,14.372413987828832,996.0460705947938
000000000000000009ce,1,683,0.476269905183748,9,89,"{""type"":""Point"",""coordinates"":[108.4831686331412,14.241980822914485]}",108.4831686331412,14.241980822914485,234.9835466299464
00000000000000000a1e,1,821,0.1772925056421026,9,89,"{""type"":""Point"",""coordinates"":[108.4767029366137,14.285100330101304]}",108.4767029366137,14.285100330101304,2176.411348482951
00000000000000000a2e,1,1135,0.1007781532230652,9,89,"{""type"":""Point"",""coordinates"":[108.43519762400824,14.525486008791525]}",108.43519762400824,14.525486008791525,1183.8033639670778
00000000000000000b18,1,869,0.5788187836364534,9,89,"{""type"":""Point"",""coordinates"":[108.55323894709505,14.40421629654201]}",108.55323894709505,14.40421629654201,432.10860300528236
00000000000000000776,1,1011,0.6563858765409135,10,89,"{""type"":""Point"",""coordinates"":[108.31258126324057,14.383196094176059]}",108.31258126324057,14.383196094176059,1811.8978785757522
0000000000000000086d,1,843,0.1521442522655953,10,89,"{""type"":""Point"",""coordinates"":[108.50850078622584,14.35031468300795]}",108.50850078622584,14.35031468300795,1878.0221926529186
00000000000000000b36,1,698,0.6155222746353659,10,89,"{""type"":""Point"",""coordinates"":[108.54919454243958,14.282942125191438]}",108.54919454243958,14.282942125191438,5022.424152464987
00000000000000000beb,1,949,0.316459050297023,10,89,"{""type"":""Point"",""coordinates"":[108.45756893399337,14.400443897050796]}",108.45756893399337,14.400443897050796,19.965630776951713
00000000000000000774,1,708,0.1173634626939411,11,89,"{""type"":""Point"",""coordinates"":[108.4850548328868,14.25680287481614]}",108.4850548328868,14.25680287481614,528.1178551454988
0000000000000000086e,1,787,0.3303482661190403,11,89,"{""type"":""Point"",""coordinates"":[108.51443139062691,14.341155689444177]}",108.51443139062691,14.341155689444177,234.12741625646217
000000000000000009e5,1,915,0.1276846165770828,11,89,"{""type"":""Point"",""coordinates"":[108.43789538014558,14.225000566102965]}",108.43789538014558,14.225000566102965,40.41633269366037
00000000000000000a32,1,733,0.546381503055896,11,89,"{""type"":""Point"",""coordinates"":[108.55135274734944,14.299382830775494]}",108.55135274734944,14.299382830775494,1921.8621725190549
00000000000000000bcb,1,598,0.6657648847345637,11,89,"{""type"":""Point"",""coordinates"":[108.48155443855985,14.150622760531487]}",108.48155443855985,14.150622760531487,131.04926386232702
00000000000000000c07,1,1198,0.4022859711758921,11,89,"{""type"":""Point"",""coordinates"":[108.3901919170758,14.505277362817303]}",108.3901919170758,14.505277362817303,843.475141835429
000000000000000008a3,1,733,0.7754029296714323,12,89,"{""type"":""Point"",""coordinates"":[108.50122353330661,14.21017851420131]}",108.50122353330661,14.21017851420131,50.06556634880535
0000000000000000098d,1,775,0.3643497362087461,12,89,"{""type"":""Point"",""coordinates"":[108.5564717953588,14.279437271763431]}",108.5564717953588,14.279437271763431,5665.347205481078
000000000000000009c3,1,883,0.0252950576381338,12,89,"{""type"":""Point"",""coordinates"":[108.53787734396593,14.418766343279398]}",108.53787734396593,14.418766343279398,1687.944397413197
000000000000000009e9,1,627,0.1663198390705322,12,89,"{""type"":""Point"",""coordinates"":[108.44813347616429,14.306388078530455]}",108.44813347616429,14.306388078530455,1595.6966852091753
00000000000000000ab4,1,1129,0.7850863154999315,12,89,"{""type"":""Point"",""coordinates"":[108.4211871284983,14.492069505496998]}",108.4211871284983,14.492069505496998,1061.588646172911
00000000000000000b87,1,543,0.0542938936496757,12,89,"{""type"":""Point"",""coordinates"":[108.54622924023903,14.14711790710348]}",108.54622924023903,14.14711790710348,709.7537965602668
00000000000000000c4b,1,1034,0.3163325675157826,12,89,"{""type"":""Point"",""coordinates"":[108.4554107290835,14.426315601362885]}",108.4554107290835,14.426315601362885,186.741428070001
000000000000000007f9,1,736,0.7695235292610384,13,89,"{""type"":""Point"",""coordinates"":[108.50176308453406,14.212604265174384]}",108.50176308453406,14.212604265174384,205.71524731535771
0000000000000000096a,1,673,0.0228343841838833,13,89,"{""type"":""Point"",""coordinates"":[108.45460363179284,14.366215837364537]}",108.45460363179284,14.366215837364537,547.9277324537795
000000000000000009d9,1,948,0.2595715791151145,13,89,"{""type"":""Point"",""coordinates"":[108.40851882240547,14.392087541676636]}",108.40851882240547,14.392087541676636,1700.8806884134476
00000000000000000aca,1,771,0.3637387553270701,13,89,"{""type"":""Point"",""coordinates"":[108.45109877836481,14.26704097083485]}",108.45109877836481,14.26704097083485,1229.853331002797
00000000000000000b11,1,950,0.7068328029005092,13,89,"{""type"":""Point"",""coordinates"":[108.44517263306479,14.401250994341463]}",108.44517263306479,14.401250994341463,875.4381739213529
000000000000000006cb,1,974,0.6862771745208351,14,89,"{""type"":""Point"",""coordinates"":[108.43358342942687,14.356245287409036]}",108.43358342942687,14.356245287409036,2107.3508381097363
00000000000000000833,1,667,0.1293022352422891,14,89,"{""type"":""Point"",""coordinates"":[108.6157600029654,14.249525621896918]}",108.6157600029654,14.249525621896918,1005.2851452756644
00000000000000000889,1,643,0.7421161856128179,14,89,"{""type"":""Point"",""coordinates"":[108.48208953068627,14.170024309215028]}",108.48208953068627,14.170024309215028,190.37958178004607
00000000000000000c6f,1,922,0.7572533094338482,14,89,"{""type"":""Point"",""coordinates"":[108.33440856289718,14.372146441765622]}",108.33440856289718,14.372146441765622,288.38734939682917
00000000000000000669,1,709,0.2296256908473462,15,89,"{""type"":""Point"",""coordinates"":[108.41363787041483,14.218802415638674]}",108.41363787041483,14.218802415638674,2564.9785162994776
0000000000000000069c,1,869,0.0854681735245307,15,89,"{""type"":""Point"",""coordinates"":[108.50364928427969,14.357052384699712]}",108.50364928427969,14.357052384699712,973.4764102633226
000000000000000007d4,1,1155,0.5515535806382181,15,89,"{""type"":""Point"",""coordinates"":[108.43088567328955,14.523599809045914]}",108.43088567328955,14.523599809045914,1084.2604021630518
00000000000000000968,1,743,0.6237070839942143,15,89,"{""type"":""Point"",""coordinates"":[108.4532569832747,14.258417069397487]}",108.4532569832747,14.258417069397487,34.56207447059958
00000000000000000b6d,1,907,0.1366182298359313,15,89,"{""type"":""Point"",""coordinates"":[108.43250432697195,14.38346364023927]}",108.43250432697195,14.38346364023927,227.05868985150383
00000000000000000c3d,1,750,0.2936998177320719,15,89,"{""type"":""Point"",""coordinates"":[108.6254630068577,14.26758052206232]}",108.6254630068577,14.26758052206232,1390.6369451049452
000000000000000008c3,1,791,0.7488761177717542,16,89,"{""type"":""Point"",""coordinates"":[108.44678682764614,14.319595935850762]}",108.44678682764614,14.319595935850762,1242.5761411378915
00000000000000000a86,1,820,0.116753693159921,16,89,"{""type"":""Point"",""coordinates"":[108.45756893399337,14.136607805920507]}",108.45756893399337,14.136607805920507,1967.8787153988792
00000000000000000c42,1,648,0.185062095968831,16,89,"{""type"":""Point"",""coordinates"":[108.48208953068628,14.165172807268881]}",108.48208953068628,14.165172807268881,432.40291660509257
00000000000000000760,1,714,0.6858890055614683,17,89,"{""type"":""Point"",""coordinates"":[108.54569414811263,14.264887225026039]}",108.54569414811263,14.264887225026039,241.99338779388736
00000000000000000779,1,537,0.0214724256278046,17,89,"{""type"":""Point"",""coordinates"":[108.50715413770767,14.190504960353508]}",108.50715413770767,14.190504960353508,1469.6780679117667
00000000000000000a17,1,1011,0.0841843844391486,17,89,"{""type"":""Point"",""coordinates"":[108.44813347616429,14.196975115982054]}",108.44813347616429,14.196975115982054,1993.8507775436155
00000000000000000ad7,1,633,0.6658052324422302,17,89,"{""type"":""Point"",""coordinates"":[108.46915367853022,14.150350755367226]}",108.46915367853022,14.150350755367226,48.93188896808325
00000000000000000b89,1,766,0.5716999482806879,17,89,"{""type"":""Point"",""coordinates"":[108.44166777963679,14.258149523334282]}",108.44166777963679,14.258149523334282,847.1825021776258
000000000000000007fd,1,547,0.757478183186487,18,89,"{""type"":""Point"",""coordinates"":[108.50850078622584,14.191044511580973]}",108.50850078622584,14.191044511580973,1353.3501850067953
00000000000000000930,1,572,0.0520699514899531,18,89,"{""type"":""Point"",""coordinates"":[108.6001308537731,14.189965409126039]}",108.6001308537731,14.189965409126039,784.6542687534952
00000000000000000a64,1,879,0.0178500339943701,18,89,"{""type"":""Point"",""coordinates"":[108.33171526586092,14.384270737529945]}",108.33171526586092,14.384270737529945,99.33556536998621
00000000000000000a93,1,924,0.2564862268734824,18,89,"{""type"":""Point"",""coordinates"":[108.46214843077524,14.194549365008983]}",108.46214843077524,14.194549365008983,811.9939388924611
000000000000000006a5,1,605,0.5954188798605095,19,89,"{""type"":""Point"",""coordinates"":[108.51011943990822,14.174068713870502]}",108.51011943990822,14.174068713870502,416.80629880194084
00000000000000000712,1,724,0.5257400438763551,19,89,"{""type"":""Point"",""coordinates"":[108.4572969288291,14.148197009558412]}",108.4572969288291,14.148197009558412,901.9616813379963
000000000000000008a2,1,652,0.2765143766481934,19,89,"{""type"":""Point"",""coordinates"":[108.45055922713735,14.253298021388133]}",108.45055922713735,14.253298021388133,280.5830521450594
00000000000000000980,1,651,0.4087448865986783,19,89,"{""type"":""Point"",""coordinates"":[108.49880224143459,14.051987445229267]}",108.49880224143459,14.051987445229267,557.160471180788
000000000000000007a6,1,769,0.2396185484154851,20,89,"{""type"":""Point"",""coordinates"":[108.47050478614942,14.262461474052962]}",108.47050478614942,14.262461474052962,80.24630216748962
000000000000000009fe,1,768,0.7859647879100183,20,89,"{""type"":""Point"",""coordinates"":[108.42522707405271,14.207485217165026]}",108.42522707405271,14.207485217165026,2317.5822119440318
0000000000000000064f,1,717,0.7860557709199267,21,89,"{""type"":""Point"",""coordinates"":[108.45810848522085,14.148197009558416]}",108.45810848522085,14.148197009558416,843.1052354813878
000000000000000006b4,1,859,0.3519915732667347,21,89,"{""type"":""Point"",""coordinates"":[108.45595028031096,14.13849400566611]}",108.45595028031096,14.13849400566611,1887.255528701993
00000000000000000769,1,769,0.1724092391529081,21,89,"{""type"":""Point"",""coordinates"":[108.4357371752357,14.27539732620901]}",108.4357371752357,14.27539732620901,558.9579004829468
000000000000000007ee,1,741,0.750857237417168,21,89,"{""type"":""Point"",""coordinates"":[108.42576662528019,14.206406114710095]}",108.42576662528019,14.206406114710095,2383.6959582367554
000000000000000008b3,1,788,0.648089862522706,21,89,"{""type"":""Point"",""coordinates"":[108.46430663568513,14.140380205411722]}",108.46430663568513,14.140380205411722,1268.743978199632
00000000000000000878,1,923,0.0332360522759818,22,89,"{""type"":""Point"",""coordinates"":[108.340067162134,14.357863941091438]}",108.340067162134,14.357863941091438,715.2318540159738
0000000000000000067e,1,737,0.7004292182672323,23,89,"{""type"":""Point"",""coordinates"":[108.4230733282439,14.211525162719452]}",108.4230733282439,14.211525162719452,2137.1182869701656
00000000000000000912,1,740,0.3695464253736088,23,89,"{""type"":""Point"",""coordinates"":[108.45191033475653,14.251144275579314]}",108.45191033475653,14.251144275579314,80.54496120791526
00000000000000000b07,1,897,0.3780719107997397,23,89,"{""type"":""Point"",""coordinates"":[108.52251574083681,14.345467640162859]}",108.52251574083681,14.345467640162859,193.78415298751872
00000000000000000733,1,899,0.6251970138286812,24,89,"{""type"":""Point"",""coordinates"":[108.42415243069885,14.352740433981028]}",108.42415243069885,14.352740433981028,3176.3136077931367
00000000000000000c23,1,898,0.421697809307882,24,89,"{""type"":""Point"",""coordinates"":[108.33683431387027,14.342230332798058]}",108.33683431387027,14.342230332798058,525.4479579612128
00000000000000000693,1,689,0.4416437111980362,25,89,"{""type"":""Point"",""coordinates"":[108.465381279039,14.298571274383766]}",108.465381279039,14.298571274383766,499.89826198854007
000000000000000009d1,1,688,0.2327260545329732,25,89,"{""type"":""Point"",""coordinates"":[108.48262908191374,14.232545365085397]}",108.48262908191374,14.232545365085397,170.26926776786334
00000000000000000bc3,1,747,0.4450157772276701,25,89,"{""type"":""Point"",""coordinates"":[108.48802013508734,14.182153064080405]}",108.48802013508734,14.182153064080405,84.09431794397413
00000000000000000c2a,1,984,0.7650870294710642,25,89,"{""type"":""Point"",""coordinates"":[108.43277187303516,14.361096789355184]}",108.43277187303516,14.361096789355184,1936.2110228288316
00000000000000000921,1,815,0.1521576045661788,26,89,"{""type"":""Point"",""coordinates"":[108.45568273424777,14.197782213272728]}",108.45568273424777,14.197782213272728,1254.1223981179648
00000000000000000b1e,1,690,0.4893183969474355,26,89,"{""type"":""Point"",""coordinates"":[108.50796123499835,14.203440812509553]}",108.50796123499835,14.203440812509553,419.6648091711925
000000000000000009de,1,666,0.5623040609851571,27,89,"{""type"":""Point"",""coordinates"":[108.49853023627033,14.20748521716503]}",108.49853023627033,14.20748521716503,160.84237476470784
00000000000000000817,1,723,0.0975777223068031,29,89,"{""type"":""Point"",""coordinates"":[108.49152498851537,14.172450060188106]}",108.49152498851537,14.172450060188106,816.506759118191
0000000000000000094b,1,909,0.6425662855329999,30,89,"{""type"":""Point"",""coordinates"":[108.33710185993348,14.357052384699712]}",108.33710185993348,14.357052384699712,399.774390830505
00000000000000000714,1,755,0.5537866862860109,31,89,"{""type"":""Point"",""coordinates"":[108.48909923754229,14.186732560862293]}",108.48909923754229,14.186732560862293,272.1473144306979
00000000000000000a84,1,926,0.4493393068245019,32,89,"{""type"":""Point"",""coordinates"":[108.33872051361588,14.390201341931029]}",108.33872051361588,14.390201341931029,350.54565299804347
00000000000000000a04,1,1001,0.6118282562065951,33,89,"{""type"":""Point"",""coordinates"":[108.44436107667308,14.198049759335937]}",108.44436107667308,14.198049759335937,2287.8393697366596
00000000000000000b74,1,691,0.5643846890686863,34,89,"{""type"":""Point"",""coordinates"":[108.45433162662857,14.369988236855754]}",108.45433162662857,14.369988236855754,410.51865666984816
000000000000000007f0,1,755,0.2310484508301404,37,89,"{""type"":""Point"",""coordinates"":[108.45271743204722,14.37753749493924]}",108.45271743204722,14.37753749493924,381.2904205624739
000000000000000006b0,1,645,0.3408668165081051,1,90,"{""type"":""Point"",""coordinates"":[108.48640148140495,14.241708817750226]}",108.48640148140495,14.241708817750226,71.43832886603165
0000000000000000088b,1,676,0.5416891389092479,1,90,"{""type"":""Point"",""coordinates"":[108.55701134658626,14.235510667285936]}",108.55701134658626,14.235510667285936,244.63516099215886
00000000000000000b2a,1,931,0.6570329500978609,1,90,"{""type"":""Point"",""coordinates"":[108.42172667972578,14.384542742694203]}",108.42172667972578,14.384542742694203,687.7796462152154
0000000000000000075b,1,744,0.4607599631311028,2,90,"{""type"":""Point"",""coordinates"":[108.50688659164447,14.322828784114515]}",108.50688659164447,14.322828784114515,992.8928191870327
00000000000000000a16,1,679,0.2456278313726875,2,90,"{""type"":""Point"",""coordinates"":[108.59285360085386,14.250065173124383]}",108.59285360085386,14.250065173124383,142.96204803079019
00000000000000000780,1,754,0.2999924649375945,3,90,"{""type"":""Point"",""coordinates"":[108.50931234261755,14.3354926311063]}",108.50931234261755,14.3354926311063,128.20296638802233
00000000000000000a7d,1,541,0.2371226354834577,3,90,"{""type"":""Point"",""coordinates"":[108.50688659164447,14.195356462299653]}",108.50688659164447,14.195356462299653,1040.21860307814
00000000000000000b52,1,748,0.1374570691760844,3,90,"{""type"":""Point"",""coordinates"":[108.62249770465718,14.284560778873843]}",108.62249770465718,14.284560778873843,1065.4555700400688
000000000000000007f4,1,706,0.2867230015246829,4,90,"{""type"":""Point"",""coordinates"":[108.6039032532643,14.26003572307989]}",108.6039032532643,14.26003572307989,61.926216968852884
00000000000000000bd6,1,883,0.0090318054642106,5,90,"{""type"":""Point"",""coordinates"":[108.4944902907159,14.347888932034882]}",108.4944902907159,14.347888932034882,140.52067225304677
00000000000000000c03,1,1195,0.0912947217760277,5,90,"{""type"":""Point"",""coordinates"":[108.39288967321313,14.508510211081054]}",108.39288967321313,14.508510211081054,1235.8442542004027
000000000000000008fb,1,756,0.5100111348838199,6,90,"{""type"":""Point"",""coordinates"":[108.62223015859396,14.286446978619448]}",108.62223015859396,14.286446978619448,1112.3402635231876
00000000000000000bd8,1,732,0.4911394861341874,6,90,"{""type"":""Point"",""coordinates"":[108.46861858640382,14.181881058916142]}",108.46861858640382,14.181881058916142,686.5899766665932
000000000000000008c4,1,1137,0.5156774600321279,7,90,"{""type"":""Point"",""coordinates"":[108.41687517777962,14.489376208460714]}",108.41687517777962,14.489376208460714,1000.901580588409
0000000000000000092d,1,1106,0.2680589364149816,7,90,"{""type"":""Point"",""coordinates"":[108.44570772519121,14.510128864763454]}",108.44570772519121,14.510128864763454,161.61929139139056
00000000000000000b12,1,774,0.5798818682205527,7,90,"{""type"":""Point"",""coordinates"":[108.45055922713735,14.232817370249654]}",108.45055922713735,14.232817370249654,386.61637981512115
00000000000000000be7,1,691,0.2674744103984575,7,90,"{""type"":""Point"",""coordinates"":[108.57883864624287,14.225272571267224]}",108.57883864624287,14.225272571267224,431.15150156633183
00000000000000000789,1,1155,0.3728495602852203,8,90,"{""type"":""Point"",""coordinates"":[108.39261766804887,14.491262408206323]}",108.39261766804887,14.491262408206323,87.43661058413679
000000000000000009eb,1,706,0.0873270916982064,8,90,"{""type"":""Point"",""coordinates"":[108.51146608842637,14.20398036373702]}",108.51146608842637,14.20398036373702,73.80916050938899
00000000000000000a36,1,729,0.7954989443788084,8,90,"{""type"":""Point"",""coordinates"":[108.50796123499835,14.210985611491987]}",108.50796123499835,14.210985611491987,143.77146667134528
00000000000000000c14,1,688,0.6087745388114246,8,90,"{""type"":""Point"",""coordinates"":[108.51631759037252,14.19724266204526]}",108.51631759037252,14.19724266204526,554.3662735976667
000000000000000007ae,1,775,0.5062294359496914,9,90,"{""type"":""Point"",""coordinates"":[108.57075429603299,14.311507126539812]}",108.57075429603299,14.311507126539812,1552.2752109340277
0000000000000000089d,1,977,0.0109976496208147,9,90,"{""type"":""Point"",""coordinates"":[108.45244542688296,14.188618760607898]}",108.45244542688296,14.188618760607898,2046.3070637571036
00000000000000000b04,1,839,0.0128347614946316,9,90,"{""type"":""Point"",""coordinates"":[108.46403463052086,14.195628467463917]}",108.46403463052086,14.195628467463917,578.3596245178222
00000000000000000b68,1,803,0.5966681409707814,9,90,"{""type"":""Point"",""coordinates"":[108.48748058385989,14.324982529923327]}",108.48748058385989,14.324982529923327,1151.8178823535757
00000000000000000bb6,1,704,0.7337152575666643,9,90,"{""type"":""Point"",""coordinates"":[108.55296694193078,14.242248368977695]}",108.55296694193078,14.242248368977695,328.94240768015925
00000000000000000784,1,870,0.7936929954715235,10,90,"{""type"":""Point"",""coordinates"":[108.5545855956132,14.416073046243119]}",108.5545855956132,14.416073046243119,95.26146792281632
000000000000000007a9,1,755,0.6680103412063297,10,90,"{""type"":""Point"",""coordinates"":[108.58881365529945,14.333338885297481]}",108.58881365529945,14.333338885297481,1045.8187619009386
000000000000000007df,1,757,0.4072109050939878,10,90,"{""type"":""Point"",""coordinates"":[108.58908120136265,14.306927629757924]}",108.58908120136265,14.306927629757924,318.86919117133647
00000000000000000802,1,1045,0.0786920594501502,10,90,"{""type"":""Point"",""coordinates"":[108.44921257861921,14.451915300510718]}",108.44921257861921,14.451915300510718,2854.813355269498
0000000000000000087b,1,746,0.273250097437803,10,90,"{""type"":""Point"",""coordinates"":[108.52305529206429,14.25249092409746]}",108.52305529206429,14.25249092409746,1440.6780317036578
00000000000000000982,1,1039,0.5998844939019315,10,90,"{""type"":""Point"",""coordinates"":[108.47427718564062,14.495034807697541]}",108.47427718564062,14.495034807697541,1945.6371919132139
00000000000000000a13,1,688,0.6061983595378025,10,90,"{""type"":""Point"",""coordinates"":[108.51469893669012,14.201287066700738]}",108.51469893669012,14.201287066700738,93.51541981821352
00000000000000000aa9,1,780,0.490573260596814,10,90,"{""type"":""Point"",""coordinates"":[108.46376708445766,14.14064775147493]}",108.46376708445766,14.14064775147493,1264.227297021327
00000000000000000b9b,1,1021,0.5699215818922524,10,90,"{""type"":""Point"",""coordinates"":[108.44570772519121,14.408256242096428]}",108.44570772519121,14.408256242096428,156.21917697585755
0000000000000000067d,1,728,0.5529905325428607,11,90,"{""type"":""Point"",""coordinates"":[108.42765282502579,14.213143816401852]}",108.42765282502579,14.213143816401852,1662.2307409554776
000000000000000006a6,1,1013,0.5939480599725756,11,90,"{""type"":""Point"",""coordinates"":[108.46753948394887,14.462425401693691]}",108.46753948394887,14.462425401693691,129.37431708700763
00000000000000000852,1,953,0.7853002806231824,11,90,"{""type"":""Point"",""coordinates"":[108.40178112071371,14.38211699172113]}",108.40178112071371,14.38211699172113,2660.1986063590625
00000000000000000867,1,1107,0.6969709611102024,11,90,"{""type"":""Point"",""coordinates"":[108.44058867718184,14.504737811589836]}",108.44058867718184,14.504737811589836,889.6212739936661
00000000000000000a55,1,661,0.1584034803690387,11,90,"{""type"":""Point"",""coordinates"":[108.58638790432636,14.222574815129887]}",108.58638790432636,14.222574815129887,28.990349242153243
00000000000000000c63,1,638,0.122886698879696,11,90,"{""type"":""Point"",""coordinates"":[108.4947578367791,14.196703110817795]}",108.4947578367791,14.196703110817795,363.36040531007546
000000000000000007fa,1,835,0.1896525537249856,12,90,"{""type"":""Point"",""coordinates"":[108.62492345563025,14.389661790703556]}",108.62492345563025,14.389661790703556,539.1249175117698
00000000000000000a44,1,650,0.6758700197141716,12,90,"{""type"":""Point"",""coordinates"":[108.48882723237801,14.23982261800462]}",108.48882723237801,14.23982261800462,396.0628560292413
00000000000000000a9c,1,712,0.1246815037223176,12,90,"{""type"":""Point"",""coordinates"":[108.4160636213879,14.205599017419416]}",108.4160636213879,14.205599017419416,3139.3977172779664
00000000000000000c4c,1,1160,0.7880212739841842,12,90,"{""type"":""Point"",""coordinates"":[108.39477587295875,14.478326556050273]}",108.39477587295875,14.478326556050273,981.7214059346177
