system:index,defo,elevation,rand,slope,treecover2000,.geo,lon,lat,dist_to_nearest_road_m
00000000000000000009,0,721,0.7338472884377093,4,97,"{""type"":""Point"",""coordinates"":[108.53410494447472,14.262461474052964]}",108.53410494447472,14.262461474052964,190.40726113525335
00000000000000000064,0,954,0.5731198925405296,4,97,"{""type"":""Point"",""coordinates"":[108.50957988868075,14.437093248609063]}",108.50957988868075,14.437093248609063,2658.3442337780766
000000000000000000ee,0,765,0.3503886118181282,4,97,"{""type"":""Point"",""coordinates"":[108.5270952376187,14.251411821642524]}",108.5270952376187,14.251411821642524,1674.2002654224882
0000000000000000015c,0,919,0.0923585323057541,4,97,"{""type"":""Point"",""coordinates"":[108.55323894709505,14.455420153938723]}",108.55323894709505,14.455420153938723,2180.9207527837884
000000000000000001b2,0,1537,0.1263244934500146,4,97,"{""type"":""Point"",""coordinates"":[108.38507286906643,14.2815954766733]}",108.38507286906643,14.2815954766733,6026.623368267223
000000000000000001cc,0,1021,0.5901037652565506,4,97,"{""type"":""Point"",""coordinates"":[108.55269939586758,14.495034807697541]}",108.55269939586758,14.495034807697541,4630.829384357608
000000000000000001e4,0,1216,0.1715988757496248,4,97,"{""type"":""Point"",""coordinates"":[108.44786593010106,14.550283069749733]}",108.44786593010106,14.550283069749733,119.1077949834573
000000000000000001f1,0,1014,0.2260636730658576,4,97,"{""type"":""Point"",""coordinates"":[108.54569414811263,14.581001816906921]}",108.54569414811263,14.581001816906921,9625.402626067618
0000000000000000021f,0,915,0.6951220579623193,4,97,"{""type"":""Point"",""coordinates"":[108.55081319612196,14.456766802456869]}",108.55081319612196,14.456766802456869,1962.867772956643
000000000000000002d4,0,1031,0.512964959644451,4,97,"{""type"":""Point"",""coordinates"":[108.47373763441315,14.47293550287666]}",108.47373763441315,14.47293550287666,1060.9396607978467
000000000000000002f9,0,1017,0.0201193397105867,4,97,"{""type"":""Point"",""coordinates"":[108.56967519357806,14.509589313535983]}",108.56967519357806,14.509589313535983,4872.960740198132
00000000000000000335,0,880,0.3648863907941533,4,97,"{""type"":""Point"",""coordinates"":[108.56347704311375,14.414726397724976]}",108.56347704311375,14.414726397724976,658.649420235126
00000000000000000399,0,864,0.1186332822639958,4,97,"{""type"":""Point"",""coordinates"":[108.60902230127367,14.417419694761259]}",108.60902230127367,14.417419694761259,2791.7831793107416
000000000000000003d1,0,1039,0.6093489497364261,4,97,"{""type"":""Point"",""coordinates"":[108.57156585242471,14.499614304479428]}",108.57156585242471,14.499614304479428,4215.2450132908925
00000000000000000480,0,755,0.2440256663071114,4,97,"{""type"":""Point"",""coordinates"":[108.52898143736431,14.260575274307351]}",108.52898143736431,14.260575274307351,29.610250610113305
000000000000000004b7,0,894,0.1635977523641386,4,97,"{""type"":""Point"",""coordinates"":[108.56266994582309,14.440598102037074]}",108.56266994582309,14.440598102037074,468.28165532470246
000000000000000004ec,0,1058,0.2757513471252609,4,97,"{""type"":""Point"",""coordinates"":[108.54650124540329,14.502312060616763]}",108.54650124540329,14.502312060616763,3056.0168982699674
00000000000000000510,0,1083,0.0476646322292542,4,97,"{""type"":""Point"",""coordinates"":[108.4211871284983,14.426583147426092]}",108.4211871284983,14.426583147426092,1045.2262324388032
000000000000000005b8,0,1540,0.5854070456491267,4,97,"{""type"":""Point"",""coordinates"":[108.3818400208027,14.288333178365056]}",108.3818400208027,14.288333178365056,6547.298272257023
000000000000000005c1,0,664,0.0062715101577794,4,97,"{""type"":""Point"",""coordinates"":[108.64998806265166,14.162479510232597]}",108.64998806265166,14.162479510232597,1707.8350067406416
00000000000000000604,0,995,0.4333607314779494,4,97,"{""type"":""Point"",""coordinates"":[108.48909923754229,14.43466749763599]}",108.48909923754229,14.43466749763599,2418.2121023421196
00000000000000000003,0,1058,0.1942456641712248,5,97,"{""type"":""Point"",""coordinates"":[108.48829214025162,14.473207508040922]}",108.48829214025162,14.473207508040922,1838.9027038927966
00000000000000000067,0,771,0.2717311420579759,5,97,"{""type"":""Point"",""coordinates"":[108.64621566316045,14.288600724428264]}",108.64621566316045,14.288600724428264,3651.5952587613815
0000000000000000008a,0,1057,0.5242006530523136,5,97,"{""type"":""Point"",""coordinates"":[108.45810848522085,14.502579606679967]}",108.45810848522085,14.502579606679967,2328.335462340509
00000000000000000098,0,928,0.4221032534405378,5,97,"{""type"":""Point"",""coordinates"":[108.54057064100222,14.430355546917307]}",108.54057064100222,14.430355546917307,685.8396007207659
000000000000000000a2,0,1140,0.4240500792789365,5,97,"{""type"":""Point"",""coordinates"":[108.37564187033841,14.489643754523925]}",108.37564187033841,14.489643754523925,1542.5223582596877
000000000000000000a7,0,958,0.1153804006626868,5,97,"{""type"":""Point"",""coordinates"":[108.5265601454923,14.543545368057979]}",108.5265601454923,14.543545368057979,5011.723787992683
000000000000000000d7,0,967,0.5295974672820403,5,97,"{""type"":""Point"",""coordinates"":[108.55431804954998,14.461346299238755]}",108.55431804954998,14.461346299238755,2480.4128991422713
000000000000000000dd,0,1034,0.0023360936682792,5,97,"{""type"":""Point"",""coordinates"":[108.51928289257306,14.540308060693178]}",108.51928289257306,14.540308060693178,4297.440791275396
00000000000000000105,0,1236,0.3634939412155872,5,97,"{""type"":""Point"",""coordinates"":[108.42522707405271,14.547045762384933]}",108.42522707405271,14.547045762384933,1691.766421546853
00000000000000000130,0,953,0.1223104270960269,5,97,"{""type"":""Point"",""coordinates"":[108.53949599764832,14.431702195435447]}",108.53949599764832,14.431702195435447,616.731095804463
00000000000000000149,0,781,0.671893917617754,5,97,"{""type"":""Point"",""coordinates"":[108.63381490313083,14.300997025356844]}",108.63381490313083,14.300997025356844,2695.2395380246144
0000000000000000023f,0,1043,0.5761168256277689,5,97,"{""type"":""Point"",""coordinates"":[108.52197618960933,14.517941209809091]}",108.52197618960933,14.517941209809091,2645.5921421993526
000000000000000002c2,0,1050,0.1183536328059299,5,97,"{""type"":""Point"",""coordinates"":[108.54730834269397,14.50096541209862]}",108.54730834269397,14.50096541209862,2927.918375307379
000000000000000002ff,0,717,0.1769322473701838,5,97,"{""type"":""Point"",""coordinates"":[108.65402800820608,14.206138568646887]}",108.65402800820608,14.206138568646887,4672.338106187762
00000000000000000300,0,799,0.5586209116660339,5,97,"{""type"":""Point"",""coordinates"":[108.64055260482256,14.264615219861776]}",108.64055260482256,14.264615219861776,2696.241743880496
00000000000000000378,0,796,0.7531081590550417,5,97,"{""type"":""Point"",""coordinates"":[108.49206453974283,14.268927170580461]}",108.49206453974283,14.268927170580461,1133.9596401010801
000000000000000003c9,0,1131,0.1539341828378619,5,97,"{""type"":""Point"",""coordinates"":[108.39692961876754,14.475633259013998]}",108.39692961876754,14.475633259013998,695.5500100509971
000000000000000003ea,0,1026,0.3227840852257067,5,97,"{""type"":""Point"",""coordinates"":[108.56832854505991,14.50823820591679]}",108.56832854505991,14.50823820591679,4665.483955016886
000000000000000003ee,0,1196,0.0914652320485889,5,97,"{""type"":""Point"",""coordinates"":[108.45783648005659,14.537614763656892]}",108.45783648005659,14.537614763656892,547.882678057769
000000000000000003ef,0,799,0.7062677861884212,5,97,"{""type"":""Point"",""coordinates"":[108.63489400558575,14.291026475401338]}",108.63489400558575,14.291026475401338,2569.8653637493194
000000000000000003fc,0,1080,0.2106541109294311,5,97,"{""type"":""Point"",""coordinates"":[108.47535628809555,14.468356006094776]}",108.47535628809555,14.468356006094776,894.5951470625639
00000000000000000406,0,1037,0.5877662287251041,5,97,"{""type"":""Point"",""coordinates"":[108.46915367853022,14.418766343279401]}",108.46915367853022,14.418766343279401,646.990885352465
0000000000000000042b,0,961,0.6275168450827905,5,97,"{""type"":""Point"",""coordinates"":[108.50068844118019,14.36675538859201]}",108.50068844118019,14.36675538859201,106.40382089474392
0000000000000000046b,0,1054,0.7329799655741189,5,97,"{""type"":""Point"",""coordinates"":[108.5518922985769,14.511203508117333]}",108.5518922985769,14.511203508117333,5592.612755864769
00000000000000000471,0,1038,0.5828470559426714,5,97,"{""type"":""Point"",""coordinates"":[108.54407549443023,14.524411365437643]}",108.54407549443023,14.524411365437643,5092.687448439683
00000000000000000496,0,997,0.1919793101400637,5,97,"{""type"":""Point"",""coordinates"":[108.49206453974283,14.3910084392217]}",108.49206453974283,14.3910084392217,264.2725652696945
00000000000000000527,0,803,0.5546145570436378,5,97,"{""type"":""Point"",""coordinates"":[108.56698189654178,14.304234332721645]}",108.56698189654178,14.304234332721645,2142.5646597514915
00000000000000000531,0,901,0.4868736558302571,5,97,"{""type"":""Point"",""coordinates"":[108.52143663838187,14.400983448278255]}",108.52143663838187,14.400983448278255,1866.8305447665784
00000000000000000575,0,772,0.6865825049939257,5,97,"{""type"":""Point"",""coordinates"":[108.6639985581616,14.241980822914485]}",108.6639985581616,14.241980822914485,5236.9691200679
000000000000000005ce,0,754,0.4295264416327409,5,97,"{""type"":""Point"",""coordinates"":[108.6416317072775,14.241708817750226]}",108.6416317072775,14.241708817750226,2828.5903673181897
000000000000000005fa,0,698,0.4276536952812394,5,97,"{""type"":""Point"",""coordinates"":[108.66804296281707,14.16382615875074]}",108.66804296281707,14.16382615875074,1160.7510485149066
0000000000000000001e,0,913,0.6966340033424363,6,97,"{""type"":""Point"",""coordinates"":[108.57075429603299,14.563218921905783]}",108.57075429603299,14.563218921905783,9871.041566629636
0000000000000000004d,0,1039,0.3191321771072763,6,97,"{""type"":""Point"",""coordinates"":[108.56320949705056,14.496921007443143]}",108.56320949705056,14.496921007443143,5647.593536947318
0000000000000000005a,0,1067,0.2939277045497961,6,97,"{""type"":""Point"",""coordinates"":[108.52197618960933,14.51955986349149]}",108.52197618960933,14.51955986349149,2742.7608408152546
00000000000000000094,0,1151,0.1010729134260213,6,97,"{""type"":""Point"",""coordinates"":[108.39073146830327,14.4659302551217]}",108.39073146830327,14.4659302551217,1537.8586546755039
000000000000000000d5,0,1071,0.5610121543933392,6,97,"{""type"":""Point"",""coordinates"":[108.52548104303735,14.50770311379038]}",108.52548104303735,14.50770311379038,2629.6792179732156
000000000000000000fe,0,1041,0.3761978461932107,6,97,"{""type"":""Point"",""coordinates"":[108.55916509239509,14.515787464000272]}",108.55916509239509,14.515787464000272,6517.00948250924
0000000000000000012d,0,1244,0.794303042972159,6,97,"{""type"":""Point"",""coordinates"":[108.38453331783899,14.56294691674152]}",108.38453331783899,14.56294691674152,5723.4122931503725
00000000000000000142,0,765,0.1911400506165856,6,97,"{""type"":""Point"",""coordinates"":[108.59312114691707,14.33495307987883]}",108.59312114691707,14.33495307987883,1500.7532093476655
0000000000000000016f,0,1078,0.5710444752596979,6,97,"{""type"":""Point"",""coordinates"":[108.41363787041483,14.434127946408521]}",108.41363787041483,14.434127946408521,1205.125832014671
000000000000000001a0,0,991,0.1114777461540909,6,97,"{""type"":""Point"",""coordinates"":[108.5429963919753,14.546506211157464]}",108.5429963919753,14.546506211157464,6408.398542666999
000000000000000001cd,0,1121,0.5693993793291126,6,97,"{""type"":""Point"",""coordinates"":[108.41687517777962,14.447603349792033]}",108.41687517777962,14.447603349792033,10.084134256806777
000000000000000001e5,0,894,0.7601794776711173,6,97,"{""type"":""Point"",""coordinates"":[108.6136062571566,14.355977741345828]}",108.6136062571566,14.355977741345828,986.7426410246586
0000000000000000021c,0,1062,0.6159894286517577,6,97,"{""type"":""Point"",""coordinates"":[108.42280132307964,14.369181139565082]}",108.42280132307964,14.369181139565082,2044.680553676282
0000000000000000027a,0,677,0.7552277969294914,6,97,"{""type"":""Point"",""coordinates"":[108.59177449839893,14.261382371598026]}",108.59177449839893,14.261382371598026,320.3443487164704
000000000000000002ed,0,1223,0.644315848593419,6,97,"{""type"":""Point"",""coordinates"":[108.38103292351202,14.530609515901933]}",108.38103292351202,14.530609515901933,3781.913814082936
0000000000000000030c,0,1013,0.3774386047325588,6,97,"{""type"":""Point"",""coordinates"":[108.54973409366706,14.479405658505213]}",108.54973409366706,14.479405658505213,3356.161711824437
00000000000000000318,0,1412,0.2888215042879457,6,97,"{""type"":""Point"",""coordinates"":[108.39585497541368,14.167059007014489]}",108.39585497541368,14.167059007014489,6026.574383226915
00000000000000000362,0,937,0.0180196753623146,6,97,"{""type"":""Point"",""coordinates"":[108.51415938546266,14.380498338038727]}",108.51415938546266,14.380498338038727,397.12451341276767
0000000000000000036a,0,1003,0.1885075644098081,6,97,"{""type"":""Point"",""coordinates"":[108.55620424929559,14.482638506768959]}",108.55620424929559,14.482638506768959,4117.45191392341
0000000000000000037b,0,960,0.0131229633978992,6,97,"{""type"":""Point"",""coordinates"":[108.52925344252857,14.433588395181054]}",108.52925344252857,14.433588395181054,936.8675884361722
00000000000000000398,0,1438,0.4530485499582009,6,97,"{""type"":""Point"",""coordinates"":[108.30018496231199,14.417152148698051]}",108.30018496231199,14.417152148698051,3649.908534674033
000000000000000003a0,0,1004,0.1946002089510704,6,97,"{""type"":""Point"",""coordinates"":[108.56536324285938,14.519827409554699]}",108.56536324285938,14.519827409554699,5580.285704240952
000000000000000003ad,0,1022,0.6386952074769212,6,97,"{""type"":""Point"",""coordinates"":[108.55135274734944,14.561600268223385]}",108.55135274734944,14.561600268223385,8241.9347893648
000000000000000003c6,0,990,0.00029740549098100644,6,97,"{""type"":""Point"",""coordinates"":[108.51200563965384,14.487757554778318]}",108.51200563965384,14.487757554778318,958.7579239187331
000000000000000003cf,0,1082,0.350404635301117,6,97,"{""type"":""Point"",""coordinates"":[108.42091512333404,14.426315601362882]}",108.42091512333404,14.426315601362882,1086.8003581002206
000000000000000003d7,0,1116,0.7943669641765401,6,97,"{""type"":""Point"",""coordinates"":[108.49691158258791,14.514436356381083]}",108.49691158258791,14.514436356381083,924.9113616847962
00000000000000000402,0,1060,0.2106137913938588,6,97,"{""type"":""Point"",""coordinates"":[108.4408606823461,14.424157396453017]}",108.4408606823461,14.424157396453017,67.30050694106059
00000000000000000421,0,938,0.250096905385533,6,97,"{""type"":""Point"",""coordinates"":[108.47912868758678,14.100493546488648]}",108.47912868758678,14.100493546488648,4546.212873200255
0000000000000000045b,0,806,0.5970091566492581,6,97,"{""type"":""Point"",""coordinates"":[108.63812685384949,14.319056384623297]}",108.63812685384949,14.319056384623297,3959.2373377364006
000000000000000004b5,0,806,0.0595423110688307,6,97,"{""type"":""Point"",""coordinates"":[108.62303725588463,14.306120532467249]}",108.62303725588463,14.306120532467249,1798.8923519959194
000000000000000004c4,0,761,0.4841556081730896,6,97,"{""type"":""Point"",""coordinates"":[108.6653496657808,14.230659165339787]}",108.6653496657808,14.230659165339787,5434.761964778836
000000000000000004db,0,975,0.4288259816429812,6,97,"{""type"":""Point"",""coordinates"":[108.54138219739394,14.541926714375577]}",108.54138219739394,14.541926714375577,5931.936022041188
000000000000000004e6,0,906,0.1198272968508464,6,97,"{""type"":""Point"",""coordinates"":[108.47939623365,14.357052384699708]}",108.47939623365,14.357052384699708,451.09035225681407
000000000000000004f2,0,842,0.3938814116680008,6,97,"{""type"":""Point"",""coordinates"":[108.63058205486706,14.3664878425288]}",108.63058205486706,14.3664878425288,1140.1164355976043
00000000000000000500,0,1506,0.2985181678553985,6,97,"{""type"":""Point"",""coordinates"":[108.32201226196861,14.238475969486474]}",108.32201226196861,14.238475969486474,9906.43597871898
0000000000000000057d,0,1075,0.5251875100270584,6,97,"{""type"":""Point"",""coordinates"":[108.52143663838187,14.520638965946423]}",108.52143663838187,14.520638965946423,2765.37775180759
00000000000000000584,0,807,0.0616222126037568,6,97,"{""type"":""Point"",""coordinates"":[108.59554689789015,14.33845793330684]}",108.59554689789015,14.33845793330684,1683.2878779474609
000000000000000005cc,0,709,0.4166935376744113,6,97,"{""type"":""Point"",""coordinates"":[108.65510711066104,14.183499712598543]}",108.65510711066104,14.183499712598543,3561.8662718037617
00000000000000000629,0,856,0.1127671692154633,6,97,"{""type"":""Point"",""coordinates"":[108.60524990178243,14.345467640162859]}",108.60524990178243,14.345467640162859,2729.036305063287
0000000000000000063c,0,1075,0.5685851806841771,6,97,"{""type"":""Point"",""coordinates"":[108.42738527896259,14.421731645479944]}",108.42738527896259,14.421731645479944,939.1915572293652
00000000000000000010,0,1016,0.7950346041542684,7,97,"{""type"":""Point"",""coordinates"":[108.54704079663077,14.512282610572269]}",108.54704079663077,14.512282610572269,5289.4547298465695
00000000000000000045,0,929,0.7677596239887268,7,97,"{""type"":""Point"",""coordinates"":[108.51605004430931,14.477787004822808]}",108.51605004430931,14.477787004822808,252.7716285992153
00000000000000000051,0,701,0.4234582206590384,7,97,"{""type"":""Point"",""coordinates"":[108.57452669552421,14.228505419530975]}",108.57452669552421,14.228505419530975,313.5368850863596
00000000000000000057,0,1076,0.7942114178716561,7,97,"{""type"":""Point"",""coordinates"":[108.50984743474397,14.511203508117333]}",108.50984743474397,14.511203508117333,1139.7518215442806
0000000000000000009a,0,989,0.4916183715197596,7,97,"{""type"":""Point"",""coordinates"":[108.52467394574667,14.540847611920642]}",108.52467394574667,14.540847611920642,4650.08279587151
0000000000000000010c,0,1072,0.5730594039837593,7,97,"{""type"":""Point"",""coordinates"":[108.52116909231867,14.502040055452502]}",108.52116909231867,14.502040055452502,2167.0617132832012
00000000000000000132,0,1241,0.5460601617891546,7,97,"{""type"":""Point"",""coordinates"":[108.36701796890104,14.35355199037275]}",108.36701796890104,14.35355199037275,3653.4971072518006
00000000000000000161,0,847,0.3212092493963575,7,97,"{""type"":""Point"",""coordinates"":[108.57291250094285,14.401518540404677]}",108.57291250094285,14.401518540404677,1708.55943734355
0000000000000000016a,0,1062,0.5812169459320927,7,97,"{""type"":""Point"",""coordinates"":[108.39962737490488,14.180806415562262]}",108.39962737490488,14.180806415562262,5690.516925635799
00000000000000000179,0,963,0.7869116590045495,7,97,"{""type"":""Point"",""coordinates"":[108.59501180576373,14.527104662473922]}",108.59501180576373,14.527104662473922,8144.54838191826
000000000000000001d1,0,913,0.008634774845323,7,97,"{""type"":""Point"",""coordinates"":[108.55755089781373,14.53518901268382]}",108.55755089781373,14.53518901268382,6875.075083098386
00000000000000000226,0,1070,0.3889901313219034,7,97,"{""type"":""Point"",""coordinates"":[108.46834658123956,14.460271655884874]}",108.46834658123956,14.460271655884874,218.94327730463456
0000000000000000022a,0,740,0.6507290526313044,7,97,"{""type"":""Point"",""coordinates"":[108.63516601075001,14.226347214621104]}",108.63516601075001,14.226347214621104,2489.7914607114058
00000000000000000264,0,959,0.5007580794086284,7,97,"{""type"":""Point"",""coordinates"":[108.52925344252857,14.411221544296971]}",108.52925344252857,14.411221544296971,2280.645640735714
000000000000000002b9,0,1049,0.0191446536570388,7,97,"{""type"":""Point"",""coordinates"":[108.44274688209173,14.156009354604048]}",108.44274688209173,14.156009354604048,1462.5450209324395
000000000000000002f5,0,985,0.1175676782499774,7,97,"{""type"":""Point"",""coordinates"":[108.5421892946846,14.571570818178884]}",108.5421892946846,14.571570818178884,8535.364995999334
000000000000000002fe,0,1054,0.386470874766841,7,97,"{""type"":""Point"",""coordinates"":[108.48802013508735,14.530069964674462]}",108.48802013508735,14.530069964674462,1909.4500440167851
00000000000000000339,0,1289,0.2164847078521299,7,97,"{""type"":""Point"",""coordinates"":[108.36189892089168,14.575615222834363]}",108.36189892089168,14.575615222834363,7282.912175310373
0000000000000000035a,0,1069,0.0259312594519862,7,97,"{""type"":""Point"",""coordinates"":[108.50796123499835,14.5297979595102]}",108.50796123499835,14.5297979595102,2741.7451999007153
000000000000000003ab,0,1065,0.1247203923943525,7,97,"{""type"":""Point"",""coordinates"":[108.42010802604337,14.432781297890383]}",108.42010802604337,14.432781297890383,852.8362696686946
00000000000000000445,0,1245,0.7947649321163407,7,97,"{""type"":""Point"",""coordinates"":[108.36593886644611,14.475093707786531]}",108.36593886644611,14.475093707786531,3027.05183432432
0000000000000000044c,0,851,0.7616261116062953,7,97,"{""type"":""Point"",""coordinates"":[108.50607503525276,14.347621385971674]}",108.50607503525276,14.347621385971674,1952.6200735596246
00000000000000000458,0,1136,0.1400725362874924,7,97,"{""type"":""Point"",""coordinates"":[108.42630617650767,14.462425401693693]}",108.42630617650767,14.462425401693693,1814.41348933475
0000000000000000046d,0,863,0.6501722292256031,7,97,"{""type"":""Point"",""coordinates"":[108.55000609883129,14.356245287409036]}",108.55000609883129,14.356245287409036,317.549404865156
00000000000000000485,0,1111,0.5942502558831056,7,97,"{""type"":""Point"",""coordinates"":[108.38103292351204,14.440058550809605]}",108.38103292351204,14.440058550809605,605.5739112058734
000000000000000004c8,0,1222,0.7414051309275397,7,97,"{""type"":""Point"",""coordinates"":[108.40070201825877,14.543273362893713]}",108.40070201825877,14.543273362893713,4179.651247211371
00000000000000000504,0,673,0.2322721924574867,7,97,"{""type"":""Point"",""coordinates"":[108.6319287033852,14.194816911072188]}",108.6319287033852,14.194816911072188,2727.2290222983197
0000000000000000055c,0,926,0.7762379452292882,7,97,"{""type"":""Point"",""coordinates"":[108.57803154895221,14.443023853010146]}",108.57803154895221,14.443023853010146,2005.0590943595341
0000000000000000058a,0,793,0.1172231169841344,7,97,"{""type"":""Point"",""coordinates"":[108.63220070854946,14.300189928066168]}",108.63220070854946,14.300189928066168,2509.4817101261024
000000000000000005aa,0,955,0.0156511216846213,7,97,"{""type"":""Point"",""coordinates"":[108.56698189654178,14.528451310992065]}",108.56698189654178,14.528451310992065,6516.365108673153
000000000000000005ec,0,721,0.4366308822208466,7,97,"{""type"":""Point"",""coordinates"":[108.54946654760384,14.231470721731512]}",108.54946654760384,14.231470721731512,217.5140364908357
00000000000000000611,0,1198,0.6761342771675111,7,97,"{""type"":""Point"",""coordinates"":[108.41714272384283,14.522792711755242]}",108.41714272384283,14.522792711755242,1710.050607807029
00000000000000000004,0,1551,0.125555532283638,8,97,"{""type"":""Point"",""coordinates"":[108.37914672376641,14.294531328829343]}",108.37914672376641,14.294531328829343,6386.381846683076
00000000000000000012,0,993,0.494488082454236,8,97,"{""type"":""Point"",""coordinates"":[108.56778899383244,14.521446063237098]}",108.56778899383244,14.521446063237098,5861.275060476797
00000000000000000039,0,1251,0.2214908741577642,8,97,"{""type"":""Point"",""coordinates"":[108.38399376661151,14.572649920633816]}",108.38399376661151,14.572649920633816,6180.4098347595545
0000000000000000003b,0,1128,0.3807964171595479,8,97,"{""type"":""Point"",""coordinates"":[108.4230733282439,14.470242205840382]}",108.4230733282439,14.470242205840382,1848.050914287494
0000000000000000003d,0,1045,0.015968381879667,8,97,"{""type"":""Point"",""coordinates"":[108.49367873432418,14.093488298733686]}",108.49367873432418,14.093488298733686,4503.537694276796
00000000000000000056,0,852,0.2297721926596405,8,97,"{""type"":""Point"",""coordinates"":[108.4470588328104,14.313932877512888]}",108.4470588328104,14.313932877512888,1337.5453878978
00000000000000000065,0,1097,0.7333516603168444,8,97,"{""type"":""Point"",""coordinates"":[108.39342922444061,14.425236498907953]}",108.39342922444061,14.425236498907953,119.26667757092926
0000000000000000007d,0,1098,0.4958116210819586,8,97,"{""type"":""Point"",""coordinates"":[108.40016692613236,14.424696947680484]}",108.40016692613236,14.424696947680484,510.8422183806539
000000000000000000a4,0,820,0.2244380385124813,8,97,"{""type"":""Point"",""coordinates"":[108.62411635833956,14.471049303131053]}",108.62411635833956,14.471049303131053,7633.601273318563
000000000000000000a5,0,1015,0.4837387396325636,8,97,"{""type"":""Point"",""coordinates"":[108.52386238935495,14.489643754523925]}",108.52386238935495,14.489643754523925,1747.4537977470895
000000000000000000b3,0,814,0.0281400943251979,8,97,"{""type"":""Point"",""coordinates"":[108.65079515994235,14.26272902011617]}",108.65079515994235,14.26272902011617,3749.344076519895
000000000000000000f5,0,1053,0.5561720533815804,8,97,"{""type"":""Point"",""coordinates"":[108.47804958513184,14.50392625519811]}",108.47804958513184,14.50392625519811,880.4153066100605
000000000000000000f7,0,932,0.1101784367445911,8,97,"{""type"":""Point"",""coordinates"":[108.54111019222968,14.431702195435447]}",108.54111019222968,14.431702195435447,525.8407485570845
0000000000000000010e,0,1254,0.0138954303387879,8,97,"{""type"":""Point"",""coordinates"":[108.38291912325764,14.570491715723952]}",108.38291912325764,14.570491715723952,6221.784382039071
00000000000000000118,0,1096,0.5801529582000482,8,97,"{""type"":""Point"",""coordinates"":[108.4015135746505,14.416612597470582]}",108.4015135746505,14.416612597470582,3412.935938007995
00000000000000000124,0,896,0.7093072897710458,8,97,"{""type"":""Point"",""coordinates"":[108.54003108977474,14.390468887994235]}",108.54003108977474,14.390468887994235,78.17236491899656
00000000000000000127,0,661,0.141880178831103,8,97,"{""type"":""Point"",""coordinates"":[108.56671435047858,14.21853486957547]}",108.56671435047858,14.21853486957547,899.2521966683552
0000000000000000012f,0,1229,0.2609373784972523,8,97,"{""type"":""Point"",""coordinates"":[108.46807903517633,14.54300581683051]}",108.46807903517633,14.54300581683051,1794.6697335354006
00000000000000000138,0,961,0.662587629231528,8,97,"{""type"":""Point"",""coordinates"":[108.5109265371989,14.296417528574953]}",108.5109265371989,14.296417528574953,1606.0706492887145
00000000000000000139,0,1127,0.3408108892881192,8,97,"{""type"":""Point"",""coordinates"":[108.40825127634226,14.460539201948084]}",108.40825127634226,14.460539201948084,36.40562085017084
00000000000000000141,0,1175,0.7574370386672694,8,97,"{""type"":""Point"",""coordinates"":[108.36728551496424,14.42874135233596]}",108.36728551496424,14.42874135233596,676.8807890962996
0000000000000000016c,0,802,0.2782032221492264,8,97,"{""type"":""Point"",""coordinates"":[108.57048674996977,14.328487383351336]}",108.57048674996977,14.328487383351336,940.8002630949642
0000000000000000018e,0,1280,0.7522003905515731,8,97,"{""type"":""Point"",""coordinates"":[108.445440179128,14.06815614564906]}",108.445440179128,14.06815614564906,6599.627377340133
00000000000000000192,0,947,0.1492973221405549,8,97,"{""type"":""Point"",""coordinates"":[108.62088351007581,14.517401658581628]}",108.62088351007581,14.517401658581628,10585.609999051549
00000000000000000197,0,1162,0.3675513838052675,8,97,"{""type"":""Point"",""coordinates"":[108.42388042553459,14.510396410826665]}",108.42388042553459,14.510396410826665,352.59024369220043
000000000000000001a3,0,949,0.4949070541383485,8,97,"{""type"":""Point"",""coordinates"":[108.46861858640382,14.371606890538157]}",108.46861858640382,14.371606890538157,2405.907999329339
000000000000000001df,0,864,0.4336577954742252,8,97,"{""type"":""Point"",""coordinates"":[108.61818575393848,14.35085423423542]}",108.61818575393848,14.35085423423542,1727.8878931087484
000000000000000001fa,0,660,0.278360721889443,8,97,"{""type"":""Point"",""coordinates"":[108.58611589916211,14.219881518093606]}",108.58611589916211,14.219881518093606,175.1706920190859
0000000000000000022e,0,870,0.5858633478732002,8,97,"{""type"":""Point"",""coordinates"":[108.6065965503006,14.394245746586504]}",108.6065965503006,14.394245746586504,1204.7644479590726
00000000000000000238,0,1138,0.7697899597012078,8,97,"{""type"":""Point"",""coordinates"":[108.40743971995052,14.35867103838211]}",108.40743971995052,14.35867103838211,3846.709468624955
000000000000000002d3,0,1427,0.4414546353994601,8,97,"{""type"":""Point"",""coordinates"":[108.35893361869115,14.231198716567253]}",108.35893361869115,14.231198716567253,8346.72611128409
00000000000000000360,0,1025,0.7972499605956445,8,97,"{""type"":""Point"",""coordinates"":[108.5645561455687,14.489643754523925]}",108.5645561455687,14.489643754523925,5289.173403766792
0000000000000000037a,0,893,0.5870629516138112,8,97,"{""type"":""Point"",""coordinates"":[108.60524990178243,14.525486008791525]}",108.60524990178243,14.525486008791525,8844.082395712276
00000000000000000382,0,927,0.0787161120390979,8,97,"{""type"":""Point"",""coordinates"":[108.55243184980438,14.321482135596373]}",108.55243184980438,14.321482135596373,2365.5329822753115
00000000000000000394,0,855,0.4952089343150536,8,97,"{""type"":""Point"",""coordinates"":[108.58018975386207,14.389122239476093]}",108.58018975386207,14.389122239476093,2259.9958814308375
