system:index,B11,B12,B2,B3,B4,B8,NBR,NDVI,elev,label,rand,slope,.geo
000000000000000002f5,2022.0,963.0,325.0,545.0,339.0,3251.0,0.54295206,0.8111421,763,0,0.38829010069499204,8.634196,"{""type"":""Point"",""coordinates"":[108.35204876666462,13.876142795186626]}"
00000000000000000182,2059.0,947.0,378.0,624.5,430.5,3262.0,0.5500119,0.76682466,764,0,0.18623053992440652,15.809942,"{""type"":""Point"",""coordinates"":[108.3264490675168,13.868593537103141]}"
000000000000000002d0,3132.0,1878.0,560.0,871.0,1008.0,2565.0,0.15462525,0.43576828,764,0,0.24343338449293594,14.7337475,"{""type"":""Point"",""coordinates"":[108.29437921274041,13.881801394423446]}"
000000000000000000af,2167.0,1784.0,544.0,766.0,1037.0,2710.0,0.20605251,0.44649053,765,0,0.5660907458612645,15.582295,"{""type"":""Point"",""coordinates"":[108.34315731916405,13.870751742013008]}"
00000000000000000100,1370.0,561.0,375.0,501.0,270.0,3514.0,0.7246626,0.85729384,765,0,0.06473260420813942,4.6273675,"{""type"":""Point"",""coordinates"":[108.32887481848987,13.868325991039935]}"
0000000000000000009b,1263.0,496.0,368.0,565.0,316.0,3371.0,0.7434704,0.82858694,766,0,0.3490646192199025,13.188327,"{""type"":""Point"",""coordinates"":[108.36471707275747,14.027328616403707]}"
00000000000000000112,2689.0,1441.5,594.0,903.5,733.5,3539.0,0.42114246,0.6566413,766,0,0.6027018402027627,26.00785,"{""type"":""Point"",""coordinates"":[108.28198291181184,13.95133215714983]}"
00000000000000000317,2077.5,1106.0,447.5,711.5,620.0,3363.0,0.5050347,0.6886769,767,0,0.19687228564295378,1.3312701,"{""type"":""Point"",""coordinates"":[108.32698861874425,13.868865542267402]}"
00000000000000000063,1577.5,695.0,342.0,493.5,397.5,3198.5,0.64299476,0.778921,768,0,0.20248058716726414,0.9562567,"{""type"":""Point"",""coordinates"":[108.34719726471849,14.110330323412548]}"
000000000000000000be,2632.0,1341.5,478.5,811.0,545.5,3674.0,0.46505833,0.74143857,769,0,0.43789831572255555,16.417595,"{""type"":""Point"",""coordinates"":[108.27631985347396,14.103597080821846]}"
0000000000000000023d,2385.5,1393.5,455.5,687.0,679.5,2958.5,0.35960478,0.6264431,769,0,0.07761242413848812,11.850066,"{""type"":""Point"",""coordinates"":[108.2730870052102,14.051042115805933]}"
00000000000000000014,2392.0,1367.0,418.0,649.0,556.0,2660.0,0.32108268,0.65422887,770,0,0.3582976386448622,17.426254,"{""type"":""Point"",""coordinates"":[108.32994946184375,13.85377148520149]}"
00000000000000000236,2716.0,1844.0,642.0,848.0,941.0,2342.0,0.11896799,0.42674384,770,0,0.14227862012657655,5.628382,"{""type"":""Point"",""coordinates"":[108.31000836193274,14.158033786482315]}"
00000000000000000120,1974.5,848.5,300.5,598.5,329.5,3306.5,0.5915764,0.8187569,771,0,0.3243073183853544,1.3319798,"{""type"":""Point"",""coordinates"":[108.35232077182887,14.106829929085594]}"
000000000000000001ac,2690.0,1500.0,404.0,693.0,671.0,2827.0,0.30667898,0.6163522,771,0,0.46839005545763457,11.920162,"{""type"":""Point"",""coordinates"":[108.29923071468657,13.879375643450375]}"
00000000000000000027,3563.0,2539.0,879.0,1168.0,1377.0,3015.0,0.085704,0.37295082,772,0,0.4239404572690122,15.141326,"{""type"":""Point"",""coordinates"":[108.29815161223163,13.947827303721823]}"
0000000000000000024b,2599.0,1652.0,556.0,779.0,748.0,2293.0,0.16248415,0.5080566,773,0,0.46486407691322984,2.0859795,"{""type"":""Point"",""coordinates"":[108.22511599607724,14.06074511969823]}"
000000000000000002b2,2000.5,920.5,398.5,529.5,499.0,3049.0,0.53621364,0.7187148,773,0,0.6388947196045389,7.8241816,"{""type"":""Point"",""coordinates"":[108.31297366413327,14.133241184625158]}"
0000000000000000002d,3205.0,2172.0,663.5,968.5,978.5,2683.0,0.10525232,0.4655196,774,0,0.5166853350250441,18.138645,"{""type"":""Point"",""coordinates"":[108.33372186133495,13.875063692731691]}"
000000000000000000fc,1651.5,672.5,341.0,506.0,281.5,3142.5,0.6474443,0.8355724,774,0,0.4433428972317872,12.65422,"{""type"":""Point"",""coordinates"":[108.34881591840087,13.863206943030576]}"
00000000000000000137,1434.0,628.0,297.0,466.0,309.0,2890.0,0.64297897,0.8068146,774,0,0.3637695608261058,7.9045815,"{""type"":""Point"",""coordinates"":[108.35124166937395,14.070987674817996]}"
00000000000000000082,2037.0,965.0,329.0,600.0,497.0,3192.0,0.53572285,0.7305503,776,0,0.4007349701139341,12.019387,"{""type"":""Point"",""coordinates"":[108.35366742034702,13.87398459027676]}"
00000000000000000259,2418.5,1446.0,377.0,616.5,540.5,2289.5,0.22580644,0.6180212,776,0,0.7163565716020911,1.9115534,"{""type"":""Point"",""coordinates"":[108.22107605052283,14.05912646601583]}"
00000000000000000065,3311.0,2142.0,625.5,869.5,1058.5,2659.0,0.1076859,0.43053126,777,0,0.4524592727560509,16.733974,"{""type"":""Point"",""coordinates"":[108.2970725097767,13.942168704485]}"
000000000000000002f1,3039.0,1810.5,590.0,806.0,839.5,3003.0,0.24774073,0.5630449,777,0,0.39646146476362265,16.52398,"{""type"":""Point"",""coordinates"":[108.3121665668426,13.980704255788877]}"
0000000000000000030f,1877.0,872.0,300.0,547.0,293.0,3210.0,0.57275844,0.8327148,777,0,0.07527535373598016,9.243054,"{""type"":""Point"",""coordinates"":[108.27497320495583,14.103325075657585]}"
00000000000000000209,2218.0,1282.0,479.0,713.5,614.0,2678.5,0.35260698,0.62703115,778,0,0.6143926683437488,15.042511,"{""type"":""Point"",""coordinates"":[108.33130056946294,13.873717044213551]}"
000000000000000002b3,2678.0,1527.0,545.0,768.0,807.0,3149.0,0.34687766,0.5920121,778,0,0.35356447087666176,11.937695,"{""type"":""Point"",""coordinates"":[108.35366742034702,14.096319827902626]}"
000000000000000002b6,2586.5,1438.0,486.0,735.5,723.0,2728.5,0.30973238,0.5810517,778,0,0.057822082480559533,15.626361,"{""type"":""Point"",""coordinates"":[108.3304890130712,13.860241640830038]}"
00000000000000000138,3028.0,2337.0,627.0,882.0,1102.0,2477.0,0.029081844,0.38418552,779,0,0.4177902107768915,14.63569,"{""type"":""Point"",""coordinates"":[108.38493017783273,14.054546969233941]}"
0000000000000000018f,2973.0,1793.0,522.0,762.0,908.0,2815.0,0.2217882,0.51222134,779,0,0.1128002911885152,10.139915,"{""type"":""Point"",""coordinates"":[108.35339541518277,14.09604782273836]}"
000000000000000002d4,2205.0,1024.5,539.5,789.0,459.0,3664.0,0.56297326,0.7773466,780,0,0.18594127769271396,20.154764,"{""type"":""Point"",""coordinates"":[108.2809038093569,14.099285130103164]}"
000000000000000000b2,2767.5,1668.0,543.5,814.0,772.5,3225.0,0.31820968,0.61350846,781,0,0.08173907336264963,16.69817,"{""type"":""Point"",""coordinates"":[108.28818106227612,14.164231936946603]}"
0000000000000000014a,1910.0,887.0,346.0,515.0,352.0,3427.0,0.5887807,0.81370735,781,0,0.4739090174727747,22.18467,"{""type"":""Point"",""coordinates"":[108.3560931713201,14.107369480313062]}"
00000000000000000158,3057.0,2341.5,587.5,801.0,898.5,2626.0,0.05727227,0.49014044,781,0,0.4270612266164797,2.6622047,"{""type"":""Point"",""coordinates"":[108.38654437241408,14.054279423170735]}"
000000000000000000cb,2363.0,1314.0,435.0,663.0,570.0,3506.0,0.4547718,0.720314,782,0,0.06388166550494812,16.043554,"{""type"":""Point"",""coordinates"":[108.35986557081131,14.106018372693866]}"
00000000000000000153,1692.0,796.0,345.0,578.0,397.0,3241.0,0.60564774,0.78174824,782,0,0.4169063064967723,5.6283245,"{""type"":""Point"",""coordinates"":[108.36444506759321,14.07664627405482]}"
0000000000000000011d,2849.0,1873.0,450.0,672.0,883.0,2702.0,0.18120219,0.5073919,783,0,0.060424657103613666,2.085622,"{""type"":""Point"",""coordinates"":[108.34773681594595,13.87237039569541]}"
00000000000000000269,3107.0,1945.0,822.0,1086.0,1140.0,2877.0,0.1932808,0.43241224,783,0,0.22175267372335472,7.816093,"{""type"":""Point"",""coordinates"":[108.30542886515086,13.878568546159704]}"
0000000000000000028a,1821.0,876.0,373.5,497.5,477.0,2925.5,0.5391293,0.7196179,783,0,0.6434386191300309,11.217676,"{""type"":""Point"",""coordinates"":[108.35474652280195,14.087963472528465]}"
000000000000000000b3,2316.5,1248.0,434.5,637.0,593.0,2910.0,0.3997114,0.66143304,784,0,0.3998244014519452,7.211742,"{""type"":""Point"",""coordinates"":[108.34665771349101,14.12596393170593]}"
000000000000000000c5,3175.0,1909.0,906.0,1204.0,1197.0,3391.0,0.27962264,0.478204,784,0,0.008912653248121849,14.778021,"{""type"":""Point"",""coordinates"":[108.34612262136459,14.12569192654167]}"
00000000000000000148,2104.0,1278.0,405.0,552.0,702.0,2335.0,0.29255468,0.53770167,784,0,0.08763660563125641,7.660916,"{""type"":""Point"",""coordinates"":[108.35312786911956,14.11383517684056]}"
00000000000000000256,1664.0,836.0,344.0,515.0,477.0,2656.0,0.5211913,0.69549954,784,0,0.39711082251808305,0.92740995,"{""type"":""Point"",""coordinates"":[108.31593896633382,14.136741578952112]}"
00000000000000000041,2547.0,1381.0,458.0,737.0,647.0,3111.0,0.38512912,0.6556679,785,0,0.2809898174764969,18.992908,"{""type"":""Point"",""coordinates"":[108.3563607173833,14.08607727278286]}"
0000000000000000022f,2704.0,1614.0,484.0,829.0,684.0,2965.0,0.29504257,0.62510276,785,0,0.595828853356708,21.293056,"{""type"":""Point"",""coordinates"":[108.3919354255877,14.069908572363065]}"
0000000000000000001b,1780.0,788.0,335.0,565.0,331.0,3708.0,0.6494662,0.836098,786,0,0.4260008547138492,16.86172,"{""type"":""Point"",""coordinates"":[108.37495516877617,14.084730624264719]}"
00000000000000000107,2088.5,1029.5,342.5,652.5,538.5,3174.5,0.51022834,0.70993805,786,0,0.22038144040278773,18.5249,"{""type"":""Point"",""coordinates"":[108.33318676920854,13.89231149560642]}"
000000000000000002aa,1558.0,723.5,386.5,579.0,484.5,3096.0,0.6211546,0.72936743,786,0,0.6756955212591393,2.6621466,"{""type"":""Point"",""coordinates"":[108.40945077452562,14.044304414114176]}"
000000000000000002f9,2683.0,1552.5,520.0,759.5,757.0,2855.0,0.295519,0.58084166,786,0,0.07895980330453478,8.971035,"{""type"":""Point"",""coordinates"":[108.35905847352063,14.093082520537818]}"
0000000000000000002e,2090.0,1017.0,341.0,654.0,395.0,2924.0,0.48388734,0.7619765,788,0,0.5322244241025677,16.645172,"{""type"":""Point"",""coordinates"":[108.26823550326407,14.125691926541672]}"
000000000000000002bc,3442.5,2334.5,795.5,1105.5,1216.0,2898.0,0.10769231,0.40884784,788,0,0.5991230218972818,9.29389,"{""type"":""Point"",""coordinates"":[108.30569641121404,13.87829654099544]}"
000000000000000002d8,3140.0,1889.5,610.0,881.0,869.0,3277.5,0.26862782,0.5808513,788,0,0.09592730703424412,10.651676,"{""type"":""Point"",""coordinates"":[108.29787960706736,13.940550050802598]}"
000000000000000002ee,2489.0,1551.0,552.5,795.5,785.0,3251.5,0.3540864,0.6110492,788,0,0.4255729353360783,17.923716,"{""type"":""Point"",""coordinates"":[108.29761206100414,13.940010499575129]}"
0000000000000000021b,2827.0,1395.0,476.0,778.0,614.0,3582.0,0.43942133,0.7073403,789,0,0.23683719315051754,21.057045,"{""type"":""Point"",""coordinates"":[108.30246356295031,13.955911653931718]}"
000000000000000000bc,2340.0,1929.5,516.5,718.0,1186.5,1878.5,-0.013392857,0.22577488,790,0,0.6206733683462088,9.243456,"{""type"":""Point"",""coordinates"":[108.38331152415034,14.05724026627022]}"
000000000000000000f5,1275.0,491.0,320.0,508.0,249.0,3533.0,0.7559642,0.8683236,790,0,0.452669894111951,10.560689,"{""type"":""Point"",""coordinates"":[108.35690026861079,14.106557923921335]}"
00000000000000000248,1251.5,494.0,340.5,484.5,284.0,3145.5,0.72853416,0.8343782,790,0,0.611514546033496,7.336139,"{""type"":""Point"",""coordinates"":[108.40972277968989,14.045115970505904]}"
0000000000000000008d,2751.5,1584.0,607.0,826.5,748.5,3046.0,0.31576675,0.6054816,791,0,0.31384180368983294,13.19185,"{""type"":""Point"",""coordinates"":[108.34315731916405,14.130275882424613]}"
0000000000000000006e,1593.0,660.0,374.0,599.0,357.0,3830.0,0.7060134,0.8294722,792,0,0.13021780636027624,13.111716,"{""type"":""Point"",""coordinates"":[108.36552417004815,14.00361065790043]}"
00000000000000000150,2112.0,1092.0,402.0,700.0,583.0,3209.0,0.4922111,0.69251055,792,0,0.6645862531858222,14.9743395,"{""type"":""Point"",""coordinates"":[108.35986557081131,14.082572419354847]}"
00000000000000000235,2116.0,1051.0,308.0,575.0,390.0,2878.0,0.46500382,0.7613219,792,0,0.11603827229201902,17.798473,"{""type"":""Point"",""coordinates"":[108.31378076142394,14.165039034237273]}"
000000000000000000bf,1901.0,824.5,397.5,638.5,331.5,3279.0,0.5981479,0.81636894,793,0,0.20589228219564415,3.8253138,"{""type"":""Point"",""coordinates"":[108.33102856429868,13.882880496878384]}"
00000000000000000169,2634.0,1412.0,533.0,794.0,705.0,3544.0,0.43018565,0.6681572,793,0,0.39713405575104355,21.002148,"{""type"":""Point"",""coordinates"":[108.29626541248601,13.909287293316886]}"
00000000000000000028,2405.5,1696.5,615.0,809.5,1036.0,2218.5,0.13333334,0.36334306,794,0,0.4349894665412497,16.66497,"{""type"":""Point"",""coordinates"":[108.33938491967285,13.902821596789392]}"
0000000000000000003d,3128.0,1784.0,692.0,942.0,1014.0,3083.0,0.26689953,0.5050037,794,0,0.6988809291214697,6.0300503,"{""type"":""Point"",""coordinates"":[108.34719726471847,14.124884829250997]}"
000000000000000002e3,2098.0,1030.0,375.0,614.0,363.0,3547.0,0.54992354,0.81432223,794,0,0.21614075754090223,7.8235765,"{""type"":""Point"",""coordinates"":[108.35393496641024,14.114374728068029]}"
000000000000000000ce,2209.5,1090.0,405.0,639.5,494.0,3220.5,0.4942582,0.73401535,795,0,0.010281585944640792,7.0609927,"{""type"":""Point"",""coordinates"":[108.33102856429868,13.882608491714121]}"
000000000000000001fa,2614.5,1350.5,398.0,650.0,525.5,3359.0,0.4264784,0.72943753,795,0,0.7820505200877677,12.902158,"{""type"":""Point"",""coordinates"":[108.29653295854924,13.919262302373445]}"
0000000000000000027e,2588.0,1631.0,544.0,753.0,866.0,2546.0,0.21905674,0.49237984,795,0,0.12538134909392695,11.319502,"{""type"":""Point"",""coordinates"":[108.31000836193274,13.969654603378439]}"
000000000000000001bb,2133.0,1638.0,493.5,711.0,974.0,1992.5,0.097644955,0.3433339,796,0,0.572313028974689,6.0071163,"{""type"":""Point"",""coordinates"":[108.38250442685967,14.058591373889417]}"
0000000000000000000d,1683.5,782.0,344.0,531.5,302.0,3038.5,0.5906295,0.8191888,797,0,0.08335938568462575,11.014705,"{""type"":""Point"",""coordinates"":[108.37792047097672,14.055354066524613]}"
00000000000000000203,2204.0,1223.5,444.0,645.5,485.0,3478.0,0.4795278,0.7552359,797,0,0.0019787900185442853,18.462454,"{""type"":""Point"",""coordinates"":[108.32563751112505,13.866707337357534]}"
00000000000000000067,1894.0,897.0,372.0,548.0,495.0,2911.0,0.52888656,0.70933646,801,0,0.5165302165928766,11.937962,"{""type"":""Point"",""coordinates"":[108.34396441645472,14.13000387726035]}"
00000000000000000080,3194.0,1936.0,632.0,870.0,982.0,2852.0,0.19131161,0.48774126,801,0,0.6635462611746862,5.988228,"{""type"":""Point"",""coordinates"":[108.31054791316019,13.969926608542696]}"
00000000000000000097,2070.5,1904.0,439.5,568.0,736.0,2452.5,0.12590382,0.5383409,801,0,0.5380087391577437,11.350967,"{""type"":""Point"",""coordinates"":[108.34585061620032,13.874524141504224]}"
0000000000000000024f,1958.0,856.0,352.0,589.0,400.0,3219.0,0.5798773,0.77894443,801,0,0.5398524998211027,12.663538,"{""type"":""Point"",""coordinates"":[108.34773681594595,14.125152375314203]}"
000000000000000001ef,3456.0,2259.0,844.0,1068.0,1242.0,2541.0,0.05875,0.34337828,802,0,0.24859032855758412,12.454801,"{""type"":""Point"",""coordinates"":[108.28710195982119,14.166385682755417]}"
00000000000000000140,2942.5,1577.0,538.5,792.5,751.5,3537.0,0.38326162,0.6495278,803,0,0.48225015411807315,17.307926,"{""type"":""Point"",""coordinates"":[108.35824691712892,14.107369480313059]}"
00000000000000000141,2066.5,976.0,350.5,660.5,411.5,2825.0,0.48645094,0.74571294,805,0,0.4630565204027869,11.1255045,"{""type"":""Point"",""coordinates"":[108.27147281062886,14.120572878532315]}"
00000000000000000300,2515.0,1379.0,360.0,595.0,592.0,2707.0,0.32501224,0.6411034,805,0,0.1987147364786358,22.233414,"{""type"":""Point"",""coordinates"":[108.28548330613879,14.159380435000456]}"
00000000000000000162,2852.5,1892.0,557.5,815.5,802.5,2744.5,0.18386714,0.54750496,806,0,0.6039613067303973,9.894223,"{""type"":""Point"",""coordinates"":[108.3498950208558,14.122191532214718]}"
0000000000000000018c,1957.0,913.0,338.5,590.0,382.5,3375.5,0.5742101,0.7964343,808,0,0.18117649311293127,6.6280494,"{""type"":""Point"",""coordinates"":[108.33076101823546,13.884227145396522]}"
000000000000000002b4,2697.0,1603.0,470.0,711.0,760.0,2814.0,0.27416798,0.5747062,808,0,0.03164901377209184,12.165877,"{""type"":""Point"",""coordinates"":[108.29761206100414,13.856197236174559]}"
000000000000000002c3,2270.5,1184.5,424.0,686.0,570.0,3165.0,0.4553397,0.6947791,808,0,0.21472566159522133,11.820609,"{""type"":""Point"",""coordinates"":[108.30785461612393,14.152910279371904]}"
0000000000000000007c,2635.0,1609.0,623.0,832.0,868.0,2369.0,0.19105078,0.46370095,809,0,0.7774204534950993,22.891031,"{""type"":""Point"",""coordinates"":[108.31782516607943,14.170158082246632]}"
00000000000000000165,1964.0,837.0,328.0,530.0,313.0,3409.0,0.60574657,0.83181083,809,0,0.5086658203960744,23.605745,"{""type"":""Point"",""coordinates"":[108.33426141256244,13.882608491714121]}"
000000000000000000cc,1414.5,642.5,320.0,485.0,330.0,3177.5,0.66361254,0.8118318,811,0,0.420402803652677,9.681911,"{""type"":""Point"",""coordinates"":[108.39031677190529,14.056165622916343]}"
000000000000000002e4,2748.5,1520.0,529.0,780.5,707.5,3235.0,0.36067298,0.6410907,812,0,0.3533561446503023,23.98389,"{""type"":""Point"",""coordinates"":[108.3498950208558,13.88476669662399]}"
000000000000000000d5,2319.0,1225.0,433.0,740.0,563.0,3344.0,0.46377763,0.7117993,813,0,0.10123530670661285,7.439253,"{""type"":""Point"",""coordinates"":[108.3124341129058,14.177974886393324]}"
000000000000000000d9,2611.0,1371.0,522.0,767.0,555.0,3083.0,0.3843736,0.6948873,814,0,0.7717249431072807,3.413104,"{""type"":""Point"",""coordinates"":[108.3202509170525,14.173395389611434]}"
00000000000000000288,2166.5,1177.0,527.0,724.0,677.5,2955.5,0.43036902,0.62703,814,0,0.33734362666690676,8.087653,"{""type"":""Point"",""coordinates"":[108.3447715137454,14.134587833143296]}"
00000000000000000144,2053.0,1399.0,431.0,662.0,811.0,2000.0,0.17681672,0.42298114,815,0,0.06020522146509255,12.547418,"{""type"":""Point"",""coordinates"":[108.38303951898607,14.05912646601583]}"
00000000000000000184,2364.0,1287.0,462.0,743.0,575.0,3394.0,0.4501175,0.7102545,815,0,0.022205120569343317,9.2444,"{""type"":""Point"",""coordinates"":[108.36309841907507,14.103325075657585]}"
00000000000000000215,2317.0,1223.0,443.0,684.0,579.0,2987.0,0.41900238,0.6752664,815,0,0.795062366262408,20.233707,"{""type"":""Point"",""coordinates"":[108.37522717394043,14.086349277947116]}"
00000000000000000121,1861.0,915.0,334.0,550.0,353.0,2809.0,0.5085929,0.77672356,816,0,0.212745507717919,14.441824,"{""type"":""Point"",""coordinates"":[108.26392355254538,14.113028079549888]}"
00000000000000000021,2672.0,1394.0,559.0,873.0,797.0,3570.0,0.43835616,0.6349897,818,0,0.5620271535826146,17.46725,"{""type"":""Point"",""coordinates"":[108.29545385609428,13.935431002793242]}"
00000000000000000093,2372.0,1185.0,482.0,780.0,584.0,3385.5,0.48145717,0.70575637,818,0,0.09292405673731552,15.351998,"{""type"":""Point"",""coordinates"":[108.35178122060141,13.884494691459729]}"
000000000000000000e4,2241.0,1137.5,398.0,722.0,443.0,3211.5,0.47689125,0.7575592,818,0,0.3395700399127295,21.391245,"{""type"":""Point"",""coordinates"":[108.36013311687452,14.083651521809783]}"
000000000000000000f4,1407.0,585.0,357.0,530.0,295.0,3383.0,0.7051411,0.83958673,818,0,0.6803932202814307,15.866191,"{""type"":""Point"",""coordinates"":[108.37064321805748,14.048348818769652]}"
0000000000000000011c,2089.0,1134.0,359.0,564.0,454.0,3163.0,0.4721899,0.74896324,818,0,0.23003838205542204,5.990195,"{""type"":""Point"",""coordinates"":[108.32590951628931,14.15695468402738]}"
00000000000000000239,2399.0,1194.0,420.0,697.0,523.0,3565.0,0.49821392,0.7441292,819,0,0.47262763725993684,17.12502,"{""type"":""Point"",""coordinates"":[108.32806326209814,14.166118136692214]}"
00000000000000000244,2332.0,1235.0,407.0,708.0,537.0,3020.0,0.41950646,0.69806015,819,0,0.21198193343460747,16.79986,"{""type"":""Point"",""coordinates"":[108.33183566158937,13.903361148016861]}"
0000000000000000000f,2306.0,1171.5,403.5,630.0,443.0,3161.5,0.4592661,0.75419617,820,0,0.34325682272773084,3.926406,"{""type"":""Point"",""coordinates"":[108.32941436971733,13.884494691459729]}"
00000000000000000143,2199.0,1411.5,550.5,758.0,763.5,2231.0,0.22498284,0.49006513,820,0,0.7327751358415926,12.189738,"{""type"":""Point"",""coordinates"":[108.3984011221152,14.095780276675153]}"
0000000000000000020f,2972.5,1967.5,556.0,821.5,795.5,2752.5,0.16631356,0.55157834,820,0,0.2712599178283466,17.941685,"{""type"":""Point"",""coordinates"":[108.28818106227612,14.194955143204847]}"
000000000000000002d5,2693.0,1553.0,834.0,964.0,1019.0,2948.0,0.30993113,0.48626167,821,0,0.5005590335789816,20.410421,"{""type"":""Point"",""coordinates"":[108.30354266540523,13.880722291968514]}"
0000000000000000028d,2351.0,1538.0,522.0,738.0,837.0,2458.0,0.23023023,0.49195752,822,0,0.704674418756388,7.333314,"{""type"":""Point"",""coordinates"":[108.330221467008,13.896623446325101]}"
000000000000000002a0,2426.0,1361.0,445.0,676.0,577.0,2851.0,0.35375118,0.66336054,822,0,0.5335716972545644,12.552167,"{""type"":""Point"",""coordinates"":[108.28682995465692,14.16908343889275]}"
0000000000000000008a,2160.0,1283.0,445.0,683.0,715.0,2709.0,0.35721442,0.5823598,823,0,0.35285054864327026,11.150053,"{""type"":""Point"",""coordinates"":[108.38303951898607,14.059666017243297]}"
000000000000000000ff,2823.0,1605.0,565.0,804.0,731.0,2958.0,0.29651546,0.60368663,823,0,0.2710300761465141,10.4458475,"{""type"":""Point"",""coordinates"":[108.28198291181184,14.165311039401537]}"
000000000000000001dd,2373.0,1099.0,486.0,795.0,481.0,3623.0,0.53451926,0.76559454,825,0,0.13175789767433876,21.560179,"{""type"":""Point"",""coordinates"":[108.29976580681299,13.94755529855756]}"
000000000000000002ce,2789.0,1780.5,673.0,916.5,977.0,2534.5,0.17473929,0.44354266,827,0,0.17638182295094962,11.890367,"{""type"":""Point"",""coordinates"":[108.3205184631157,14.175549135420251]}"
00000000000000000054,2706.5,1669.5,475.5,735.0,776.0,2588.0,0.21573694,0.5386445,828,0,0.009590860761307662,21.62465,"{""type"":""Point"",""coordinates"":[108.32456286777118,13.871558839303683]}"
000000000000000001fd,2927.5,1797.5,751.0,1030.5,1119.5,2832.0,0.22345826,0.43337974,828,0,0.5169220801568246,13.758958,"{""type"":""Point"",""coordinates"":[108.28036425812942,14.19360403558565]}"
0000000000000000015b,2179.5,1649.5,502.5,657.5,809.0,1926.5,0.07746085,0.40851763,829,0,0.013735082518493646,13.792115,"{""type"":""Point"",""coordinates"":[108.330221467008,13.897162997552567]}"
00000000000000000297,1557.0,710.5,401.5,539.0,386.5,3302.5,0.64590085,0.79045814,830,0,0.7141572948127043,8.50046,"{""type"":""Point"",""coordinates"":[108.35986557081131,13.913331697972366]}"
00000000000000000094,1293.0,506.0,302.0,502.0,281.0,3395.0,0.74057937,0.8471164,831,0,0.6320811491031825,6.9098954,"{""type"":""Point"",""coordinates"":[108.40945077452562,14.001184906927355]}"
0000000000000000011f,2561.0,1495.0,494.0,797.0,799.0,2845.0,0.31105992,0.5614709,831,0,0.7948735618654174,14.958685,"{""type"":""Point"",""coordinates"":[108.33507296895415,13.899049197298178]}"
00000000000000000090,3103.0,1799.0,675.0,943.0,943.0,2971.0,0.24570231,0.51814,832,0,0.6606650238135072,11.645217,"{""type"":""Point"",""coordinates"":[108.36363797030252,14.102517978366912]}"
00000000000000000115,2699.0,1417.0,541.0,812.0,622.0,3358.0,0.40649214,0.6874372,832,0,0.5173934902609437,22.8165,"{""type"":""Point"",""coordinates"":[108.29599340732176,13.926267550128408]}"
00000000000000000309,2736.0,1599.0,756.0,945.0,1042.0,2553.0,0.22976878,0.42030597,832,0,0.3886609453743134,13.913781,"{""type"":""Point"",""coordinates"":[108.30407775753164,13.880722291968514]}"
0000000000000000010d,3689.0,2311.0,767.0,1023.0,1194.0,3059.0,0.13929236,0.438514,833,0,0.22043720072623585,27.39868,"{""type"":""Point"",""coordinates"":[108.24856194941624,14.066403718935057]}"
0000000000000000012d,3478.5,2195.0,834.5,1054.5,1192.5,3090.5,0.16942579,0.44314733,833,0,0.19731088023557342,4.7720647,"{""type"":""Point"",""coordinates"":[108.32833526726239,14.17689578393839]}"
00000000000000000202,2250.0,1168.0,370.5,596.0,458.5,3255.0,0.47185168,0.75306314,833,0,0.4288676479753022,26.320042,"{""type"":""Point"",""coordinates"":[108.28359710639319,14.144825929162007]}"
00000000000000000056,1432.5,684.5,341.5,490.0,341.0,2668.5,0.5917089,0.7733843,834,0,0.23334630117867194,7.061261,"{""type"":""Point"",""coordinates"":[108.34531106497288,13.937045197374587]}"
0000000000000000018a,2614.0,1406.0,543.0,800.0,801.0,3165.0,0.38481733,0.5960666,834,0,0.7792837761095769,13.2629385,"{""type"":""Point"",""coordinates"":[108.27416610766514,14.06532461648012]}"
000000000000000002b1,2467.0,1404.0,404.0,672.0,656.0,2627.0,0.30339867,0.6003655,834,0,0.1797937545285423,26.148405,"{""type"":""Point"",""coordinates"":[108.30003781197723,13.881529389259187]}"
0000000000000000015f,1871.5,899.5,341.0,448.0,404.5,2874.0,0.5232543,0.7532408,835,0,0.039344636606549965,8.593902,"{""type"":""Point"",""coordinates"":[108.33965246573604,14.163424839655928]}"
000000000000000001f6,2680.0,1617.0,523.0,770.0,719.0,3248.0,0.3352518,0.63750947,835,0,0.6476509310546458,14.071815,"{""type"":""Point"",""coordinates"":[108.29815161223162,13.895276797806961]}"
00000000000000000105,2028.0,975.0,361.5,560.0,346.0,3201.0,0.53304595,0.80490553,836,0,0.7265269625729966,27.78717,"{""type"":""Point"",""coordinates"":[108.27767096109314,14.068829469908131]}"
000000000000000000f1,3683.0,2429.0,715.5,982.0,1213.5,3059.0,0.114795916,0.4319485,837,0,0.5251440297521158,6.6323347,"{""type"":""Point"",""coordinates"":[108.33076101823546,14.174470032965315]}"
0000000000000000017c,2313.0,1359.0,429.0,600.0,558.0,2795.0,0.3456909,0.6671637,838,0,0.6850495174944868,1.332159,"{""type"":""Point"",""coordinates"":[108.32968191578054,14.166385682755417]}"
0000000000000000030c,2669.0,1465.0,515.0,738.0,711.0,2865.0,0.32332563,0.602349,839,0,0.06624661341437765,13.066822,"{""type"":""Point"",""coordinates"":[108.28413665762064,14.154261386991099]}"
