system:index,B11,B12,B2,B3,B4,B8,NBR,NDVI,elev,label,rand,slope,.geo
000000000000000002a4,2960.0,2264.0,720.0,1004.0,1116.0,2710.0,0.08966626,0.41662312,218,0,0.10512027204245922,3.370558,"{""type"":""Point"",""coordinates"":[108.33507296895415,13.67833261335471]}"
00000000000000000258,3199.0,2135.0,570.0,921.0,917.0,2879.0,0.14838453,0.5168598,230,0,0.22688507297025418,3.986486,"{""type"":""Point"",""coordinates"":[108.34773681594595,13.687224060855284]}"
000000000000000001d6,3827.5,2758.0,1021.0,1342.5,1590.0,2880.5,0.021725636,0.28867018,235,0,0.18587597281680202,5.8628073,"{""type"":""Point"",""coordinates"":[108.23724475094261,13.693961762547039]}"
00000000000000000270,3601.0,2697.5,732.0,1049.0,1308.0,2870.0,0.030983387,0.3738631,241,0,0.2868497055344015,8.074273,"{""type"":""Point"",""coordinates"":[108.346657713491,13.695308411065179]}"
00000000000000000039,4202.0,3374.5,796.0,1104.5,1494.5,2774.0,-0.0976661,0.29975402,248,0,0.21003166618887215,5.782694,"{""type"":""Point"",""coordinates"":[108.3463901674278,13.695580416229442]}"
00000000000000000060,3811.0,2616.0,1050.0,1260.0,1466.0,2809.0,0.035576038,0.31415203,257,0,0.3251431050264304,7.6164613,"{""type"":""Point"",""coordinates"":[108.37441561754872,13.700971469403058]}"
000000000000000002fd,2708.0,1901.0,569.0,840.0,856.0,2996.0,0.22360629,0.5555556,259,0,0.4182555437787453,4.851146,"{""type"":""Point"",""coordinates"":[108.24290335017943,13.712021121813498]}"
0000000000000000024c,4024.0,3158.0,708.0,926.0,1285.0,2379.0,-0.14068991,0.2985808,359,0,0.7516349252764364,8.578158,"{""type"":""Point"",""coordinates"":[108.36363797030252,13.728996919523965]}"
000000000000000000e9,3707.0,2981.5,789.0,991.5,1167.5,2687.5,-0.051861,0.39429313,387,0,0.49105908083137295,5.107887,"{""type"":""Point"",""coordinates"":[108.35905847352063,13.722798769059676]}"
000000000000000000df,2611.0,2077.0,640.0,1003.0,1210.0,2361.0,0.06399279,0.32231867,431,0,0.41095693894440966,7.598676,"{""type"":""Point"",""coordinates"":[108.3579793710657,13.708516268385488]}"
00000000000000000276,2285.5,1536.5,456.0,672.0,822.0,2312.0,0.20150708,0.47543076,479,0,0.017817328084430595,5.9990163,"{""type"":""Point"",""coordinates"":[108.25395300258987,13.710670014194303]}"
00000000000000000170,2027.0,1218.0,440.0,658.0,574.0,2606.0,0.3629707,0.63899374,483,0,0.011729355913700279,7.9030786,"{""type"":""Point"",""coordinates"":[108.2614978015723,13.727650271005825]}"
00000000000000000214,2126.5,1612.5,518.0,732.0,984.5,1901.0,0.08211186,0.3176226,483,0,0.2033771066812411,6.6255984,"{""type"":""Point"",""coordinates"":[108.25233880800852,13.714981964912983]}"
00000000000000000075,1541.0,732.0,387.0,587.0,362.0,3575.0,0.66008824,0.81610364,484,0,0.5351610373348981,4.165193,"{""type"":""Point"",""coordinates"":[108.26042315821842,13.72791781706903]}"
000000000000000002ca,2383.5,1509.5,686.5,963.5,972.0,2498.0,0.24666251,0.43976945,493,0,0.3926631141459672,12.204934,"{""type"":""Point"",""coordinates"":[108.27120080546459,13.736002167278928]}"
00000000000000000194,2259.0,1438.0,413.0,660.0,631.0,2508.0,0.27116066,0.5979611,494,0,0.5800475656379247,4.6273675,"{""type"":""Point"",""coordinates"":[108.26688885474593,13.730076021978899]}"
00000000000000000018,1991.0,1484.0,447.0,677.0,1074.0,2585.0,0.27058247,0.41295436,497,0,0.22564664278773328,2.0854118,"{""type"":""Point"",""coordinates"":[108.18846664451897,13.760259677009675]}"
0000000000000000018e,1956.0,978.0,361.0,627.0,364.0,2814.0,0.4841772,0.7709251,499,0,0.6467004031423573,3.9869237,"{""type"":""Point"",""coordinates"":[108.28359710639319,13.73762082096133]}"
0000000000000000006d,1500.0,721.0,361.0,612.0,455.0,3047.0,0.6173036,0.7401485,501,0,0.08552519251773638,6.2342763,"{""type"":""Point"",""coordinates"":[108.23050704925086,13.759720125782207]}"
000000000000000002c9,2011.0,993.0,468.0,694.0,439.0,3578.0,0.5655218,0.78142893,503,0,0.7035856132231043,5.3092303,"{""type"":""Point"",""coordinates"":[108.26554220622776,13.736002167278928]}"
0000000000000000020e,2320.5,1487.5,422.0,611.5,692.0,2442.0,0.24290623,0.5583918,504,0,0.4002493646376255,1.908947,"{""type"":""Point"",""coordinates"":[108.27200790275526,13.743011874134941]}"
000000000000000000ed,2351.0,1824.0,432.0,589.0,974.0,1847.0,0.0062653227,0.30946472,505,0,0.7579125659676983,12.161749,"{""type"":""Point"",""coordinates"":[108.25233880800852,13.743279420198153]}"
00000000000000000044,2078.0,958.0,486.0,630.0,436.0,3291.0,0.54907036,0.7660317,506,0,0.4686921273927743,5.309311,"{""type"":""Point"",""coordinates"":[108.25772540208109,13.743011874134943]}"
00000000000000000189,2712.5,1793.5,524.0,767.0,920.5,2721.5,0.2055371,0.4945085,507,0,0.25888742761619854,8.43092,"{""type"":""Point"",""coordinates"":[108.27443365372835,13.757026828745925]}"
00000000000000000229,1743.0,1432.0,491.0,650.0,1111.0,1521.0,0.030138843,0.15577507,507,0,0.5000463983826031,2.0853777,"{""type"":""Point"",""coordinates"":[108.26931460571899,13.74193277168001]}"
00000000000000000011,1874.0,1023.5,326.5,569.0,358.0,3017.0,0.49337953,0.78785187,508,0,0.656143453714199,6.7931824,"{""type"":""Point"",""coordinates"":[108.2830575551657,13.73762082096133]}"
00000000000000000305,1345.0,651.5,290.0,471.5,298.0,3313.5,0.6713745,0.8349716,508,0,0.6493977356280275,4.71466,"{""type"":""Point"",""coordinates"":[108.28117135542011,13.738967469479467]}"
00000000000000000042,2112.0,925.0,472.0,620.0,378.0,3789.0,0.607552,0.8185745,509,0,0.6327965316701967,0.95474637,"{""type"":""Point"",""coordinates"":[108.25826495330854,13.74489807388055]}"
00000000000000000050,1926.0,1591.0,433.0,579.0,1048.0,1562.0,-0.00919759,0.19693486,509,0,0.4965056568135624,10.495756,"{""type"":""Point"",""coordinates"":[108.27335901037448,13.740046571934405]}"
0000000000000000005a,2110.5,903.5,399.5,603.5,305.5,3259.0,0.5658859,0.8285875,509,0,0.05142838021141438,4.6767397,"{""type"":""Point"",""coordinates"":[108.2614978015723,13.747863376081094]}"
000000000000000001b5,2237.5,1768.0,452.0,607.0,900.5,1918.5,0.04082463,0.36112097,511,0,0.6310590101108979,2.122025,"{""type"":""Point"",""coordinates"":[108.27147281062885,13.746244722398695]}"
0000000000000000022a,2029.0,884.5,381.0,568.5,275.0,3553.5,0.60139704,0.8563406,513,0,0.6553266953376787,5.4344916,"{""type"":""Point"",""coordinates"":[108.2614978015723,13.750289127054169]}"
0000000000000000029d,2060.5,875.5,406.5,545.0,303.0,3362.0,0.58678466,0.8346521,513,0,0.23096413474603905,4.724009,"{""type"":""Point"",""coordinates"":[108.26392355254536,13.757294374809131]}"
0000000000000000005d,1478.0,633.0,301.0,503.0,316.0,3400.0,0.68608975,0.82992464,514,0,0.5802118577271255,6.464861,"{""type"":""Point"",""coordinates"":[108.28251800393824,13.73896746947947]}"
0000000000000000020d,2076.5,1642.0,420.5,579.5,1025.5,1589.0,-0.01640359,0.21552879,514,0,0.2172232961004683,3.8251762,"{""type"":""Point"",""coordinates"":[108.27767096109314,13.747863376081094]}"
00000000000000000043,2212.0,1539.0,387.5,565.0,738.5,2430.0,0.2244898,0.5338488,515,0,0.7848639126132103,6.464861,"{""type"":""Point"",""coordinates"":[108.25691830479042,13.750556673117375]}"
00000000000000000134,3144.0,2046.5,703.5,993.5,1074.5,2896.0,0.17187658,0.45875835,515,0,0.7977024745174215,7.331048,"{""type"":""Point"",""coordinates"":[108.34746926988272,13.77642837742947]}"
0000000000000000016f,2728.0,1937.0,711.0,938.0,1228.0,2265.0,0.078058064,0.29687947,515,0,0.44852739598115465,7.649543,"{""type"":""Point"",""coordinates"":[108.26123025550909,13.761606325527817]}"
00000000000000000264,2282.5,1297.0,328.0,522.0,451.5,2672.5,0.3465172,0.7109475,515,0,0.032758966038309745,1.8543341,"{""type"":""Point"",""coordinates"":[108.25125970555358,13.75298242409045]}"
0000000000000000001d,1916.5,1520.0,486.5,667.5,990.5,1957.0,0.12568305,0.327905,516,0,0.6707278844299244,6.903215,"{""type"":""Point"",""coordinates"":[108.24398245263437,13.757294374809133]}"
000000000000000002f4,2066.0,910.5,385.5,597.5,380.0,3465.0,0.583819,0.8023407,516,0,0.6032508962776036,4.6273675,"{""type"":""Point"",""coordinates"":[108.25880450453602,13.749749575826701]}"
000000000000000001be,3022.5,1888.0,582.5,840.5,932.5,2735.5,0.18330269,0.49154854,518,0,0.7045013869199831,9.366896,"{""type"":""Point"",""coordinates"":[108.26176980673655,13.761066774300348]}"
0000000000000000002c,2595.0,1944.0,460.0,700.0,1049.0,2200.0,0.06177606,0.35426286,520,0,0.4849668677932102,2.8621821,"{""type"":""Point"",""coordinates"":[108.28117135542011,13.750017121889908]}"
0000000000000000011e,2283.0,1873.0,441.0,641.0,990.0,2035.0,0.04145343,0.34545454,520,0,0.7776023439901436,4.6273675,"{""type"":""Point"",""coordinates"":[108.25179925678104,13.751903321635515]}"
0000000000000000026a,3019.5,2040.5,575.0,792.5,921.5,2605.0,0.121515445,0.47738552,520,0,0.07190717009659597,2.9391992,"{""type"":""Point"",""coordinates"":[108.3399244709003,13.771309329420113]}"
00000000000000000207,2224.0,1355.0,423.0,637.0,639.0,2852.0,0.3558355,0.6339158,522,0,0.7118551450872852,3.8251798,"{""type"":""Point"",""coordinates"":[108.25718585085363,13.751096224344842]}"
0000000000000000024d,2308.5,1306.0,497.0,638.0,674.0,2868.0,0.37422138,0.61942405,522,0,0.6434649373517081,3.0083406,"{""type"":""Point"",""coordinates"":[108.26015115305415,13.761338779464607]}"
000000000000000001c5,2597.0,1526.0,484.0,788.0,678.0,2932.0,0.31538805,0.6243767,525,0,0.6400752039289322,12.753443,"{""type"":""Point"",""coordinates"":[108.3304890130712,13.767536929928898]}"
000000000000000001af,1978.0,1575.0,465.0,636.5,992.5,1813.5,0.07038513,0.2925873,526,0,0.10670672525567593,2.0853906,"{""type"":""Point"",""coordinates"":[108.27254745398274,13.748938019434975]}"
00000000000000000294,2994.0,2112.0,593.5,762.0,793.5,2830.5,0.14537178,0.5620861,526,0,0.5246793693409552,4.715148,"{""type"":""Point"",""coordinates"":[108.34099911425417,13.776160831366262]}"
00000000000000000059,3961.0,2949.5,787.5,1094.0,1165.0,2956.0,0.0011006689,0.43460324,527,0,0.02234994835810966,2.0854454,"{""type"":""Point"",""coordinates"":[108.34045956302671,13.778314577175074]}"
0000000000000000019f,2302.5,1642.5,517.0,704.5,954.0,2043.5,0.10879002,0.36346957,527,0,0.3998861749667262,4.714798,"{""type"":""Point"",""coordinates"":[108.27281945914699,13.749477570662444]}"
000000000000000001aa,4273.0,3263.0,1032.0,1354.0,1628.0,2800.0,-0.07636484,0.2646793,528,0,0.4494885459469927,3.814234,"{""type"":""Point"",""coordinates"":[108.34181067064593,13.77804703111187]}"
00000000000000000025,2759.0,1908.0,664.0,909.0,1065.0,2473.0,0.12896599,0.39796495,531,0,0.21968179428212775,8.754548,"{""type"":""Point"",""coordinates"":[108.30354266540523,13.759987671845414]}"
00000000000000000069,2714.5,1949.0,482.5,624.5,904.5,2003.5,0.013788741,0.37792298,531,0,0.004908329870696115,3.825182,"{""type"":""Point"",""coordinates"":[108.25772540208108,13.753249970153655]}"
0000000000000000010a,2556.0,2171.0,519.5,677.5,1138.5,1861.0,-0.07688492,0.24087349,531,0,0.6857019236745263,0.0,"{""type"":""Point"",""coordinates"":[108.25880450453602,13.754329072608593]}"
0000000000000000015a,3823.0,2629.0,731.5,883.0,1116.5,2944.0,0.05652252,0.45006773,532,0,0.42564617587002695,6.024413,"{""type"":""Point"",""coordinates"":[108.34073156819099,13.776695923492674]}"
000000000000000002fa,3664.0,3180.0,1180.0,1435.0,1711.0,2630.0,-0.09466437,0.21170238,537,0,0.7348931667314476,4.239057,"{""type"":""Point"",""coordinates"":[108.3385733632811,13.801760530514096]}"
00000000000000000122,2076.0,1565.0,576.0,785.0,1112.0,1895.0,0.095375724,0.26039243,538,0,0.5152935155863847,6.736317,"{""type"":""Point"",""coordinates"":[108.33076101823546,13.772655977938253]}"
0000000000000000019d,2527.0,1647.5,576.0,849.5,908.5,2691.0,0.24052092,0.49520767,538,0,0.010877414039122124,0.92740995,"{""type"":""Point"",""coordinates"":[108.3345334177267,13.796101931277274]}"
0000000000000000010e,3418.0,2520.0,748.0,1000.0,1111.0,2358.0,-0.033210333,0.3594696,539,0,0.48853865904549554,6.000653,"{""type"":""Point"",""coordinates"":[108.34369687039153,13.781547425438825]}"
000000000000000001e5,2216.0,1472.5,606.0,814.0,753.0,2351.0,0.2297633,0.51481956,539,0,0.3186468594734605,6.2343593,"{""type"":""Point"",""coordinates"":[108.33102856429868,13.774809723747067]}"
0000000000000000000b,3148.0,2314.0,685.0,974.5,1195.5,2394.0,0.016992353,0.33389053,541,0,0.1506251516711059,8.756513,"{""type"":""Point"",""coordinates"":[108.34396441645472,13.769151124510245]}"
000000000000000001f2,2894.5,2195.5,626.0,842.5,1065.5,2482.0,0.061250668,0.39929527,541,0,0.2606683056279021,2.9392226,"{""type"":""Point"",""coordinates"":[108.33938491967285,13.789096683522308]}"
00000000000000000072,3348.0,2174.0,671.0,953.0,1124.0,2708.0,0.1093814,0.41336116,542,0,0.16987129230693632,6.344364,"{""type"":""Point"",""coordinates"":[108.33130056946294,13.811191529242132]}"
000000000000000001b2,2503.0,1821.0,525.0,758.0,952.0,2552.0,0.16716214,0.456621,542,0,0.6201756510141783,2.1221554,"{""type"":""Point"",""coordinates"":[108.30542886515086,13.763760071336627]}"
0000000000000000004f,3364.5,2559.0,734.0,936.5,1123.5,2499.5,-0.011762381,0.37979576,543,0,0.2829386540829999,4.8528857,"{""type"":""Point"",""coordinates"":[108.33911291450859,13.79933477954102]}"
00000000000000000304,2606.0,1905.5,622.0,837.5,967.5,2229.5,0.0783555,0.39474508,544,0,0.25376002225852623,9.102495,"{""type"":""Point"",""coordinates"":[108.344236421619,13.769151124510245]}"
000000000000000000d1,2361.0,2127.0,620.0,767.0,951.0,2161.0,0.007929104,0.3888175,547,0,0.6027895075472217,0.92740995,"{""type"":""Point"",""coordinates"":[108.31701360968769,13.79313662907673]}"
0000000000000000017d,2725.0,2022.0,584.0,878.0,1146.0,2255.0,0.05447744,0.32608056,547,0,0.39822480975449603,1.330951,"{""type"":""Point"",""coordinates"":[108.30785461612393,13.760259677009675]}"
000000000000000001d1,2785.0,2381.0,837.0,1130.0,1419.0,1997.0,-0.08771128,0.16920374,547,0,0.7346889125136822,1.3310575,"{""type"":""Point"",""coordinates"":[108.33749871992723,13.79664148250474]}"
00000000000000000308,3488.0,2484.0,622.0,907.0,1070.0,2511.0,0.0054054055,0.40240157,547,0,0.4305619238436107,6.343903,"{""type"":""Point"",""coordinates"":[108.344236421619,13.789903780812983]}"
00000000000000000181,3940.0,3183.0,919.0,1168.5,1487.5,2809.5,-0.06232791,0.3076565,549,0,0.6742002268256634,0.92740995,"{""type"":""Point"",""coordinates"":[108.31836471730689,13.803379184196498]}"
000000000000000001fc,3360.0,2406.5,657.0,891.0,1113.5,2411.0,9.340944E-4,0.36813733,549,0,0.3022194273916149,13.258009,"{""type"":""Point"",""coordinates"":[108.3445039676822,13.787478029839907]}"
000000000000000002d3,2796.0,1971.0,685.0,888.0,1016.0,2696.0,0.15534605,0.4525862,550,0,0.423933551791177,13.29136,"{""type"":""Point"",""coordinates"":[108.33291476404429,13.766185822309705]}"
00000000000000000116,1512.0,791.0,319.5,542.5,392.5,3119.5,0.59544814,0.7764806,551,0,0.6559588793994277,4.1654534,"{""type"":""Point"",""coordinates"":[108.31782516607943,13.79798813102288]}"
00000000000000000306,2083.0,1706.0,463.0,669.0,871.0,1999.0,0.07908232,0.39303136,552,0,0.1804544071834866,3.7047918,"{""type"":""Point"",""coordinates"":[108.32079046827997,13.793136629076733]}"
0000000000000000020b,2959.0,1929.0,544.0,825.0,878.0,2604.0,0.148908,0.49569213,554,0,0.1939227429104462,2.939242,"{""type"":""Point"",""coordinates"":[108.3148598638789,13.803646730259706]}"
00000000000000000279,2460.0,1519.0,406.0,624.0,654.0,2693.0,0.27872744,0.60920227,554,0,0.5640625577853646,4.6273675,"{""type"":""Point"",""coordinates"":[108.32510241899865,13.80553293000531]}"
0000000000000000027f,3105.0,2507.0,858.0,1137.0,1412.0,2847.0,0.06350392,0.33693355,554,0,0.7631084736609967,5.8629785,"{""type"":""Point"",""coordinates"":[108.31189456167836,13.759448120617945]}"
000000000000000002e2,3789.0,2875.0,881.0,1149.0,1348.0,2922.0,0.008107642,0.36861828,554,0,0.4100200100683742,2.6607175,"{""type"":""Point"",""coordinates"":[108.31324121019648,13.803107179032235]}"
000000000000000000a7,3082.0,2277.0,629.0,812.0,999.0,2225.0,-0.011550422,0.38027295,556,0,0.04210222634426497,5.5099473,"{""type"":""Point"",""coordinates"":[108.32914236455308,13.81065643711572]}"
00000000000000000106,3600.0,2749.0,925.0,1183.0,1607.0,2774.0,0.0045265253,0.26637754,556,0,0.10817361157770955,5.0025945,"{""type"":""Point"",""coordinates"":[108.32375131137947,13.772655977938253]}"
00000000000000000125,3786.0,3035.0,896.0,1171.0,1445.0,2449.0,-0.10685631,0.25783256,557,0,0.5051820080906724,0.9549528,"{""type"":""Point"",""coordinates"":[108.33911291450859,13.795562380049807]}"
000000000000000000c0,2700.5,1795.5,533.0,746.5,712.0,2965.0,0.24566747,0.61272776,558,0,0.6059983510780252,16.188908,"{""type"":""Point"",""coordinates"":[108.34746926988272,13.763760071336625]}"
000000000000000000de,3881.0,3038.0,1008.0,1256.0,1538.0,2518.0,-0.09359251,0.24161735,559,0,0.40015765306229656,6.7183433,"{""type"":""Point"",""coordinates"":[108.33938491967285,13.79502282882234]}"
000000000000000002a3,4121.0,3279.0,841.0,1095.0,1446.0,2529.0,-0.12913223,0.27245283,561,0,0.20109127823839335,11.845088,"{""type"":""Point"",""coordinates"":[108.31485986387888,13.804186281487173]}"
00000000000000000174,2172.5,1696.5,467.5,697.5,1278.5,1802.5,0.03029437,0.17007466,562,0,0.30448084943751297,2.9392016,"{""type"":""Point"",""coordinates"":[108.25179925678104,13.773463075228925]}"
000000000000000001c9,3870.0,3208.0,904.0,1205.0,1493.0,2539.0,-0.116408564,0.2594246,562,0,0.1110989278965191,2.7802885,"{""type"":""Point"",""coordinates"":[108.31593896633382,13.785052278866834]}"
00000000000000000149,2453.0,1598.0,500.0,740.0,779.0,2328.0,0.1859399,0.49855167,563,0,0.041022754664577166,5.547545,"{""type"":""Point"",""coordinates"":[108.30785461612392,13.80580493516957]}"
000000000000000000bb,3838.5,2907.5,783.0,1018.0,1101.0,2402.5,-0.09510358,0.37148565,564,0,0.4292245558457045,10.765781,"{""type"":""Point"",""coordinates"":[108.32941436971733,13.8198154306795]}"
0000000000000000007f,2630.0,1746.5,483.5,655.5,838.5,2346.0,0.14648747,0.4733867,565,0,0.5749884740085064,8.077579,"{""type"":""Point"",""coordinates"":[108.30650350850472,13.805265383942102]}"
000000000000000001df,2343.0,1715.0,495.0,810.0,841.0,2292.0,0.143998,0.46313438,565,0,0.11117484886765772,8.500245,"{""type"":""Point"",""coordinates"":[108.2272742009871,13.79340863424099]}"
00000000000000000226,3139.5,2016.5,606.5,870.5,1079.0,2955.5,0.1888576,0.4651134,565,0,0.5594888048354594,8.724671,"{""type"":""Point"",""coordinates"":[108.31108746438767,13.78100787421136]}"
00000000000000000243,1885.0,1366.0,436.0,611.0,737.5,1944.5,0.17474702,0.45003727,565,0,0.1878688501975977,1.3310078,"{""type"":""Point"",""coordinates"":[108.28467620884813,13.779661225693216]}"
000000000000000002f6,2708.0,1622.5,509.5,757.5,856.0,2803.5,0.26683235,0.53217655,567,0,0.6937125964998782,11.874635,"{""type"":""Point"",""coordinates"":[108.33264721798109,13.829790439736055]}"
000000000000000000c9,4064.5,3231.5,975.5,1259.5,1643.5,2741.0,-0.082126416,0.2503136,568,0,0.7663037615866249,6.2343993,"{""type"":""Point"",""coordinates"":[108.31054791316019,13.781819430603084]}"
0000000000000000011b,2133.0,1613.0,537.0,767.0,1205.0,1720.0,0.03210321,0.17606838,568,0,0.23574420860929157,3.371072,"{""type"":""Point"",""coordinates"":[108.2434429014069,13.79017132687619]}"
000000000000000000b4,2641.0,1960.0,515.0,683.0,846.0,2261.0,0.07131012,0.45542324,571,0,0.5846116517057097,18.858822,"{""type"":""Point"",""coordinates"":[108.3482763671734,13.786398927384973]}"
0000000000000000019a,3320.0,2412.0,667.0,960.0,1127.0,2513.0,0.020507615,0.38076922,571,0,0.2893910775045694,6.7181025,"{""type"":""Point"",""coordinates"":[108.31539941510636,13.786398927384974]}"
0000000000000000004a,2419.0,1411.0,488.0,782.0,672.0,2716.0,0.31621033,0.60330576,572,0,0.31873201566567266,6.7937675,"{""type"":""Point"",""coordinates"":[108.32456286777118,13.766457827473966]}"
0000000000000000001f,2180.5,1170.0,436.0,662.5,560.0,2889.5,0.42357433,0.67531526,573,0,0.4170794702881797,2.122572,"{""type"":""Point"",""coordinates"":[108.26203735279978,13.820626987071225]}"
000000000000000000e7,4109.0,3497.0,1023.0,1352.0,1785.0,2769.0,-0.11618257,0.21607378,576,0,0.6253901225519537,8.75657,"{""type"":""Point"",""coordinates"":[108.3148598638789,13.783973176411902]}"
00000000000000000179,1912.0,1480.0,459.0,663.0,1006.0,1760.0,0.086419754,0.2725958,579,0,0.18448673881662647,3.3710349,"{""type"":""Point"",""coordinates"":[108.2809038093569,13.782358981830551]}"
00000000000000000070,2437.0,1644.0,448.0,676.0,825.0,2209.0,0.14663899,0.45616347,584,0,0.027395376186019282,3.7047918,"{""type"":""Point"",""coordinates"":[108.27066125423714,13.793136629076733]}"
0000000000000000012b,2640.5,1686.5,497.5,719.5,673.5,2490.0,0.19238597,0.57420576,584,0,0.1393844839752194,7.2030654,"{""type"":""Point"",""coordinates"":[108.34369687039151,13.796909028567947]}"
000000000000000002b9,3181.5,2256.0,767.0,953.5,1110.5,2369.5,0.024537887,0.3617816,584,0,0.17836675228593446,6.7188864,"{""type"":""Point"",""coordinates"":[108.35339541518277,13.781547425438823]}"
00000000000000000221,3006.0,1862.0,645.0,866.0,922.0,2648.0,0.17427938,0.4834734,585,0,0.06629582371370579,12.902037,"{""type"":""Point"",""coordinates"":[108.35043457208329,13.812810182924531]}"
0000000000000000008c,2181.0,1348.0,527.5,755.0,688.5,2973.0,0.37607035,0.6239246,586,0,0.07609598852481636,5.109697,"{""type"":""Point"",""coordinates"":[108.26527466016456,13.818740787325618]}"
000000000000000001f7,2516.0,1603.0,606.0,847.0,850.0,2708.0,0.25632104,0.5222035,586,0,0.2687717366893274,3.8252425,"{""type"":""Point"",""coordinates"":[108.3482763671734,13.81307772898774]}"
00000000000000000267,2102.0,1038.0,384.0,638.0,469.0,3349.0,0.5267837,0.75432163,588,0,0.06313518902967419,18.096088,"{""type"":""Point"",""coordinates"":[108.35528161492837,13.782626527893758]}"
000000000000000002ff,2608.0,1643.5,568.0,800.0,859.5,2895.5,0.27583167,0.5422104,588,0,0.7985496043796767,16.357588,"{""type"":""Point"",""coordinates"":[108.34369687039151,13.762685427982749]}"
00000000000000000218,2351.0,1211.0,438.0,644.0,642.0,2719.0,0.383715,0.6179708,590,0,0.48694256788822854,12.360727,"{""type"":""Point"",""coordinates"":[108.34369687039151,13.848384891128928]}"
000000000000000001ab,3076.5,2035.5,625.5,893.5,982.0,2745.5,0.1485045,0.4731053,592,0,0.4493202460900947,4.2392035,"{""type"":""Point"",""coordinates"":[108.3428853139998,13.811731080469599]}"
0000000000000000019c,3549.5,2622.5,841.0,1092.0,1339.5,2688.0,0.012334055,0.3348231,593,0,0.29522699270013986,7.9363685,"{""type"":""Point"",""coordinates"":[108.35124166937395,13.781547425438823]}"
00000000000000000038,2545.5,1828.0,500.5,793.0,936.0,2332.0,0.12115385,0.42717257,595,0,0.4504508013600621,4.6273675,"{""type"":""Point"",""coordinates"":[108.27820605321956,13.787478029839907]}"
00000000000000000195,2302.0,1328.0,419.0,689.0,639.0,2905.0,0.37254903,0.6393905,596,0,0.5880345566320616,0.0,"{""type"":""Point"",""coordinates"":[108.1760703435904,13.796369477340479]}"
0000000000000000029f,2407.0,1355.0,430.0,735.0,607.5,2937.5,0.3686663,0.65726376,597,0,0.5623684829450863,1.3310608,"{""type"":""Point"",""coordinates"":[108.1752632462997,13.797720584959672]}"
00000000000000000206,3158.5,2280.5,832.0,1106.0,1409.5,2605.0,0.06642104,0.2977955,598,0,0.47125801999529204,6.718641,"{""type"":""Point"",""coordinates"":[108.3124341129058,13.75460107777285]}"
00000000000000000055,3893.0,3078.0,827.0,1070.0,1359.0,2347.0,-0.13474654,0.2665947,599,0,0.2872260612226841,9.887308,"{""type"":""Point"",""coordinates"":[108.31378076142394,13.755136169899265]}"
00000000000000000242,2861.5,1857.0,580.0,756.5,881.5,2690.0,0.1831977,0.5063699,599,0,0.7197800829362127,6.6270795,"{""type"":""Point"",""coordinates"":[108.31889980943332,13.817389679706423]}"
0000000000000000024e,2212.0,1067.0,338.0,626.0,461.0,3010.0,0.4765759,0.73437047,599,0,0.4717631038884642,14.63545,"{""type"":""Point"",""coordinates"":[108.34962301569155,13.81281018292453]}"
00000000000000000314,2557.0,1946.0,589.0,866.0,1174.5,2109.0,0.040197287,0.28460485,599,0,0.5859086269638283,2.7802885,"{""type"":""Point"",""coordinates"":[108.27901760961129,13.789631775648722]}"
0000000000000000010b,2979.0,1802.0,610.0,840.0,963.0,2668.0,0.19373602,0.46956763,600,0,0.512560252223568,9.849194,"{""type"":""Point"",""coordinates"":[108.34908346446409,13.792597077849264]}"
0000000000000000027a,2947.5,2016.0,708.0,947.0,1051.5,2905.5,0.18073758,0.46853676,600,0,0.40038831400197594,2.6606815,"{""type"":""Point"",""coordinates"":[108.34746926988272,13.796909028567947]}"
0000000000000000030b,1707.5,936.5,362.5,542.5,560.0,2588.5,0.4686525,0.64427507,600,0,0.028988519850068784,4.852853,"{""type"":""Point"",""coordinates"":[108.30623596244153,13.797720584959672]}"
000000000000000000eb,3116.0,2201.0,676.0,922.0,938.0,2690.0,0.09997956,0.4829107,601,0,0.22575940472328793,14.289366,"{""type"":""Point"",""coordinates"":[108.34908346446409,13.793136629076733]}"
000000000000000002fc,2502.0,2023.0,682.0,859.0,915.0,2186.0,0.03872654,0.4098678,601,0,0.1431853933888937,1.8543341,"{""type"":""Point"",""coordinates"":[108.32563751112505,13.762685427982749]}"
0000000000000000005b,3381.0,2345.0,658.0,912.0,1047.0,2823.0,0.09249226,0.45891473,605,0,0.7147946177925286,2.6606507,"{""type"":""Point"",""coordinates"":[108.34935546962835,13.79178998055859]}"
0000000000000000016d,1976.0,1602.5,686.0,1013.0,1152.5,1897.5,0.084285714,0.2442623,605,0,0.5787875016258657,4.1656933,"{""type"":""Point"",""coordinates"":[108.22916040073272,13.862127840575646]}"
00000000000000000076,3336.0,2475.0,912.0,1233.0,1429.0,2913.0,0.08129176,0.34177798,607,0,0.4894922926879528,2.122525,"{""type"":""Point"",""coordinates"":[108.34369687039151,13.814156831442673]}"
00000000000000000312,2855.0,2157.0,632.5,876.0,1079.5,2262.0,0.023761032,0.353883,608,0,0.037502169367211624,4.724184,"{""type"":""Point"",""coordinates"":[108.2566507587272,13.96911505215097]}"
000000000000000001eb,2170.0,1611.0,435.0,663.0,1146.0,1843.0,0.067168504,0.23318836,609,0,0.25635583584928334,6.7950377,"{""type"":""Point"",""coordinates"":[108.25637875356294,13.828978883344329]}"
