system:index,defo,elevation,rand,slope,treecover2000,.geo
0000000000000000032b,0,1254,0.7434632465151608,3,98,"{""type"":""Point"",""coordinates"":[108.37672097279335,14.56510512165139]}"
00000000000000000368,0,1040,0.6034317280921062,3,98,"{""type"":""Point"",""coordinates"":[108.48640148140494,14.470781757067847]}"
00000000000000000477,0,919,0.677057916838805,3,98,"{""type"":""Point"",""coordinates"":[108.57506624675166,14.450568651992576]}"
0000000000000000047e,0,947,0.3417837977376996,3,98,"{""type"":""Point"",""coordinates"":[108.57668490043406,14.44544960398322]}"
00000000000000000507,0,1132,0.055681110611632945,3,98,"{""type"":""Point"",""coordinates"":[108.38561242029391,14.440326096872809]}"
00000000000000000561,0,766,0.19622401242081966,3,98,"{""type"":""Point"",""coordinates"":[108.6459436579962,14.229852068049114]}"
0000000000000000001a,0,1028,0.14690179155483263,4,98,"{""type"":""Point"",""coordinates"":[108.46753948394887,14.411221544296971]}"
000000000000000000f3,0,641,0.5286942369502299,4,98,"{""type"":""Point"",""coordinates"":[108.55781844387694,14.219881518093606]}"
00000000000000000121,0,690,0.14120451260870004,4,98,"{""type"":""Point"",""coordinates"":[108.65861196408902,14.17945530794307]}"
00000000000000000171,0,998,0.5634190232799535,4,98,"{""type"":""Point"",""coordinates"":[108.48262908191374,14.418498797216191]}"
00000000000000000199,0,1144,0.44112733821076555,4,98,"{""type"":""Point"",""coordinates"":[108.40312776923184,14.351126239399683]}"
000000000000000001b9,0,933,0.3402023159432249,4,98,"{""type"":""Point"",""coordinates"":[108.52170864354613,14.375111743966162]}"
000000000000000002b8,0,963,0.2953869923711563,4,98,"{""type"":""Point"",""coordinates"":[108.52440194058241,14.413107744042579]}"
00000000000000000385,0,886,0.1642052111137342,4,98,"{""type"":""Point"",""coordinates"":[108.47023278098516,14.331720231615085]}"
000000000000000005a1,0,887,0.37607288241159387,4,98,"{""type"":""Point"",""coordinates"":[108.56536324285938,14.448142901019507]}"
00000000000000000054,0,899,0.21692143011098197,5,98,"{""type"":""Point"",""coordinates"":[108.5877345528445,14.437365253773324]}"
0000000000000000005f,0,707,0.043513274395191814,5,98,"{""type"":""Point"",""coordinates"":[108.65402800820608,14.198049759335937]}"
00000000000000000120,0,931,0.18383196891059062,5,98,"{""type"":""Point"",""coordinates"":[108.39073146830326,14.184578815053477]}"
00000000000000000145,0,678,0.7201514247870565,5,98,"{""type"":""Point"",""coordinates"":[108.42495952798953,14.2441345687233]}"
000000000000000001c0,0,999,0.24131604699123765,5,98,"{""type"":""Point"",""coordinates"":[108.4847872868236,14.410142441842039]}"
00000000000000000220,0,1252,0.6639679860038774,5,98,"{""type"":""Point"",""coordinates"":[108.38264711809337,14.573996569151959]}"
0000000000000000028a,0,897,0.5500409119102709,5,98,"{""type"":""Point"",""coordinates"":[108.59069985504505,14.435474594926662]}"
000000000000000003b1,0,917,0.5991744017325816,5,98,"{""type"":""Point"",""coordinates"":[108.6057894530099,14.424696947680484]}"
000000000000000003fe,0,896,0.016892615865569116,5,98,"{""type"":""Point"",""coordinates"":[108.56967519357806,14.405830491123353]}"
00000000000000000486,0,1002,0.7693299317738118,5,98,"{""type"":""Point"",""coordinates"":[108.4990697874978,14.40259764285961]}"
000000000000000004aa,0,1072,0.4503156598901311,5,98,"{""type"":""Point"",""coordinates"":[108.47185143466754,14.447875354956293]}"
000000000000000004eb,0,1041,0.37468177809134284,5,98,"{""type"":""Point"",""coordinates"":[108.5807248459885,14.491529954269533]}"
00000000000000000565,0,1113,0.4377449402983943,5,98,"{""type"":""Point"",""coordinates"":[108.41902892358843,14.440058550809605]}"
0000000000000000056c,0,734,0.5560092404558372,5,98,"{""type"":""Point"",""coordinates"":[108.66858251404453,14.202901261282088]}"
000000000000000005df,0,924,0.06251168781480865,5,98,"{""type"":""Point"",""coordinates"":[108.49853023627033,14.368374042274407]}"
00000000000000000061,0,735,0.7541158003629554,6,98,"{""type"":""Point"",""coordinates"":[108.41202367583347,14.203712817673814]}"
00000000000000000079,0,1123,0.3309624814543085,6,98,"{""type"":""Point"",""coordinates"":[108.42630617650767,14.467816454867307]}"
000000000000000000ec,0,1052,0.12396189049165818,6,98,"{""type"":""Point"",""coordinates"":[108.52979299375602,14.518480761036555]}"
0000000000000000016d,0,987,0.49273863954303754,6,98,"{""type"":""Point"",""coordinates"":[108.50392128944394,14.403676745314542]}"
00000000000000000182,0,731,0.6204408052284621,6,98,"{""type"":""Point"",""coordinates"":[108.61764620271101,14.246560319696375]}"
000000000000000001bb,0,793,0.5775854038018415,6,98,"{""type"":""Point"",""coordinates"":[108.65025560871489,14.277551072017824]}"
000000000000000001da,0,1091,0.7838300585629386,6,98,"{""type"":""Point"",""coordinates"":[108.46996523492194,14.493955705242605]}"
0000000000000000025c,0,912,0.5818303889269991,6,98,"{""type"":""Point"",""coordinates"":[108.58315059696157,14.446256701273896]}"
000000000000000002b1,0,1103,0.08198297562137857,6,98,"{""type"":""Point"",""coordinates"":[108.4033997743961,14.468356006094774]}"
000000000000000002e5,0,864,0.6432844609109218,6,98,"{""type"":""Point"",""coordinates"":[108.58827410407197,14.37753749493924]}"
0000000000000000030e,0,940,0.6690530752272028,6,98,"{""type"":""Point"",""coordinates"":[108.61872530516597,14.505005357653046]}"
00000000000000000319,0,949,0.7679263345909945,6,98,"{""type"":""Point"",""coordinates"":[108.57264049577859,14.459999650720613]}"
00000000000000000483,0,961,0.6884265643637939,6,98,"{""type"":""Point"",""coordinates"":[108.50661458648021,14.378612138293123]}"
000000000000000004c3,0,966,0.20972371573997572,6,98,"{""type"":""Point"",""coordinates"":[108.58962075259012,14.468623552157979]}"
00000000000000000573,0,840,0.7703095901791654,6,98,"{""type"":""Point"",""coordinates"":[108.61710665148355,14.337111284788698]}"
00000000000000000578,0,953,0.6640026840723431,6,98,"{""type"":""Point"",""coordinates"":[108.59096740110824,14.45002910076511]}"
00000000000000000001,0,1153,0.2555607954724173,7,98,"{""type"":""Point"",""coordinates"":[108.38830571733018,14.454608597546997]}"
00000000000000000033,0,1058,0.5824073674481655,7,98,"{""type"":""Point"",""coordinates"":[108.43304387819943,14.412840197979367]}"
00000000000000000052,0,880,0.43354233918611274,7,98,"{""type"":""Point"",""coordinates"":[108.59716555157254,14.397478594850249]}"
0000000000000000009f,0,1224,0.17224977149990628,7,98,"{""type"":""Point"",""coordinates"":[108.3901919170758,14.527911759764592]}"
000000000000000000fa,0,968,0.19777315543657759,7,98,"{""type"":""Point"",""coordinates"":[108.52548104303736,14.415805500179912]}"
00000000000000000181,0,810,0.43099975177680905,7,98,"{""type"":""Point"",""coordinates"":[108.6319287033852,14.326601183605728]}"
000000000000000001c7,0,1243,0.6329392527282103,7,98,"{""type"":""Point"",""coordinates"":[108.3977411751593,14.53653566120196]}"
000000000000000002aa,0,1036,0.6417088213766603,7,98,"{""type"":""Point"",""coordinates"":[108.51119854236318,14.492341510661253]}"
00000000000000000336,0,1139,0.1305871516254019,7,98,"{""type"":""Point"",""coordinates"":[108.4616088795478,14.505005357653046]}"
00000000000000000384,0,903,0.7031838627847974,7,98,"{""type"":""Point"",""coordinates"":[108.62034395884837,14.451647754447507]}"
000000000000000003b0,0,843,0.4619579474243345,7,98,"{""type"":""Point"",""coordinates"":[108.58503679670719,14.506624011335447]}"
000000000000000003b4,0,997,0.7830104302906385,7,98,"{""type"":""Point"",""coordinates"":[108.49556493406978,14.42550404497116]}"
00000000000000000548,0,953,0.5695679304986733,7,98,"{""type"":""Point"",""coordinates"":[108.62680965537587,14.52359980904591]}"
0000000000000000058f,0,867,0.16083401424196542,7,98,"{""type"":""Point"",""coordinates"":[108.59959130254562,14.3910084392217]}"
000000000000000005b2,0,705,0.11134269489665749,7,98,"{""type"":""Point"",""coordinates"":[108.66453810938907,14.192663165263376]}"
00000000000000000078,0,680,0.6846169815007663,8,98,"{""type"":""Point"",""coordinates"":[108.59770510280002,14.242248368977691]}"
000000000000000000c2,0,763,0.4741708014943111,8,98,"{""type"":""Point"",""coordinates"":[108.65268135968795,14.237396867031546]}"
00000000000000000180,0,871,0.3208442877855111,8,98,"{""type"":""Point"",""coordinates"":[108.42873192748074,14.35031468300795]}"
000000000000000001c2,0,942,0.12356218481307368,8,98,"{""type"":""Point"",""coordinates"":[108.57210094455114,14.464583606603561]}"
00000000000000000210,0,846,0.7748594657334907,8,98,"{""type"":""Point"",""coordinates"":[108.60821520398298,14.480752307023351]}"
00000000000000000229,0,686,0.35009102142656434,8,98,"{""type"":""Point"",""coordinates"":[108.65941906137971,14.194549365008983]}"
0000000000000000024c,0,926,0.08202552965366505,8,98,"{""type"":""Point"",""coordinates"":[108.58934874742586,14.453801500256326]}"
000000000000000003bf,0,961,0.5196725171480228,8,98,"{""type"":""Point"",""coordinates"":[108.51415938546266,14.418766343279398]}"
00000000000000000456,0,1097,0.1733553232417584,8,98,"{""type"":""Point"",""coordinates"":[108.50149553847086,14.52117405807284]}"
00000000000000000499,0,984,0.19007224166065018,8,98,"{""type"":""Point"",""coordinates"":[108.50931234261755,14.416612597470584]}"
000000000000000004b1,0,939,0.5224149660603029,8,98,"{""type"":""Point"",""coordinates"":[108.52790679401043,14.42388985038981]}"
000000000000000004ef,0,1063,0.1260535149589489,8,98,"{""type"":""Point"",""coordinates"":[108.45756893399337,14.438439897127205]}"
0000000000000000060c,0,966,0.5134164471758648,8,98,"{""type"":""Point"",""coordinates"":[108.50957988868075,14.367562485882681]}"
00000000000000000025,0,983,0.19300631085624953,9,98,"{""type"":""Point"",""coordinates"":[108.48101488733239,14.4104144470063]}"
00000000000000000036,0,712,0.15748619845260192,9,98,"{""type"":""Point"",""coordinates"":[108.63085406003134,14.249793167960124]}"
00000000000000000075,0,994,0.6514159870440962,9,98,"{""type"":""Point"",""coordinates"":[108.48748058385989,14.429548449626633]}"
000000000000000000be,0,1011,0.6970794680496956,9,98,"{""type"":""Point"",""coordinates"":[108.52116909231867,14.459732104657409]}"
00000000000000000116,0,984,0.5783013036901409,9,98,"{""type"":""Point"",""coordinates"":[108.48074288216813,14.409874895778833]}"
00000000000000000126,0,991,0.0775076386933583,9,98,"{""type"":""Point"",""coordinates"":[108.49799068504285,14.400983448278259]}"
00000000000000000256,0,1417,0.6734642907883406,9,98,"{""type"":""Point"",""coordinates"":[108.39908782367742,14.167331012178748]}"
000000000000000002a9,0,692,0.5717128075451389,9,98,"{""type"":""Point"",""coordinates"":[108.62465590956702,14.244946125115028]}"
00000000000000000461,0,1316,0.3666165939945861,9,98,"{""type"":""Point"",""coordinates"":[108.39073146830326,14.599600727400846]}"
0000000000000000049a,0,887,0.6389327100822004,9,98,"{""type"":""Point"",""coordinates"":[108.6060569990731,14.432241746662914]}"
000000000000000004e4,0,931,0.2612894269641949,9,98,"{""type"":""Point"",""coordinates"":[108.43466253188183,14.210718065428777]}"
000000000000000004f1,0,944,0.30582511491674513,9,98,"{""type"":""Point"",""coordinates"":[108.5087727913901,14.422003650644202]}"
0000000000000000057c,0,923,0.6140909107986211,9,98,"{""type"":""Point"",""coordinates"":[108.56914010145164,14.548124864839865]}"
000000000000000005d0,0,805,0.049090826972506885,9,98,"{""type"":""Point"",""coordinates"":[108.64271080973245,14.26704097083485]}"
00000000000000000007,0,812,0.2563406988348701,10,98,"{""type"":""Point"",""coordinates"":[108.59393270330881,14.341690781570591]}"
0000000000000000002b,0,918,0.382496034151667,10,98,"{""type"":""Point"",""coordinates"":[108.56401659434123,14.459192553429942]}"
00000000000000000074,0,885,0.6582428232292987,10,98,"{""type"":""Point"",""coordinates"":[108.5699471987423,14.438711902291466]}"
00000000000000000110,0,1044,0.06298580297442702,10,98,"{""type"":""Point"",""coordinates"":[108.47804958513184,14.443830950300818]}"
0000000000000000022b,0,910,0.32854031240358605,10,98,"{""type"":""Point"",""coordinates"":[108.59743309763576,14.425236498907953]}"
0000000000000000028b,0,1087,0.32079666143586094,10,98,"{""type"":""Point"",""coordinates"":[108.40420687168678,14.434127946408523]}"
000000000000000002f2,0,1166,0.4091478866031548,10,98,"{""type"":""Point"",""coordinates"":[108.45999468496643,14.086211045814462]}"
00000000000000000329,0,1217,0.2902198357537519,10,98,"{""type"":""Point"",""coordinates"":[108.38938481978512,14.533302812938212]}"
00000000000000000462,0,877,0.5481803787265719,10,98,"{""type"":""Point"",""coordinates"":[108.60659655030058,14.403944291377746]}"
000000000000000004ce,0,959,0.1661042400907421,10,98,"{""type"":""Point"",""coordinates"":[108.58153640238021,14.453261949028859]}"
000000000000000004ff,0,1003,0.04780576059637909,10,98,"{""type"":""Point"",""coordinates"":[108.56482815073296,14.479133653340948]}"
00000000000000000505,0,1033,0.4404311650838163,10,98,"{""type"":""Point"",""coordinates"":[108.4831686331412,14.477519458759605]}"
00000000000000000646,0,928,0.2460256043882757,10,98,"{""type"":""Point"",""coordinates"":[108.4729305371225,14.354359087663429]}"
000000000000000000fd,0,1598,0.7202961776370221,11,98,"{""type"":""Point"",""coordinates"":[108.40070201825877,14.282942125191438]}"
0000000000000000013d,0,1294,0.31369328412809294,11,98,"{""type"":""Point"",""coordinates"":[108.39639452664113,14.34276988402552]}"
00000000000000000174,0,1254,0.7745717491380291,11,98,"{""type"":""Point"",""coordinates"":[108.39989492096811,14.566179765005268]}"
0000000000000000032c,0,1149,0.4579037550115689,11,98,"{""type"":""Point"",""coordinates"":[108.45487117785603,14.48587135503271]}"
0000000000000000035c,0,748,0.2585792138656885,11,98,"{""type"":""Point"",""coordinates"":[108.4667323866582,14.271085375490328]}"
0000000000000000036c,0,855,0.04349079137673295,11,98,"{""type"":""Point"",""coordinates"":[108.5839621533533,14.375379290029372]}"
00000000000000000389,0,1138,0.17895397046074735,11,98,"{""type"":""Point"",""coordinates"":[108.41579607532469,14.308546283440327]}"
000000000000000003f1,0,993,0.13009718354237954,11,98,"{""type"":""Point"",""coordinates"":[108.5109265371989,14.449489549537644]}"
000000000000000004d4,0,733,0.31551601072611324,11,98,"{""type"":""Point"",""coordinates"":[108.59878420525496,14.319863481913973]}"
0000000000000000053a,0,718,0.11788610277110101,11,98,"{""type"":""Point"",""coordinates"":[108.6313936112588,14.253837572615598]}"
0000000000000000053f,0,989,0.3521757685075191,11,98,"{""type"":""Point"",""coordinates"":[108.49071343212363,14.422810747934879]}"
000000000000000005e1,0,659,0.34496305077808,11,98,"{""type"":""Point"",""coordinates"":[108.44786593010106,14.342230332798058]}"
00000000000000000623,0,1011,0.6778415981716691,11,98,"{""type"":""Point"",""coordinates"":[108.52952098859177,14.110196550380945]}"
000000000000000000f4,0,868,0.22297867758817325,12,98,"{""type"":""Point"",""coordinates"":[108.59635845428187,14.40259764285961]}"
00000000000000000151,0,1005,0.4308577481122199,12,98,"{""type"":""Point"",""coordinates"":[108.50634704041703,14.490455310915651]}"
00000000000000000173,0,1176,0.2827701405440477,12,98,"{""type"":""Point"",""coordinates"":[108.47131188344008,14.121785754018852]}"
000000000000000001c6,0,997,0.569717712018937,12,98,"{""type"":""Point"",""coordinates"":[108.5306000910467,14.317705277004103]}"
000000000000000001d3,0,1056,0.7875568129191247,12,98,"{""type"":""Point"",""coordinates"":[108.42549907921698,14.455420153938723]}"
00000000000000000211,0,1123,0.16343836900160758,12,98,"{""type"":""Point"",""coordinates"":[108.4893667836055,14.523871814210171]}"
000000000000000002b0,0,899,0.7194653228413694,12,98,"{""type"":""Point"",""coordinates"":[108.46619283543073,14.343576981316199]}"
000000000000000003c1,0,978,0.6031153241416741,12,98,"{""type"":""Point"",""coordinates"":[108.61495290567473,14.504737811589836]}"
000000000000000003d0,0,1028,0.7497916460992549,12,98,"{""type"":""Point"",""coordinates"":[108.56132329730494,14.518213214973352]}"
000000000000000003e9,0,912,0.4989963405878235,12,98,"{""type"":""Point"",""coordinates"":[108.46376708445766,14.229584521985908]}"
0000000000000000048b,0,747,0.5741099516610022,12,98,"{""type"":""Point"",""coordinates"":[108.6413641612143,14.248178973378776]}"
00000000000000000543,0,868,0.6248259299819815,12,98,"{""type"":""Point"",""coordinates"":[108.58503679670719,14.507970659853585]}"
00000000000000000614,0,1018,0.01598177757245578,12,98,"{""type"":""Point"",""coordinates"":[108.4748167368681,14.419038348443662]}"
0000000000000000063f,0,984,0.2448318757821769,12,98,"{""type"":""Point"",""coordinates"":[108.57668490043406,14.56429356525966]}"
00000000000000000090,0,843,0.5995025092030994,13,98,"{""type"":""Point"",""coordinates"":[108.43331142426261,14.324714983860124]}"
0000000000000000013c,0,1411,0.6785249820543043,13,98,"{""type"":""Point"",""coordinates"":[108.35974071598181,14.334145982588158]}"
0000000000000000014c,0,1248,0.3476453248672692,13,98,"{""type"":""Point"",""coordinates"":[108.38911727372192,14.553243912849219]}"
0000000000000000015f,0,955,0.5811124998452561,13,98,"{""type"":""Point"",""coordinates"":[108.58450170458075,14.497460558670616]}"
000000000000000001a5,0,1069,0.1893350111602492,13,98,"{""type"":""Point"",""coordinates"":[108.35623586255382,14.46107875317555]}"
000000000000000001ca,0,939,0.14102846044692474,13,98,"{""type"":""Point"",""coordinates"":[108.59554689789015,14.452722397801397]}"
0000000000000000021d,0,1057,0.6868281813774698,13,98,"{""type"":""Point"",""coordinates"":[108.34653731776257,14.324175432632655]}"
00000000000000000242,0,975,0.0759642649496014,13,98,"{""type"":""Point"",""coordinates"":[108.49799068504285,14.392627092904101]}"
0000000000000000025a,0,938,0.26787348344855444,13,98,"{""type"":""Point"",""coordinates"":[108.57857110017967,14.535728563911285]}"
00000000000000000273,0,666,0.22081879662350856,13,98,"{""type"":""Point"",""coordinates"":[108.55916509239509,14.221767717839215]}"
000000000000000002f7,0,1032,0.06945740643199771,13,98,"{""type"":""Point"",""coordinates"":[108.37402321665601,14.188079209380431]}"
00000000000000000375,0,742,0.02100318880674734,13,98,"{""type"":""Point"",""coordinates"":[108.63435445435827,14.236857315804079]}"
000000000000000003d5,0,1292,0.2333352697017489,13,98,"{""type"":""Point"",""coordinates"":[108.36351311547303,14.574268574316223]}"
0000000000000000050d,0,1105,0.46287450324502744,13,98,"{""type"":""Point"",""coordinates"":[108.42549907921698,14.460539201948084]}"
00000000000000000528,0,853,0.6516017087616143,13,98,"{""type"":""Point"",""coordinates"":[108.61522045173795,14.339265030597515]}"
0000000000000000056a,0,1149,0.6081842520796807,13,98,"{""type"":""Point"",""coordinates"":[108.3424929131071,14.31609108242276]}"
00000000000000000598,0,994,0.2722246683404379,13,98,"{""type"":""Point"",""coordinates"":[108.46214843077526,14.399904345823327]}"
000000000000000005e4,0,999,0.7442653686694862,13,98,"{""type"":""Point"",""coordinates"":[108.43007857599888,14.406642047515081]}"
000000000000000005ee,0,907,0.1650898605415192,13,98,"{""type"":""Point"",""coordinates"":[108.57991774869781,14.527644213701386]}"
0000000000000000061a,0,744,0.0820140155509933,13,98,"{""type"":""Point"",""coordinates"":[108.66804296281707,14.217723313183743]}"
000000000000000000b7,0,1675,0.05813204307151598,14,98,"{""type"":""Point"",""coordinates"":[108.3821075668659,14.32121013043211]}"
000000000000000000b8,0,1203,0.7629106031496229,14,98,"{""type"":""Point"",""coordinates"":[108.45379653450215,14.530337510737672]}"
00000000000000000101,0,1064,0.3723911805021002,14,98,"{""type"":""Point"",""coordinates"":[108.44517263306479,14.471856400421728]}"
000000000000000001c9,0,886,0.360787525579791,14,98,"{""type"":""Point"",""coordinates"":[108.6235768071121,14.450568651992576]}"
00000000000000000206,0,1123,0.2698694543477421,14,98,"{""type"":""Point"",""coordinates"":[108.45568273424776,14.488836657233247]}"
00000000000000000259,0,777,0.4594396067652361,14,98,"{""type"":""Point"",""coordinates"":[108.59069985504505,14.310972034413401]}"
0000000000000000026a,0,1104,0.08489096811261843,14,98,"{""type"":""Point"",""coordinates"":[108.40879082756973,14.443563404237613]}"
000000000000000002ae,0,1017,0.13515739140268712,14,98,"{""type"":""Point"",""coordinates"":[108.38561242029391,14.181613512852936]}"
000000000000000003cc,0,1143,0.6351242638069514,14,98,"{""type"":""Point"",""coordinates"":[108.36108736449995,14.454073505420583]}"
000000000000000003ec,0,1006,0.11419862795382629,14,98,"{""type"":""Point"",""coordinates"":[108.53491204176538,14.490455310915651]}"
00000000000000000426,0,923,0.3330679151512803,14,98,"{""type"":""Point"",""coordinates"":[108.56617479925109,14.534921466620613]}"
000000000000000004f3,0,937,0.5455365211607124,14,98,"{""type"":""Point"",""coordinates"":[108.58719500161703,14.446256701273896]}"
00000000000000000552,0,1059,0.7511254581925629,14,98,"{""type"":""Point"",""coordinates"":[108.45244542688296,14.065997940739189]}"
00000000000000000639,0,1040,0.5229324204037658,14,98,"{""type"":""Point"",""coordinates"":[108.48155443855985,14.444098496364028]}"
00000000000000000029,0,990,0.42296612047380666,15,98,"{""type"":""Point"",""coordinates"":[108.54973409366706,14.317977282168364]}"
00000000000000000083,0,857,0.5326546490045958,15,98,"{""type"":""Point"",""coordinates"":[108.57021474480551,14.391547990449167]}"
0000000000000000026d,0,765,0.21019729252555164,15,98,"{""type"":""Point"",""coordinates"":[108.45945513373898,14.38615693727555]}"
000000000000000002d7,0,702,0.02417188952929339,15,98,"{""type"":""Point"",""coordinates"":[108.61441335444727,14.240901720459552]}"
0000000000000000038f,0,935,0.6896149434718019,15,98,"{""type"":""Point"",""coordinates"":[108.54515459688515,14.333606431360694]}"
000000000000000003ae,0,967,0.4758377967387759,15,98,"{""type"":""Point"",""coordinates"":[108.49799068504285,14.41795924598873]}"
000000000000000003c7,0,1493,0.36259278529822525,15,98,"{""type"":""Point"",""coordinates"":[108.35704741894553,14.237668872195801]}"
00000000000000000416,0,1028,0.1885655345389612,15,98,"{""type"":""Point"",""coordinates"":[108.4672674787846,14.422003650644202]}"
0000000000000000045c,0,1222,0.23913969371689658,15,98,"{""type"":""Point"",""coordinates"":[108.40959792486039,14.34330943525299]}"
0000000000000000004f,0,1268,0.38701986239827213,16,98,"{""type"":""Point"",""coordinates"":[108.41444942680654,14.552436815558547]}"
00000000000000000136,0,1412,0.48347986879478255,16,98,"{""type"":""Point"",""coordinates"":[108.35785451623622,14.388315142185425]}"
0000000000000000024a,0,1463,0.790751671665484,16,98,"{""type"":""Point"",""coordinates"":[108.37833516737469,14.255184221133739]}"
000000000000000004e2,0,1421,0.15008374972753613,16,98,"{""type"":""Point"",""coordinates"":[108.3980087212225,14.341690781570591]}"
000000000000000005af,0,1260,0.32014535216809636,16,98,"{""type"":""Point"",""coordinates"":[108.3996273749049,14.56429356525966]}"
000000000000000000e7,0,1105,0.006429085020937975,17,98,"{""type"":""Point"",""coordinates"":[108.38561242029391,14.431974200599708]}"
0000000000000000017e,0,1180,0.5733063013156966,17,98,"{""type"":""Point"",""coordinates"":[108.36998327110157,14.415533495015652]}"
000000000000000001f7,0,1263,0.15865245658465255,17,98,"{""type"":""Point"",""coordinates"":[108.39235012198566,14.53977296856676]}"
00000000000000000291,0,1035,0.6195424312569741,17,98,"{""type"":""Point"",""coordinates"":[108.47831713119506,14.465123157831025]}"
000000000000000002e1,0,1007,0.24282161072743147,17,98,"{""type"":""Point"",""coordinates"":[108.3799538210571,14.187004566026554]}"
0000000000000000030b,0,1098,0.7470718647135713,17,98,"{""type"":""Point"",""coordinates"":[108.36405266670049,14.21503001614746]}"
00000000000000000519,0,1054,0.4817226637057046,17,98,"{""type"":""Point"",""coordinates"":[108.49341118826098,14.457845904911801]}"
00000000000000000550,0,1189,0.1462943601486436,17,98,"{""type"":""Point"",""coordinates"":[108.3934292244406,14.512282610572269]}"
000000000000000005ab,0,1146,0.38794123725799556,17,98,"{""type"":""Point"",""coordinates"":[108.40905837363294,14.499346758416223]}"
00000000000000000006,0,1044,0.1236507799245048,18,98,"{""type"":""Point"",""coordinates"":[108.46053423619392,14.445989155210684]}"
000000000000000001a2,0,892,0.453525262912405,18,98,"{""type"":""Point"",""coordinates"":[108.60875475521046,14.419845445734337]}"
00000000000000000268,0,954,0.487741058001818,18,98,"{""type"":""Point"",""coordinates"":[108.53248629079232,14.333878436524953]}"
0000000000000000029c,0,917,0.09872518797421437,18,98,"{""type"":""Point"",""coordinates"":[108.54407549443023,14.340883684279913]}"
000000000000000002a1,0,924,0.22998623367266147,18,98,"{""type"":""Point"",""coordinates"":[108.51982244380052,14.313397785386476]}"
000000000000000003bd,0,987,0.30900338734799915,18,98,"{""type"":""Point"",""coordinates"":[108.55296694193078,14.550550615812941]}"
00000000000000000438,0,893,0.3416130602917713,18,98,"{""type"":""Point"",""coordinates"":[108.46619283543073,14.363250535164003]}"
000000000000000001b5,0,1175,0.1753729773549273,19,98,"{""type"":""Point"",""coordinates"":[108.41067702731533,14.360289692064512]}"
000000000000000001d9,0,960,0.17792644858103068,19,98,"{""type"":""Point"",""coordinates"":[108.55674380052305,14.339537035761776]}"
00000000000000000270,0,1279,0.1323921355113198,19,98,"{""type"":""Point"",""coordinates"":[108.37644896762907,14.181881058916138]}"
000000000000000003e1,0,1246,0.14498077338797588,19,98,"{""type"":""Point"",""coordinates"":[108.30988350710324,14.400983448278255]}"
00000000000000000419,0,1062,0.11279755426598792,19,98,"{""type"":""Point"",""coordinates"":[108.49071343212363,14.526297565183247]}"
00000000000000000153,0,805,0.41736475124212946,20,98,"{""type"":""Point"",""coordinates"":[108.50014888995273,14.346814288680996]}"
0000000000000000017f,0,835,0.4995512704319487,20,98,"{""type"":""Point"",""coordinates"":[108.53194673956486,14.292645129083738]}"
000000000000000002cd,0,996,0.522512033621342,20,98,"{""type"":""Point"",""coordinates"":[108.55054119095772,14.347081834744202]}"
0000000000000000039b,0,884,0.36907347978171434,20,98,"{""type"":""Point"",""coordinates"":[108.41606362138789,14.232277819022185]}"
0000000000000000050e,0,692,0.6719802049839446,20,98,"{""type"":""Point"",""coordinates"":[108.62573055292091,14.244406573887561]}"
000000000000000005c8,0,1115,0.34205142382474496,20,98,"{""type"":""Point"",""coordinates"":[108.4947578367791,14.519287858327232]}"
0000000000000000001f,0,1045,0.5146807567035093,21,98,"{""type"":""Point"",""coordinates"":[108.48290108707799,14.491262408206321]}"
0000000000000000003a,0,902,0.740406292898647,21,98,"{""type"":""Point"",""coordinates"":[108.33818096238842,14.406642047515081]}"
0000000000000000033d,0,766,0.20122007903908246,22,98,"{""type"":""Point"",""coordinates"":[108.59096740110824,14.314744433904615]}"
000000000000000003ff,0,909,0.2501730556571028,22,98,"{""type"":""Point"",""coordinates"":[108.60471035055497,14.431974200599708]}"
00000000000000000581,0,896,0.7659839423893551,22,98,"{""type"":""Point"",""coordinates"":[108.60039839983628,14.522792711755242]}"
00000000000000000587,0,774,0.350748117519207,22,98,"{""type"":""Point"",""coordinates"":[108.47885668242252,14.279976822990896]}"
00000000000000000299,0,1355,0.07083144607400516,23,98,"{""type"":""Point"",""coordinates"":[108.38911727372192,14.345467640162859]}"
0000000000000000053b,0,721,0.7086977168757034,23,98,"{""type"":""Point"",""coordinates"":[108.49233208580603,14.218802415638674]}"
000000000000000002cc,0,921,0.5978002282107956,24,98,"{""type"":""Point"",""coordinates"":[108.41633562655215,14.229852068049114]}"
00000000000000000451,0,995,0.014263466388499402,24,98,"{""type"":""Point"",""coordinates"":[108.56132329730494,14.540847611920642]}"
000000000000000005e8,0,1270,0.3949941844251511,24,98,"{""type"":""Point"",""coordinates"":[108.38857772249446,14.347888932034882]}"
0000000000000000064c,0,806,0.1548632973372811,24,98,"{""type"":""Point"",""coordinates"":[108.47050478614942,14.105077502371591]}"
000000000000000002f8,0,1067,0.056634367345416936,25,98,"{""type"":""Point"",""coordinates"":[108.52844634523788,14.309892931958464]}"
00000000000000000428,0,1143,0.24136310013919515,25,98,"{""type"":""Point"",""coordinates"":[108.3837262205483,14.382924089011805]}"
000000000000000002c6,0,859,0.404975836624902,26,98,"{""type"":""Point"",""coordinates"":[108.62815630389399,14.476979907532133]}"
