system:index,defo,elevation,rand,slope,treecover2000,.geo
000000000000000005c5,0,1520,0.1462462128457277,16,92,"{""type"":""Point"",""coordinates"":[108.33306191437904,14.240901720459552]}"
00000000000000000617,0,1060,0.5047409279022812,16,92,"{""type"":""Point"",""coordinates"":[108.50364928427967,14.45973210465741]}"
00000000000000000327,0,1133,0.12939768964316312,17,92,"{""type"":""Point"",""coordinates"":[108.41013747608785,14.170563860442497]}"
00000000000000000040,0,1471,0.11453901076166151,18,92,"{""type"":""Point"",""coordinates"":[108.35057726331698,14.231738267794718]}"
00000000000000000164,0,646,0.2198001088238415,21,92,"{""type"":""Point"",""coordinates"":[108.51847133618134,14.235510667285936]}"
00000000000000000112,0,670,0.026431737411764855,25,92,"{""type"":""Point"",""coordinates"":[108.50203508969832,14.207752763228239]}"
0000000000000000038e,0,1232,0.45669309817711756,27,92,"{""type"":""Point"",""coordinates"":[108.37672097279335,14.227698322240299]}"
000000000000000003a4,0,1526,0.5327964982381718,28,92,"{""type"":""Point"",""coordinates"":[108.37536986517414,14.259496171852417]}"
0000000000000000055d,0,1288,0.025112379596696766,30,92,"{""type"":""Point"",""coordinates"":[108.36836461741918,14.376997943711777]}"
000000000000000002ee,0,1481,0.2697430485104534,32,92,"{""type"":""Point"",""coordinates"":[108.33440856289718,14.254105118678806]}"
000000000000000004ac,0,1339,0.26196951877190555,33,92,"{""type"":""Point"",""coordinates"":[108.39935536974065,14.278630174472758]}"
00000000000000000367,0,689,0.7650315650556632,2,94,"{""type"":""Point"",""coordinates"":[108.48694103263242,14.253565567451338]}"
00000000000000000521,0,1007,0.5118429336176457,2,94,"{""type"":""Point"",""coordinates"":[108.53571913905607,14.561332722160175]}"
00000000000000000046,0,849,0.15749298742084172,3,94,"{""type"":""Point"",""coordinates"":[108.61333425199234,14.326868729668938]}"
000000000000000000d1,0,1023,0.47495706247660774,4,94,"{""type"":""Point"",""coordinates"":[108.44112822840931,14.391819995613428]}"
00000000000000000169,0,1174,0.20622980988923567,4,94,"{""type"":""Point"",""coordinates"":[108.45191033475653,14.495302353760747]}"
00000000000000000222,0,672,0.05737130316921779,4,94,"{""type"":""Point"",""coordinates"":[108.61980440762089,14.191044511580973]}"
000000000000000001c3,0,954,0.28594891743393924,5,94,"{""type"":""Point"",""coordinates"":[108.5222481947736,14.476979907532133]}"
000000000000000002c1,0,705,0.6119786229624531,5,94,"{""type"":""Point"",""coordinates"":[108.61657155935715,14.270545824262861]}"
0000000000000000021b,0,1027,0.16732310088260083,9,94,"{""type"":""Point"",""coordinates"":[108.57614534920661,14.51470836154534]}"
0000000000000000022d,0,1045,0.029356128837029427,9,94,"{""type"":""Point"",""coordinates"":[108.44301442815491,14.179994859170534]}"
00000000000000000434,0,948,0.7053299641196691,9,94,"{""type"":""Point"",""coordinates"":[108.45783648005659,14.407181598742547]}"
00000000000000000072,0,1142,0.7908665394212818,15,94,"{""type"":""Point"",""coordinates"":[108.42549907921698,14.469970200676121]}"
00000000000000000159,0,1484,0.08146581422281873,15,94,"{""type"":""Point"",""coordinates"":[108.37806762131147,14.273778672526612]}"
00000000000000000523,0,1269,0.23255125718797065,16,94,"{""type"":""Point"",""coordinates"":[108.42873192748074,14.557288317504698]}"
000000000000000001d8,0,1008,0.7271663700975497,18,94,"{""type"":""Point"",""coordinates"":[108.52979299375602,14.109117447926012]}"
00000000000000000088,0,866,0.6439490256710191,19,94,"{""type"":""Point"",""coordinates"":[108.43950957472693,14.37564683609258]}"
00000000000000000018,0,1478,0.2576588798119194,21,94,"{""type"":""Point"",""coordinates"":[108.36539931521865,14.369181139565082]}"
000000000000000005a4,0,1104,0.46235568797268356,21,94,"{""type"":""Point"",""coordinates"":[108.44463308183731,14.142805956384798]}"
000000000000000000f2,0,990,0.4759705356193543,27,94,"{""type"":""Point"",""coordinates"":[108.53302584201977,14.118013354527635]}"
00000000000000000595,0,1173,0.19486405520672867,30,94,"{""type"":""Point"",""coordinates"":[108.35219591699938,14.283214130355699]}"
00000000000000000096,0,1214,0.18892375251280746,1,95,"{""type"":""Point"",""coordinates"":[108.41229122189667,14.521985614464567]}"
000000000000000000c6,0,819,0.6749395018741203,1,95,"{""type"":""Point"",""coordinates"":[108.61629955419288,14.308274278276066]}"
000000000000000003a2,0,722,0.04418606017108806,1,95,"{""type"":""Point"",""coordinates"":[108.63974550753191,14.204787461027696]}"
000000000000000003e3,0,824,0.6804115678958301,1,95,"{""type"":""Point"",""coordinates"":[108.60552190694669,14.482638506768959]}"
0000000000000000047f,0,825,0.4116951239218365,1,95,"{""type"":""Point"",""coordinates"":[108.60498235571924,14.482906052832167]}"
0000000000000000060a,0,787,0.34553316594857153,1,95,"{""type"":""Point"",""coordinates"":[108.59554689789013,14.345467640162859]}"
00000000000000000365,0,1023,0.56523983843487,2,95,"{""type"":""Point"",""coordinates"":[108.57129384726046,14.492069505496998]}"
00000000000000000071,0,923,0.08109854209679968,3,95,"{""type"":""Point"",""coordinates"":[108.52251574083681,14.472395951649194]}"
0000000000000000009d,0,798,0.5922976632722188,3,95,"{""type"":""Point"",""coordinates"":[108.6413641612143,14.264887225026039]}"
00000000000000000188,0,1449,0.30784563409874044,3,95,"{""type"":""Point"",""coordinates"":[108.35300301429007,14.231470721731512]}"
000000000000000002a3,0,748,0.07958156618500434,3,95,"{""type"":""Point"",""coordinates"":[108.62276970982144,14.261654376762293]}"
00000000000000000321,0,749,0.706396599941379,3,95,"{""type"":""Point"",""coordinates"":[108.62061150491155,14.251679367705728]}"
000000000000000003b6,0,951,0.38271423345110234,3,95,"{""type"":""Point"",""coordinates"":[108.53275829595658,14.477519458759605]}"
000000000000000003db,0,696,0.0343791535840593,3,95,"{""type"":""Point"",""coordinates"":[108.6076756527555,14.268120073289788]}"
000000000000000003e5,0,1097,0.12413719857065242,3,95,"{""type"":""Point"",""coordinates"":[108.3998949209681,14.45676680245687]}"
000000000000000004a4,0,725,0.5430244997950727,3,95,"{""type"":""Point"",""coordinates"":[108.6529533648522,14.20398036373702]}"
00000000000000000152,0,1204,0.6161564536833465,4,95,"{""type"":""Point"",""coordinates"":[108.43654873162743,14.541926714375577]}"
00000000000000000241,0,790,0.689768379125392,4,95,"{""type"":""Point"",""coordinates"":[108.64378991218739,14.302348132976034]}"
00000000000000000427,0,1103,0.6300730462941916,4,95,"{""type"":""Point"",""coordinates"":[108.36647841767358,14.350047136944745]}"
000000000000000004b2,0,992,0.24173457875673154,4,95,"{""type"":""Point"",""coordinates"":[108.54003108977474,14.545159562639325]}"
00000000000000000585,0,994,0.04885325693505038,4,95,"{""type"":""Point"",""coordinates"":[108.58126439721595,14.563218921905783]}"
000000000000000000b0,0,940,0.4699318949982281,5,95,"{""type"":""Point"",""coordinates"":[108.51523848791757,14.47347505410413]}"
000000000000000000e0,0,1062,0.13169775008004003,5,95,"{""type"":""Point"",""coordinates"":[108.5270952376187,14.499346758416223]}"
0000000000000000012e,0,1041,0.04201498398033121,5,95,"{""type"":""Point"",""coordinates"":[108.55943709755935,14.513361713027205]}"
00000000000000000175,0,1574,0.643715980881292,5,95,"{""type"":""Point"",""coordinates"":[108.37806762131149,14.283749222482115]}"
000000000000000002b7,0,1010,0.78433151973108,5,95,"{""type"":""Point"",""coordinates"":[108.51469893669012,14.29830372832056]}"
000000000000000002bd,0,939,0.430749883781929,5,95,"{""type"":""Point"",""coordinates"":[108.41984047998017,14.266501419607385]}"
000000000000000002e0,0,1202,0.7894651706018267,5,95,"{""type"":""Point"",""coordinates"":[108.40905837363294,14.518213214973352]}"
00000000000000000357,0,699,0.05377128982368773,5,95,"{""type"":""Point"",""coordinates"":[108.6020170535187,14.2735111264634]}"
0000000000000000045d,0,701,0.5630139466943038,5,95,"{""type"":""Point"",""coordinates"":[108.67019670862588,14.196703110817793]}"
0000000000000000050a,0,738,0.5449354871494506,5,95,"{""type"":""Point"",""coordinates"":[108.51874334134558,14.277283525954616]}"
0000000000000000006e,0,909,0.7389670609225166,6,95,"{""type"":""Point"",""coordinates"":[108.49233208580604,14.362443437873322]}"
00000000000000000198,0,888,0.10376779295502803,6,95,"{""type"":""Point"",""coordinates"":[108.54488259172089,14.385621845149142]}"
000000000000000001ae,0,745,0.4830172752452566,6,95,"{""type"":""Point"",""coordinates"":[108.53571913905607,14.25949617185242]}"
00000000000000000215,0,840,0.18803611602053838,6,95,"{""type"":""Point"",""coordinates"":[108.51497094185437,14.310432483185933]}"
0000000000000000026c,0,663,0.0031703631251300823,6,95,"{""type"":""Point"",""coordinates"":[108.44409353060985,14.35112623939968]}"
000000000000000003d3,0,529,0.34835891595750823,6,95,"{""type"":""Point"",""coordinates"":[108.67774596670935,14.136875351983713]}"
000000000000000005f4,0,1029,0.09770660839920176,6,95,"{""type"":""Point"",""coordinates"":[108.52844634523788,14.521713609300306]}"
000000000000000005f8,0,794,0.5910110675709643,6,95,"{""type"":""Point"",""coordinates"":[108.6413641612143,14.321749681659583]}"
0000000000000000019e,0,786,0.35323049317119526,7,95,"{""type"":""Point"",""coordinates"":[108.59177449839893,14.314744433904615]}"
000000000000000001a9,0,1040,0.1798780224678943,7,95,"{""type"":""Point"",""coordinates"":[108.54650124540329,14.574536120379427]}"
000000000000000001fb,0,1127,0.7454471733421798,7,95,"{""type"":""Point"",""coordinates"":[108.39127101953075,14.204519914964484]}"
000000000000000002a4,0,1192,0.7618577195346973,7,95,"{""type"":""Point"",""coordinates"":[108.32901750972358,14.260842820370561]}"
0000000000000000061e,0,644,0.2699803157809173,7,95,"{""type"":""Point"",""coordinates"":[108.59231404962641,14.213950913692528]}"
00000000000000000158,0,919,0.05506531298473483,8,95,"{""type"":""Point"",""coordinates"":[108.48963878876975,14.084324846068851]}"
000000000000000001bf,0,800,0.6343136807090024,8,95,"{""type"":""Point"",""coordinates"":[108.45271743204722,14.266773424771644]}"
000000000000000001f4,0,1210,0.34449212916411165,8,95,"{""type"":""Point"",""coordinates"":[108.35650786771808,14.280516374218367]}"
000000000000000002fc,0,993,0.5650276436689187,8,95,"{""type"":""Point"",""coordinates"":[108.53248629079232,14.552436815558547]}"
00000000000000000424,0,1148,0.7852384696515017,8,95,"{""type"":""Point"",""coordinates"":[108.45864357734725,14.084596851233112]}"
000000000000000004cb,0,923,0.5484345242495925,8,95,"{""type"":""Point"",""coordinates"":[108.48451528165936,14.376997943711777]}"
000000000000000004dd,0,871,0.09664135577693211,8,95,"{""type"":""Point"",""coordinates"":[108.32524511023236,14.388047596122213]}"
00000000000000000546,0,660,0.7037463332481732,8,95,"{""type"":""Point"",""coordinates"":[108.63058205486706,14.182420610143609]}"
00000000000000000166,0,961,0.3809785718189188,9,95,"{""type"":""Point"",""coordinates"":[108.48882723237801,14.407988696033222]}"
000000000000000001f0,0,1618,0.3815248024755884,9,95,"{""type"":""Point"",""coordinates"":[108.36998327110157,14.283749222482115]}"
0000000000000000020e,0,961,0.16858597685915222,9,95,"{""type"":""Point"",""coordinates"":[108.53194673956486,14.542198719539835]}"
00000000000000000265,0,1232,0.4035225939880731,9,95,"{""type"":""Point"",""coordinates"":[108.4176822750703,14.545159562639325]}"
0000000000000000035e,0,1103,0.36880365654569924,9,95,"{""type"":""Point"",""coordinates"":[108.39692961876756,14.450296646828315]}"
00000000000000000437,0,969,0.536309679316324,9,95,"{""type"":""Point"",""coordinates"":[108.53787734396592,14.538961412175034]}"
000000000000000005f6,0,1113,0.2471282596705051,9,95,"{""type"":""Point"",""coordinates"":[108.48559438411426,14.48048030185909]}"
00000000000000000601,0,623,0.6365186596404716,9,95,"{""type"":""Point"",""coordinates"":[108.61603200812968,14.177301562134256]}"
00000000000000000084,0,1480,0.5548725392140496,10,95,"{""type"":""Point"",""coordinates"":[108.334141016834,14.234971116058471]}"
000000000000000000f6,0,974,0.20190286742207564,10,95,"{""type"":""Point"",""coordinates"":[108.48963878876975,14.4104144470063]}"
000000000000000002eb,0,896,0.7010503917130539,10,95,"{""type"":""Point"",""coordinates"":[108.53787734396593,14.386968493667277]}"
00000000000000000380,0,1037,0.5145941919776647,10,95,"{""type"":""Point"",""coordinates"":[108.43978157989118,14.40637004235082]}"
00000000000000000383,0,681,0.02847946715197902,10,95,"{""type"":""Point"",""coordinates"":[108.5322187447291,14.231198716567256]}"
0000000000000000041c,0,822,0.08380982894119005,10,95,"{""type"":""Point"",""coordinates"":[108.63031450880386,14.348968034489813]}"
0000000000000000061f,0,939,0.5421430331426036,10,95,"{""type"":""Point"",""coordinates"":[108.5384168951934,14.475093707786531]}"
0000000000000000063e,0,1521,0.24181896394453217,10,95,"{""type"":""Point"",""coordinates"":[108.35327501945432,14.253030475324925]}"
000000000000000000b2,0,755,0.5770893798672126,11,95,"{""type"":""Point"",""coordinates"":[108.53167919350163,14.288061173200793]}"
00000000000000000168,0,1004,0.6952687226371528,11,95,"{""type"":""Point"",""coordinates"":[108.55027364489452,14.482638506768959]}"
0000000000000000024d,0,672,0.5815163173082091,11,95,"{""type"":""Point"",""coordinates"":[108.55027364489452,14.271892472781]}"
00000000000000000309,0,631,0.17641641515681472,11,95,"{""type"":""Point"",""coordinates"":[108.58800209890771,14.206673660773301]}"
00000000000000000374,0,939,0.66266463196218,11,95,"{""type"":""Point"",""coordinates"":[108.3389880596791,14.339537035761776]}"
000000000000000004f4,0,1034,0.4177781490132948,11,95,"{""type"":""Point"",""coordinates"":[108.42846438141754,14.369448685628292]}"
00000000000000000572,0,919,0.028683903267416322,11,95,"{""type"":""Point"",""coordinates"":[108.520361995028,14.432513751827175]}"
000000000000000000d6,0,863,0.3610251416181548,12,95,"{""type"":""Point"",""coordinates"":[108.62195815342972,14.366755388592013]}"
00000000000000000114,0,826,0.18015961610595166,12,95,"{""type"":""Point"",""coordinates"":[108.63112160609454,14.31609108242276]}"
00000000000000000128,0,822,0.5557184090884251,12,95,"{""type"":""Point"",""coordinates"":[108.4850548328868,14.2815954766733]}"
000000000000000001bc,0,991,0.6556262163596214,12,95,"{""type"":""Point"",""coordinates"":[108.57291250094285,14.473207508040922]}"
000000000000000002a7,0,1066,0.47872960940371323,12,95,"{""type"":""Point"",""coordinates"":[108.41848937236097,14.420652543025009]}"
0000000000000000043b,0,1044,0.5315246850303219,12,95,"{""type"":""Point"",""coordinates"":[108.53491204176538,14.575075671606895]}"
000000000000000005dd,0,746,0.19874010370706874,12,95,"{""type"":""Point"",""coordinates"":[108.45595028031096,14.158707110741384]}"
000000000000000005f3,0,892,0.1099115493099404,12,95,"{""type"":""Point"",""coordinates"":[108.59905175131814,14.525486008791525]}"
000000000000000000a1,0,946,0.3890051944260995,13,95,"{""type"":""Point"",""coordinates"":[108.52305529206427,14.474282151394801]}"
0000000000000000019c,0,868,0.16401877121136643,13,95,"{""type"":""Point"",""coordinates"":[108.46214843077526,14.385349839984878]}"
0000000000000000037f,0,1071,0.6169726777936494,13,95,"{""type"":""Point"",""coordinates"":[108.51415938546265,14.088369250724329]}"
000000000000000003e4,0,1497,0.5658133949746939,13,95,"{""type"":""Point"",""coordinates"":[108.33278990921478,14.250065173124383]}"
00000000000000000537,0,1302,0.4481752243579832,13,95,"{""type"":""Point"",""coordinates"":[108.37213701691039,14.565372667714596]}"
000000000000000005a6,0,842,0.28275505359504904,13,95,"{""type"":""Point"",""coordinates"":[108.61737865664782,14.497460558670618]}"
00000000000000000620,0,1218,0.2203615359964055,13,95,"{""type"":""Point"",""coordinates"":[108.39935536974065,14.590704820799223]}"
000000000000000000de,0,1426,0.19180011989868873,14,95,"{""type"":""Point"",""coordinates"":[108.37132991961971,14.175682908451854]}"
0000000000000000015a,0,722,0.4133409888336267,14,95,"{""type"":""Point"",""coordinates"":[108.6613052611253,14.20047551030901]}"
00000000000000000227,0,1206,0.14793376951759896,14,95,"{""type"":""Point"",""coordinates"":[108.46753948394887,14.54435246534865]}"
00000000000000000228,0,1150,0.7243291506930254,14,95,"{""type"":""Point"",""coordinates"":[108.43035058116314,14.481559404314025]}"
00000000000000000453,0,1285,0.20063265089438687,14,95,"{""type"":""Point"",""coordinates"":[108.40636507659666,14.584239124271722]}"
000000000000000005a7,0,628,0.7836225379946281,14,95,"{""type"":""Point"",""coordinates"":[108.52143663838187,14.208292314455703]}"
00000000000000000011,0,738,0.5141633095247656,15,95,"{""type"":""Point"",""coordinates"":[108.64055260482256,14.235243121222728]}"
00000000000000000119,0,1038,0.317447755901461,15,95,"{""type"":""Point"",""coordinates"":[108.45945513373898,14.44221229661842]}"
00000000000000000626,0,1149,0.1337732654540421,15,95,"{""type"":""Point"",""coordinates"":[108.39073146830326,14.460271655884874]}"
0000000000000000007e,0,1525,0.7911345967497759,16,95,"{""type"":""Point"",""coordinates"":[108.33360146560652,14.229852068049112]}"
00000000000000000302,0,968,0.6800429894978918,16,95,"{""type"":""Point"",""coordinates"":[108.50769368893516,14.447335803728828]}"
0000000000000000062d,0,1005,0.08621702644731422,16,95,"{""type"":""Point"",""coordinates"":[108.53356539324724,14.570763720888209]}"
00000000000000000095,0,723,0.002495695141446097,17,95,"{""type"":""Point"",""coordinates"":[108.52979299375602,14.243867022660092]}"
0000000000000000033c,0,854,0.17624977961436095,17,95,"{""type"":""Point"",""coordinates"":[108.47697048267692,14.326868729668934]}"
000000000000000003e2,0,953,0.65130938772238,17,95,"{""type"":""Point"",""coordinates"":[108.59016030381757,14.557288317504698]}"
00000000000000000488,0,850,0.31873257949939815,17,95,"{""type"":""Point"",""coordinates"":[108.540303094939,14.297496631029887]}"
000000000000000004da,0,1095,0.7574803334300916,17,95,"{""type"":""Point"",""coordinates"":[108.37564187033841,14.236857315804079]}"
00000000000000000566,0,845,0.03241501652563561,17,95,"{""type"":""Point"",""coordinates"":[108.59285360085386,14.368913593501878]}"
000000000000000000cd,0,1310,0.5973959397930431,18,95,"{""type"":""Point"",""coordinates"":[108.37079036839226,14.309620926794208]}"
00000000000000000322,0,959,0.6726520232709695,18,95,"{""type"":""Point"",""coordinates"":[108.33952761090654,14.348968034489813]}"
000000000000000003a7,0,650,0.6340674460503501,18,95,"{""type"":""Point"",""coordinates"":[108.5009559872434,14.17918776187986]}"
000000000000000001e9,0,1188,0.38995362452456794,19,95,"{""type"":""Point"",""coordinates"":[108.36378512063729,14.49180195943379]}"
00000000000000000435,0,1021,0.15075266942766907,19,95,"{""type"":""Point"",""coordinates"":[108.33764141116094,14.33576463627056]}"
00000000000000000214,0,938,0.003125698850140357,20,95,"{""type"":""Point"",""coordinates"":[108.45352452933788,14.40259764285961]}"
00000000000000000267,0,1090,0.22037235322173132,20,95,"{""type"":""Point"",""coordinates"":[108.32443801294168,14.289140275655729]}"
0000000000000000026f,0,750,0.27085187182502635,20,95,"{""type"":""Point"",""coordinates"":[108.4729305371225,14.222307269066683]}"
000000000000000002c7,0,836,0.5866945879808355,20,95,"{""type"":""Point"",""coordinates"":[108.52763478884617,14.087290148269394]}"
00000000000000000106,0,1039,0.25002867959806496,21,95,"{""type"":""Point"",""coordinates"":[108.40663262265987,14.379958786811263]}"
0000000000000000062f,0,926,0.7370876756004883,21,95,"{""type"":""Point"",""coordinates"":[108.60147750229122,14.519827409554699]}"
0000000000000000007b,0,1031,0.0430089879439155,22,95,"{""type"":""Point"",""coordinates"":[108.34680486382577,14.455148148774466]}"
000000000000000000a6,0,1057,0.5453323019137262,22,95,"{""type"":""Point"",""coordinates"":[108.48963878876975,14.477247453595345]}"
000000000000000002ab,0,1254,0.5866458802539012,22,95,"{""type"":""Point"",""coordinates"":[108.30368535663895,14.409607349715621]}"
00000000000000000301,0,1118,0.5742766262923461,22,95,"{""type"":""Point"",""coordinates"":[108.31931896493232,14.311779131704073]}"
0000000000000000039c,0,808,0.4448051009171653,22,95,"{""type"":""Point"",""coordinates"":[108.45109877836481,14.378344592229912]}"
00000000000000000155,0,1241,0.04243123948997296,23,95,"{""type"":""Point"",""coordinates"":[108.36432467186476,14.493416154015136]}"
000000000000000001b1,0,754,0.35675404508349684,23,95,"{""type"":""Point"",""coordinates"":[108.47616338538623,14.082438646323247]}"
0000000000000000034c,0,1250,0.191475180014543,23,95,"{""type"":""Point"",""coordinates"":[108.36162691572743,14.411493549461234]}"
00000000000000000407,0,866,0.49465228692892604,23,95,"{""type"":""Point"",""coordinates"":[108.33144326069666,14.35031468300795]}"
00000000000000000468,0,1533,0.3711942063112037,23,95,"{""type"":""Point"",""coordinates"":[108.34437911285269,14.246832324860636]}"
00000000000000000525,0,592,0.5097925874888263,24,95,"{""type"":""Point"",""coordinates"":[108.56778899383244,14.143613053675473]}"
0000000000000000036f,0,944,0.026601366431668105,25,95,"{""type"":""Point"",""coordinates"":[108.46349507929341,14.130949206683681]}"
000000000000000000ed,0,992,0.34702288220715105,26,95,"{""type"":""Point"",""coordinates"":[108.5168571416,14.062765092475443]}"
0000000000000000018f,0,882,0.4124113621551674,27,95,"{""type"":""Point"",""coordinates"":[108.4710443373769,14.25195137286999]}"
000000000000000001ea,0,1493,0.25714569142703514,27,95,"{""type"":""Point"",""coordinates"":[108.32901750972357,14.248718524606241]}"
00000000000000000244,0,1166,0.7533998950576012,27,95,"{""type"":""Point"",""coordinates"":[108.4230733282439,14.498267655961287]}"
00000000000000000355,0,1007,0.6479351033437755,27,95,"{""type"":""Point"",""coordinates"":[108.33656230870601,14.31366533144968]}"
00000000000000000381,0,994,0.16850909060086583,27,95,"{""type"":""Point"",""coordinates"":[108.39746916999503,14.242248368977695]}"
000000000000000001d7,0,1078,0.4207639515195125,28,95,"{""type"":""Point"",""coordinates"":[108.32524511023236,14.380230791975523]}"
0000000000000000027c,0,863,0.3038661609914185,28,95,"{""type"":""Point"",""coordinates"":[108.46942568369447,14.24278792020516]}"
000000000000000002fb,0,1227,0.7749897146185072,28,95,"{""type"":""Point"",""coordinates"":[108.3594731699186,14.348968034489813]}"
0000000000000000012c,0,836,0.1773222065846083,29,95,"{""type"":""Point"",""coordinates"":[108.55377849832253,14.302348132976038]}"
000000000000000004cd,0,964,0.5103035121307525,31,95,"{""type"":""Point"",""coordinates"":[108.31662120879498,14.415533495015652]}"
000000000000000004b8,0,1420,0.5106968476063388,32,95,"{""type"":""Point"",""coordinates"":[108.36162691572743,14.286714524682653]}"
0000000000000000059e,0,1534,0.37227677700851536,32,95,"{""type"":""Point"",""coordinates"":[108.36513176915544,14.273511126463399]}"
000000000000000001e2,0,895,0.5208690495617554,33,95,"{""type"":""Point"",""coordinates"":[108.44032113111865,14.36352254032826]}"
00000000000000000027,0,975,0.4914314514998903,34,95,"{""type"":""Point"",""coordinates"":[108.46915367853022,14.139840654184255]}"
000000000000000003de,0,1216,0.3252120453546097,34,95,"{""type"":""Point"",""coordinates"":[108.3896568249494,14.36352254032826]}"
0000000000000000003e,0,1277,0.08156024774426929,36,95,"{""type"":""Point"",""coordinates"":[108.3319828119241,14.271352921553536]}"
00000000000000000545,0,1005,0.24193138702365957,37,95,"{""type"":""Point"",""coordinates"":[108.33629476264281,14.372413987828832]}"
0000000000000000054d,0,1456,0.3942302294060184,37,95,"{""type"":""Point"",""coordinates"":[108.3389880596791,14.269466721807927]}"
000000000000000000eb,0,733,0.3484165184266589,38,95,"{""type"":""Point"",""coordinates"":[108.50661458648021,14.293724231538672]}"
0000000000000000056d,0,774,0.21534686039359685,38,95,"{""type"":""Point"",""coordinates"":[108.50149553847086,14.073814744885881]}"
00000000000000000276,0,1224,0.7150317934101461,40,95,"{""type"":""Point"",""coordinates"":[108.41148412460602,14.336032182333765]}"
0000000000000000019f,0,1107,0.3816026353900238,43,95,"{""type"":""Point"",""coordinates"":[108.31931896493232,14.394780838712915]}"
00000000000000000070,0,637,0.016737037566645463,5,96,"{""type"":""Point"",""coordinates"":[108.4893667836055,14.208024768392495]}"
000000000000000000d9,0,987,0.7354744611560321,5,96,"{""type"":""Point"",""coordinates"":[108.48182198462307,14.096721146997432]}"
0000000000000000018a,0,1591,0.5685333677245176,5,96,"{""type"":""Point"",""coordinates"":[108.37025081716479,14.294798874892551]}"
0000000000000000054c,0,846,0.12598933933956302,5,96,"{""type"":""Point"",""coordinates"":[108.62115105613903,14.354626633726637]}"
0000000000000000023a,0,770,0.12893859500231308,6,96,"{""type"":""Point"",""coordinates"":[108.61980440762089,14.274050677690868]}"
0000000000000000051d,0,652,0.23236217845886997,6,96,"{""type"":""Point"",""coordinates"":[108.6254630068577,14.163558612687535]}"
000000000000000005cb,0,836,0.33721149944607975,6,96,"{""type"":""Point"",""coordinates"":[108.58018975386207,14.362710983936534]}"
00000000000000000140,0,723,0.5401314810941256,7,96,"{""type"":""Point"",""coordinates"":[108.41390987557908,14.20532701225516]}"
00000000000000000343,0,1109,0.7428662945778626,8,96,"{""type"":""Point"",""coordinates"":[108.55162029341265,14.341690781570591]}"
0000000000000000013b,0,859,0.3441238369343419,12,96,"{""type"":""Point"",""coordinates"":[108.61144805224674,14.333338885297483]}"
00000000000000000605,0,855,0.5889208891265102,24,96,"{""type"":""Point"",""coordinates"":[108.46780703001207,14.103730853853447]}"
0000000000000000009e,0,1398,0.18907186792929098,34,96,"{""type"":""Point"",""coordinates"":[108.36081981843675,14.229584521985908]}"
00000000000000000066,0,1041,0.3786685556357757,1,97,"{""type"":""Point"",""coordinates"":[108.56428859950549,14.514168810317877]}"
000000000000000000c8,0,1540,0.36770862000039906,1,97,"{""type"":""Point"",""coordinates"":[108.38103292351202,14.29399177760188]}"
00000000000000000207,0,1083,0.548311937265414,1,97,"{""type"":""Point"",""coordinates"":[108.51982244380054,14.537614763656896]}"
00000000000000000331,0,1019,0.7707178112584211,1,97,"{""type"":""Point"",""coordinates"":[108.4950253828423,14.437365253773324]}"
000000000000000004c7,0,693,0.7322846368704785,1,97,"{""type"":""Point"",""coordinates"":[108.65699331040663,14.1789157567156]}"
00000000000000000579,0,744,0.2740993900302967,1,97,"{""type"":""Point"",""coordinates"":[108.52197618960933,14.257609972106813]}"
0000000000000000059a,0,848,0.5334340933057258,1,97,"{""type"":""Point"",""coordinates"":[108.63031450880386,14.345467640162859]}"
00000000000000000641,0,1036,0.35945468861418817,1,97,"{""type"":""Point"",""coordinates"":[108.54164974345716,14.58369957304426]}"
0000000000000000064b,0,971,0.09930889137791754,1,97,"{""type"":""Point"",""coordinates"":[108.59312114691707,14.526025560018985]}"
000000000000000000a3,0,1100,0.623617756875456,2,97,"{""type"":""Point"",""coordinates"":[108.4098654709236,14.416612597470582]}"
000000000000000000ae,0,929,0.21998906161159815,2,97,"{""type"":""Point"",""coordinates"":[108.51605004430931,14.421192094252474]}"
00000000000000000148,0,878,0.4902434538113012,2,97,"{""type"":""Point"",""coordinates"":[108.59258605479064,14.432241746662914]}"
000000000000000001b8,0,977,0.03195944567942943,2,97,"{""type"":""Point"",""coordinates"":[108.51766423889066,14.387775590957949]}"
000000000000000001f5,0,1130,0.004723954846204248,2,97,"{""type"":""Point"",""coordinates"":[108.39261766804887,14.444098496364028]}"
00000000000000000236,0,747,0.01521174068122877,2,97,"{""type"":""Point"",""coordinates"":[108.6216906073665,14.254916675070536]}"
00000000000000000297,0,1172,0.5692257610342316,2,97,"{""type"":""Point"",""coordinates"":[108.41067702731533,14.363790086391466]}"
0000000000000000031f,0,699,0.7259267559416274,2,97,"{""type"":""Point"",""coordinates"":[108.59770510280002,14.247367416987048]}"
00000000000000000358,0,918,0.06124979585700119,2,97,"{""type"":""Point"",""coordinates"":[108.49987688478845,14.384270737529945]}"
0000000000000000040e,0,966,0.3108667995118215,2,97,"{""type"":""Point"",""coordinates"":[108.52359484329175,14.412300646751904]}"
00000000000000000412,0,754,0.477222301489595,2,97,"{""type"":""Point"",""coordinates"":[108.65887951015223,14.234431564831]}"
0000000000000000048e,0,806,0.16592702623586786,2,97,"{""type"":""Point"",""coordinates"":[108.62734920660331,14.283214130355699]}"
