system:index,defo,district,elevation,label_std,label_test_period,label_train_period,lat,lon,loss_any_2001_2024,loss_first_year,mean_elevation_m,mean_slope_deg,rain_last12m_total_mm,rain_mean_annual_2000_2024_mm,rand,slope,split,treecover2000,.geo
000000000000000002b7_0,0,KBang,1010,0,0,0,14.29830372832056,108.51469893669012,0,0,1010,16.930847,3283.608837634325,2704.4453318488963,0.78433151973108,5,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bd_0,0,KBang,939,0,0,1,14.266501419607385,108.41984047998017,1,2016,938,12.766879,3954.77065885067,3193.707802749039,0.430749883781929,5,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e0_0,0,KBang,1202,0,0,0,14.518213214973352,108.40905837363294,0,0,1208,13.912218,2982.197799295187,2381.099704130859,0.7894651706018267,5,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000357_0,0,KBang,699,0,0,1,14.2735111264634,108.6020170535187,1,2009,699,4.6273675,2920.2753743231297,2494.9070353260336,0.05377128982368773,5,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045d_0,0,KBang,701,0,0,0,14.196703110817793,108.67019670862588,0,0,702,10.447264,2859.5566610470414,2490.159314288234,0.5630139466943038,5,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000050a_0,0,KBang,738,0,0,0,14.277283525954616,108.51874334134558,0,0,741,6.8043466,3283.608837634325,2704.4453318488963,0.5449354871494506,5,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_0,0,KBang,909,0,0,0,14.362443437873322,108.49233208580604,0,0,909,6.3566785,3174.5908024162054,2515.3602785260928,0.7389670609225166,6,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198_0,0,KBang,888,0,0,0,14.385621845149142,108.54488259172089,0,0,892,9.899315,3057.4028005301952,2452.323266195249,0.10376779295502803,6,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ae_0,0,KBang,745,0,0,1,14.25949617185242,108.53571913905607,1,2010,745,9.617714,3283.608837634325,2704.4453318488963,0.4830172752452566,6,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000215_0,0,KBang,840,0,0,0,14.310432483185933,108.51497094185437,0,0,841,13.918691,3361.179399266839,2766.2203726602984,0.18803611602053838,6,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026c_0,0,KBang,663,0,0,0,14.35112623939968,108.44409353060985,0,0,666,22.914688,3307.1987401247025,2646.067406310553,0.0031703631251300823,6,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d3_0,0,KBang,529,0,0,1,14.136875351983713,108.67774596670935,1,2003,529,9.195146,2995.274595141411,2606.076333417646,0.34835891595750823,6,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f4_0,0,KBang,1029,0,0,0,14.521713609300306,108.52844634523788,0,0,1029,1.9154874,3063.1103956103325,2477.7017693946955,0.09770660839920176,6,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f8_0,0,KBang,794,0,0,0,14.321749681659579,108.6413641612143,0,0,797,8.013287,2904.3306356593966,2447.77248901683,0.5910110675709643,6,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e_0,0,KBang,786,0,0,0,14.314744433904615,108.59177449839893,0,0,788,6.033192,3139.498244166374,2607.9216171444064,0.35323049317119526,7,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a9_0,0,KBang,1040,0,0,0,14.574536120379424,108.54650124540329,0,0,1032,12.802765,3497.1619696319103,2845.7789758288777,0.1798780224678943,7,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fb_0,0,KBang,1127,0,0,0,14.204519914964484,108.39127101953075,0,0,1128,9.895804,3508.178902901709,2811.2432915158697,0.7454471733421798,7,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a4_0,0,KBang,1192,0,0,0,14.260842820370561,108.32901750972358,0,0,1189,3.3732872,3418.0222388617694,2701.695657495224,0.7618577195346973,7,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061e_0,0,KBang,644,0,0,0,14.213950913692528,108.59231404962641,0,0,647,4.6802697,2988.904823511839,2527.354326276477,0.2699803157809173,7,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_0,0,KBang,919,0,0,0,14.084324846068851,108.48963878876975,0,0,915,19.957129,3222.151947184233,2767.6180477493767,0.05506531298473483,8,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bf_0,0,KBang,800,0,0,1,14.266773424771644,108.45271743204722,1,2005,797,9.380159,3299.3934005498886,2718.926994363391,0.6343136807090024,8,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4_0,0,KBang,1210,0,0,0,14.280516374218367,108.35650786771808,0,0,1210,8.290947,3431.17944631353,2736.309887341469,0.34449212916411165,8,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fc_0,0,KBang,993,0,0,0,14.552436815558547,108.53248629079232,0,0,992,8.649253,3497.1619696319103,2845.7789758288777,0.5650276436689187,8,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000424_0,0,KBang,1148,0,0,0,14.084596851233112,108.45864357734725,0,0,1148,8.010371,3222.151947184233,2767.6180477493767,0.7852384696515017,8,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cb_0,0,KBang,923,0,0,0,14.376997943711773,108.48451528165936,0,0,924,7.2185273,3174.5908024162054,2515.3602785260928,0.5484345242495925,8,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004dd_0,0,KBang,871,0,0,0,14.388047596122213,108.32524511023236,0,0,867,10.160957,3714.876072347164,2911.4369120395304,0.09664135577693211,8,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000546_0,0,KBang,660,0,0,0,14.182420610143609,108.63058205486706,0,0,660,7.943401,2827.968597881496,2459.472389055322,0.7037463332481732,8,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000166_0,0,KBang,961,0,0,0,14.407988696033222,108.48882723237801,0,0,956,5.1211367,3026.558855623007,2396.239654855617,0.3809785718189188,9,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f0_0,0,KBang,1618,0,0,0,14.283749222482115,108.36998327110157,0,0,1613,2.8688369,3431.17944631353,2736.309887341469,0.3815248024755884,9,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020e_0,0,KBang,961,0,0,0,14.542198719539835,108.53194673956486,0,0,961,9.107785,3063.1103956103325,2477.7017693946955,0.16858597685915222,9,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000265_0,0,KBang,1232,0,0,0,14.545159562639325,108.4176822750703,0,0,1228,3.8271053,2982.197799295187,2381.099704130859,0.4035225939880731,9,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035e_0,0,KBang,1103,0,0,0,14.450296646828315,108.39692961876756,0,0,1108,14.778758,3139.124945908785,2478.474790363861,0.36880365654569924,9,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000437_0,0,KBang,969,0,0,0,14.538961412175034,108.53787734396592,0,0,962,15.72995,3063.1103956103325,2477.7017693946955,0.536309679316324,9,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f6_0,0,KBang,1113,0,0,0,14.48048030185909,108.48559438411426,0,0,1113,9.252261,3062.020653218031,2418.2485376937757,0.2471282596705051,9,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000601_0,0,KBang,623,0,0,0,14.177301562134256,108.61603200812968,0,0,631,6.5340614,2827.968597881496,2459.472389055322,0.6365186596404716,9,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_0,0,KBang,1480,0,0,0,14.234971116058468,108.33414101683398,0,0,1486,11.932913,3513.8358694799244,2786.476151139564,0.5548725392140496,10,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6_0,0,KBang,974,0,1,0,14.4104144470063,108.48963878876975,1,2024,975,5.5207267,3026.558855623007,2396.239654855617,0.20190286742207564,10,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002eb_0,0,KBang,896,0,0,0,14.386968493667277,108.53787734396593,0,0,902,10.140027,3057.4028005301952,2452.323266195249,0.7010503917130539,10,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000380_0,0,KBang,1037,0,0,0,14.40637004235082,108.43978157989118,0,0,1037,9.531913,3056.5912619680166,2430.7695342178336,0.5145941919776647,10,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000383_0,0,KBang,681,0,0,0,14.231198716567253,108.5322187447291,0,0,689,15.8709545,3132.6109425723553,2663.5936415282367,0.02847946715197902,10,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041c_0,0,KBang,822,0,0,0,14.348968034489813,108.63031450880386,0,0,826,11.127483,2904.3306356593966,2447.77248901683,0.08380982894119005,10,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061f_0,0,KBang,939,0,0,0,14.475093707786531,108.5384168951934,0,0,944,13.919513,3223.115180581808,2551.5795426868085,0.5421430331426036,10,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063e_0,0,KBang,1521,0,0,0,14.253030475324922,108.35327501945432,0,0,1527,9.867081,3431.17944631353,2736.309887341469,0.24181896394453217,10,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2_0,0,KBang,755,0,0,0,14.288061173200793,108.53167919350163,0,0,755,10.779747,3283.608837634325,2704.4453318488963,0.5770893798672126,11,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168_0,0,KBang,1004,0,0,0,14.482638506768959,108.55027364489452,0,0,1000,8.647663,3197.922673208639,2550.7448842357335,0.6952687226371528,11,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d_0,0,KBang,672,0,0,1,14.271892472781,108.55027364489452,1,2010,672,11.222765,3002.574410483241,2569.066161002828,0.5815163173082091,11,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309_0,0,KBang,631,0,0,0,14.206673660773301,108.58800209890771,0,0,638,10.408245,2988.904823511839,2527.354326276477,0.17641641515681472,11,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000374_0,0,KBang,939,0,0,0,14.339537035761776,108.3389880596791,0,0,942,17.336826,3590.3718142211437,2839.256492314795,0.66266463196218,11,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f4_0,0,KBang,1034,0,0,0,14.369448685628292,108.42846438141754,0,0,1034,11.414677,3307.1987401247025,2646.067406310553,0.4177781490132948,11,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000572_0,0,KBang,919,0,0,0,14.432513751827175,108.520361995028,0,0,918,11.377992,3022.832878291607,2439.8191594331984,0.028683903267416322,11,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_0,0,KBang,863,0,0,0,14.36675538859201,108.62195815342972,0,0,864,13.644114,2952.925736054778,2405.8077794335663,0.3610251416181548,12,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114_0,0,KBang,826,0,0,0,14.31609108242276,108.63112160609454,0,0,826,11.9203005,2904.3306356593966,2447.77248901683,0.18015961610595166,12,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128_0,0,KBang,822,0,0,0,14.2815954766733,108.4850548328868,0,0,822,12.025657,3299.3934005498886,2718.926994363391,0.5557184090884251,12,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bc_0,0,KBang,991,0,0,0,14.473207508040922,108.57291250094285,0,0,991,11.940623,3197.922673208639,2550.7448842357335,0.6556262163596214,12,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a7_0,0,KBang,1066,0,0,0,14.420652543025009,108.41848937236097,0,0,1064,12.461124,3056.5912619680166,2430.7695342178336,0.47872960940371323,12,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043b_0,0,KBang,1044,0,0,0,14.575075671606895,108.53491204176538,0,0,1044,8.759751,3497.1619696319103,2845.7789758288777,0.5315246850303219,12,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005dd_0,0,KBang,746,0,0,0,14.158707110741384,108.45595028031096,0,0,751,17.429262,3179.5106303691864,2674.3027243573615,0.19874010370706874,12,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f3_0,0,KBang,892,0,0,0,14.525486008791525,108.59905175131814,0,0,901,17.62627,3178.381496110931,2588.583209516534,0.1099115493099404,12,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1_0,0,KBang,946,0,0,0,14.474282151394801,108.52305529206427,0,0,949,7.617977,3223.115180581808,2551.5795426868085,0.3890051944260995,13,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c_0,0,KBang,868,0,0,0,14.385349839984878,108.46214843077526,0,0,863,13.386007,3174.5908024162054,2515.3602785260928,0.16401877121136643,13,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037f_0,0,KBang,1071,0,0,0,14.088369250724329,108.51415938546265,0,0,1079,16.642971,3250.9848297685385,2783.4902848679035,0.6169726777936494,13,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e4_0,0,KBang,1497,0,0,0,14.250065173124383,108.33278990921478,0,0,1492,10.660684,3418.0222388617694,2701.695657495224,0.5658133949746939,13,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000537_0,0,KBang,1302,0,0,0,14.565372667714596,108.37213701691039,0,0,1302,13.920407,3121.39150339365,2463.6619402850083,0.4481752243579832,13,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a6_0,0,KBang,842,0,0,0,14.497460558670616,108.61737865664782,0,0,849,22.966537,3348.708837583661,2705.416131240571,0.28275505359504904,13,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000620_0,0,KBang,1218,0,0,0,14.590704820799223,108.39935536974065,0,0,1213,5.9948764,3121.39150339365,2463.6619402850083,0.2203615359964055,13,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de_0,0,KBang,1426,0,0,0,14.175682908451854,108.37132991961971,0,0,1435,7.825547,3400.7785373441875,2807.31930743629,0.19180011989868873,14,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_0,0,KBang,722,0,0,0,14.20047551030901,108.6613052611253,0,0,725,3.9910405,2848.710048556328,2448.020166605705,0.4133409888336267,14,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000227_0,0,KBang,1206,0,0,0,14.54435246534865,108.46753948394887,0,0,1206,14.136644,3149.5016675293446,2511.7643873978677,0.14793376951759896,14,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000228_0,0,KBang,1150,0,0,0,14.481559404314025,108.43035058116314,0,0,1150,14.402528,3082.7387473136187,2420.537351960532,0.7243291506930254,14,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000453_0,0,KBang,1285,0,0,0,14.584239124271722,108.40636507659666,0,0,1279,3.994571,3143.577323973179,2531.598463432791,0.20063265089438687,14,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005a7_0,0,KBang,628,0,0,0,14.208292314455703,108.52143663838187,0,0,628,13.578025,3132.6109425723553,2663.5936415282367,0.7836225379946281,14,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_0,0,KBang,738,0,0,0,14.235243121222728,108.64055260482256,0,0,738,15.15302,2921.3837886452675,2499.82747799868,0.5141633095247656,15,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000119_0,0,KBang,1038,0,0,0,14.44221229661842,108.45945513373897,0,0,1038,15.217308,3026.558855623007,2396.239654855617,0.317447755901461,15,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000626_0,0,KBang,1149,0,0,0,14.460271655884874,108.39073146830326,0,0,1155,6.7374587,3139.124945908785,2478.474790363861,0.1337732654540421,15,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0,0,KBang,1525,0,0,0,14.229852068049112,108.33360146560652,0,0,1532,8.092444,3513.8358694799244,2786.476151139564,0.7911345967497759,16,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000302_0,0,KBang,968,0,0,0,14.447335803728828,108.50769368893515,0,0,974,17.710777,3022.832878291607,2439.8191594331984,0.6800429894978918,16,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062d_0,0,KBang,1005,0,0,0,14.570763720888209,108.53356539324724,0,0,1015,17.116074,3497.1619696319103,2845.7789758288777,0.08621702644731422,16,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095_0,0,KBang,723,0,0,0,14.243867022660092,108.52979299375602,0,0,723,16.93465,3132.6109425723553,2663.5936415282367,0.002495695141446097,17,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033c_0,0,KBang,854,0,0,0,14.326868729668934,108.47697048267692,0,0,854,16.936796,3410.552547223866,2766.438409104254,0.17624977961436095,17,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e2_0,0,KBang,953,0,0,0,14.557288317504698,108.59016030381757,0,0,944,6.7381606,3182.7490888275206,2585.4666109299883,0.65130938772238,17,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000488_0,0,KBang,850,0,0,0,14.297496631029887,108.540303094939,0,0,850,17.129496,3283.608837634325,2704.4453318488963,0.31873257949939815,17,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004da_0,0,KBang,1095,0,0,0,14.236857315804079,108.37564187033841,0,0,1095,16.908007,3508.178902901709,2811.2432915158697,0.7574803334300916,17,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000566_0,0,KBang,845,0,0,0,14.368913593501878,108.59285360085386,0,0,849,20.007286,3001.057534530759,2400.0190920016626,0.03241501652563561,17,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd_0,0,KBang,1310,0,0,0,14.309620926794208,108.37079036839226,0,0,1314,24.362236,3387.77566537261,2679.882828244465,0.5973959397930431,18,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000322_0,0,KBang,959,0,0,0,14.348968034489813,108.33952761090654,0,0,955,4.8640947,3590.3718142211437,2839.256492314795,0.6726520232709695,18,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a7_0,0,KBang,650,0,0,0,14.17918776187986,108.5009559872434,0,0,653,12.552613,2927.8332602009177,2497.137565198986,0.6340674460503501,18,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9_0,0,KBang,1188,0,0,0,14.49180195943379,108.36378512063729,0,0,1202,18.723654,3139.124945908785,2478.474790363861,0.38995362452456794,19,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000435_0,0,KBang,1021,0,0,0,14.33576463627056,108.33764141116094,0,0,1011,22.341438,3590.3718142211437,2839.256492314795,0.15075266942766907,19,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000214_0,0,KBang,938,0,0,1,14.40259764285961,108.45352452933788,1,2001,936,20.490608,3026.558855623007,2396.239654855617,0.003125698850140357,20,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000267_0,0,KBang,1090,0,0,0,14.289140275655729,108.32443801294168,0,0,1090,19.780594,3418.0222388617694,2701.695657495224,0.22037235322173132,20,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026f_0,0,KBang,750,0,0,0,14.222307269066683,108.4729305371225,0,0,776,33.74941,3116.021737858653,2587.275775269555,0.27085187182502635,20,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7_0,0,KBang,836,0,0,0,14.087290148269394,108.52763478884617,0,0,847,13.771712,3250.9848297685385,2783.4902848679035,0.5866945879808355,20,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106_0,0,KBang,1039,0,0,0,14.379958786811263,108.40663262265987,0,0,1026,24.875753,3307.1987401247025,2646.067406310553,0.25002867959806496,21,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062f_0,0,KBang,926,0,0,0,14.519827409554699,108.60147750229122,0,0,932,19.200953,3165.6503857907373,2580.8473094055266,0.7370876756004883,21,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_0,0,KBang,1031,0,0,0,14.455148148774466,108.34680486382577,0,0,1031,21.925365,3459.4536567032337,2743.57232635276,0.0430089879439155,22,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6_0,0,KBang,1057,0,0,0,14.477247453595345,108.48963878876975,0,0,1064,12.206997,3062.020653218031,2418.2485376937757,0.5453323019137262,22,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ab_0,0,KBang,1254,0,0,0,14.409607349715621,108.30368535663895,0,0,1254,22.084373,3774.6228857189417,2999.9198697531438,0.5866458802539012,22,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000301_0,0,KBang,1118,0,0,0,14.311779131704073,108.31931896493232,0,0,1119,13.721235,3590.3718142211437,2839.256492314795,0.5742766262923461,22,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039c_0,0,KBang,808,0,0,0,14.378344592229912,108.45109877836481,0,0,824,32.55985,3174.5908024162054,2515.3602785260928,0.4448051009171653,22,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000155_0,0,KBang,1241,0,0,0,14.493416154015136,108.36432467186476,0,0,1262,25.127682,3139.124945908785,2478.474790363861,0.04243123948997296,23,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b1_0,0,KBang,754,0,0,0,14.082438646323247,108.47616338538623,0,0,754,22.653988,3222.151947184233,2767.6180477493767,0.35675404508349684,23,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034c_0,0,KBang,1250,0,0,0,14.411493549461234,108.36162691572743,0,0,1249,23.304163,3230.138293027878,2568.9875608114658,0.191475180014543,23,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000407_0,0,KBang,866,0,0,0,14.35031468300795,108.33144326069666,0,0,864,6.919693,3714.876072347164,2911.4369120395304,0.49465228692892604,23,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000468_0,0,KBang,1533,0,0,0,14.246832324860636,108.34437911285269,0,0,1548,25.855394,3513.8358694799244,2786.476151139564,0.3711942063112037,23,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000525_0,0,KBang,592,0,0,0,14.143613053675473,108.56778899383244,0,0,592,24.079624,2848.0301147326827,2458.056594692424,0.5097925874888263,24,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036f_0,0,KBang,944,0,0,0,14.130949206683681,108.46349507929341,0,0,938,23.64237,3364.3139811381698,2879.1407314955827,0.026601366431668105,25,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed_0,0,KBang,992,0,0,0,14.062765092475443,108.5168571416,0,0,1002,18.272812,3250.9848297685385,2783.4902848679035,0.34702288220715105,26,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f_0,0,KBang,882,0,0,0,14.25195137286999,108.4710443373769,0,0,891,17.125666,3299.3934005498886,2718.926994363391,0.4124113621551674,27,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea_0,0,KBang,1493,0,0,0,14.248718524606241,108.32901750972357,0,0,1475,30.879126,3513.8358694799244,2786.476151139564,0.25714569142703514,27,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000244_0,0,KBang,1166,0,0,0,14.498267655961287,108.4230733282439,0,0,1166,26.505842,3082.7387473136187,2420.537351960532,0.7533998950576012,27,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000355_0,0,KBang,1007,0,0,0,14.31366533144968,108.33656230870601,0,0,1007,30.457247,3590.3718142211437,2839.256492314795,0.6479351033437755,27,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000381_0,0,KBang,994,0,0,0,14.242248368977695,108.39746916999503,0,0,1010,24.036713,3508.178902901709,2811.2432915158697,0.16850909060086583,27,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d7_0,0,KBang,1078,0,0,0,14.380230791975523,108.32524511023236,0,0,1096,26.162355,3714.876072347164,2911.4369120395304,0.4207639515195125,28,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027c_0,0,KBang,863,0,0,1,14.24278792020516,108.46942568369447,1,2015,880,19.994867,3116.021737858653,2587.275775269555,0.3038661609914185,28,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fb_0,0,KBang,1227,0,0,0,14.348968034489813,108.3594731699186,0,0,1238,26.174395,3387.77566537261,2679.882828244465,0.7749897146185072,28,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c_0,0,KBang,836,0,0,0,14.302348132976038,108.55377849832252,0,0,856,30.919395,3139.498244166374,2607.9216171444064,0.1773222065846083,29,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cd_0,0,KBang,964,0,0,0,14.415533495015652,108.31662120879498,0,0,972,23.895872,3774.6228857189417,2999.9198697531438,0.5103035121307525,31,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b8_0,0,KBang,1420,0,0,0,14.286714524682653,108.36162691572743,0,0,1397,21.645737,3431.17944631353,2736.309887341469,0.5106968476063388,32,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000059e_0,0,KBang,1534,0,0,0,14.273511126463399,108.36513176915544,0,0,1534,31.975689,3431.17944631353,2736.309887341469,0.37227677700851536,32,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e2_0,0,KBang,895,0,0,0,14.36352254032826,108.44032113111865,0,0,895,32.792427,3307.1987401247025,2646.067406310553,0.5208690495617554,33,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_0,0,KBang,975,0,0,0,14.139840654184255,108.46915367853022,0,0,955,26.022026,3364.3139811381698,2879.1407314955827,0.4914314514998903,34,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003de_0,0,KBang,1216,0,0,0,14.36352254032826,108.3896568249494,0,0,1220,35.4906,3472.4521907940507,2724.9660693980677,0.3252120453546097,34,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_0,0,KBang,1277,0,0,0,14.271352921553536,108.3319828119241,0,0,1277,35.621777,3418.0222388617694,2701.695657495224,0.08156024774426929,36,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000545_0,0,KBang,1005,0,0,0,14.372413987828832,108.33629476264281,0,0,982,26.594332,3714.876072347164,2911.4369120395304,0.24193138702365957,37,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
