system:index,B11,B12,B2,B3,B4,B8,NBR,NDVI,district,elev,label,label_std,label_test_period,label_train_period,lat,lon,loss_any_2001_2024,loss_first_year,mean_elevation_m,mean_slope_deg,rain_last12m_total_mm,rain_mean_annual_2000_2024_mm,rand,slope,split,treecover2000,.geo
0000000000000000027b_0,2212.5,1494.5,449.0,657.0,672.0,2745.5,0.29504716,0.60673004,MangYang,716,0,0,0,1,13.926267550128408,108.28386911155745,0,2016,716,2.9394054,2937.2231726936798,2480.487838212103,0.001389428256451608,2.9394054,train,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d_0,2676.0,1484.0,508.0,816.0,698.0,3088.0,0.35083115,0.6312731,MangYang,717,0,0,0,1,14.011427462047118,108.37522717394043,1,2001,717,12.545367,2686.0531681478024,2309.229083489948,0.5281050422334834,12.545367,train,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127_0,2788.0,1796.5,535.0,801.0,934.5,2903.5,0.23553191,0.5130276,MangYang,717,0,0,0,1,13.900128299753108,108.28682995465692,1,2008,717,7.4391074,2937.2231726936798,2480.487838212103,0.09539132437609821,7.4391074,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e_0,3179.5,2732.0,1188.5,1375.0,1486.5,2218.0,-0.103838384,0.19746254,MangYang,717,0,0,0,1,14.081765322064175,108.32887481848987,1,2013,717,2.0860193,2641.6318039000034,2220.3579389390734,0.38772818048285307,2.0860193,train,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0_0,3419.0,2395.0,780.0,1103.5,1218.5,2911.5,0.09733346,0.40992737,MangYang,718,0,0,0,1,13.913871249199833,108.29303256422226,1,2009,718,3.7047918,2937.2231726936798,2480.487838212103,0.14006565509147584,3.7047918,train,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a_0,2196.0,1434.5,602.0,870.5,855.0,2579.5,0.28525162,0.50211096,MangYang,718,0,0,0,1,14.026249513948775,108.36067266810198,1,2015,718,8.54013,2686.0531681478024,2309.229083489948,0.5459000738169878,8.54013,train,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6_0,2794.0,2353.0,594.5,858.0,918.0,2248.0,-0.022821127,0.42008844,MangYang,718,0,0,0,1,14.079879122318568,108.32079046827997,1,2008,718,0.95612985,2641.6318039000034,2220.3579389390734,0.605549486375343,0.95612985,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c0_0,2900.0,1795.5,572.5,849.0,830.5,3183.0,0.2786984,0.5861468,MangYang,718,0,0,0,1,14.078260468636167,108.34504351890966,0,2012,718,6.9120374,2641.6318039000034,2220.3579389390734,0.5249442118914848,6.9120374,train,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,3460.5,2167.5,634.0,905.5,1122.0,2422.0,0.055452663,0.36681715,MangYang,719,0,0,0,1,13.847845339901456,108.30192401172283,1,2014,719,11.285772,2897.990235873274,2491.310220139485,0.1285758836474561,11.285772,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da_0,2652.5,1517.5,459.0,701.5,665.0,2973.0,0.32412872,0.6344145,MangYang,719,0,0,0,1,13.896351441160842,108.29114190537561,1,2007,719,2.6612668,2857.340894066554,2383.316735011041,0.20191004819305192,2.6612668,train,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000251_0,2700.0,1808.0,578.0,884.0,973.0,2739.0,0.20475039,0.47575432,MangYang,719,0,0,0,1,13.886113345142133,108.29060681324918,1,2004,719,7.598444,2857.340894066554,2383.316735011041,0.5887582994245525,7.598444,train,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_0,2651.0,2209.0,557.0,765.0,1196.0,1944.0,-0.0638093,0.23821656,MangYang,720,0,0,0,1,13.875331238794898,108.28494375491132,1,2009,720,4.6776915,2857.340894066554,2383.316735011041,0.6090118891536874,4.6776915,train,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a_0,3060.0,2195.0,653.0,984.0,1072.0,3082.0,0.16808793,0.48387095,MangYang,720,0,0,0,1,14.01897226102955,108.38897012338717,1,2012,720,5.863666,2686.0531681478024,2309.229083489948,0.39607871971291075,5.863666,train,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023e_0,2325.0,2101.0,520.0,727.0,1094.0,2118.0,0.004029391,0.31880447,MangYang,720,0,0,0,1,13.848924442356392,108.2844086627849,1,2008,720,3.7047918,2696.8537884503603,2278.8320351414154,0.3068178439919792,3.7047918,train,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_0,2552.0,1485.5,536.5,835.5,696.0,3041.5,0.3437155,0.6275585,MangYang,721,0,0,0,1,14.018432709802083,108.38897012338717,1,2012,721,2.6619906,2686.0531681478024,2309.229083489948,0.4004243780453345,2.6619906,train,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000126_0,3023.0,1858.5,572.0,816.5,876.5,2737.5,0.19125326,0.5149419,MangYang,721,0,0,0,1,13.972080354351514,108.29330011028547,0,2009,721,2.6617146,2830.9538914197656,2390.6103292524813,0.3808779112722388,2.6617146,train,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168_0,2855.5,1670.0,561.5,835.5,885.5,3178.5,0.31112716,0.56422246,MangYang,721,0,0,0,1,13.983937104052625,108.31189456167836,1,2017,721,7.9041953,3602.625690806518,3058.215705565512,0.5058235302219681,7.9041953,train,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2_0,3493.0,2448.0,825.0,1160.0,1444.5,2932.0,0.089962825,0.33988348,MangYang,721,0,0,0,1,14.037031620296005,108.31054791316019,1,2008,721,10.750342,2752.621212776718,2294.530519202511,0.7595937059950177,10.750342,train,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b_0,1980.0,1200.0,327.5,507.0,510.0,2378.0,0.3292342,0.6468144,MangYang,721,0,0,0,1,14.04592306779658,108.24101715043382,1,2012,721,3.818639,2503.982889492705,2105.223826727597,0.5404168907116155,3.818639,train,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e7_0,2609.5,1576.5,572.0,863.5,932.0,2660.5,0.2558414,0.48114127,MangYang,721,0,0,0,1,13.886652896369599,108.29006726202172,1,2007,721,3.410104,2857.340894066554,2383.316735011041,0.21382444989233562,3.410104,train,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac_0,3116.0,1834.5,598.5,888.0,941.0,3344.5,0.29156208,0.5608447,MangYang,722,0,0,0,1,13.9879815087081,108.31297366413327,0,2008,722,13.176483,3602.625690806518,3058.215705565512,0.27225728225061185,13.176483,train,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad_0,1815.0,775.0,372.0,570.0,387.0,3581.0,0.644169,0.8049395,MangYang,722,0,0,1,0,14.068022372617454,108.32914236455308,1,2020,722,17.119883,2641.6318039000034,2220.3579389390734,0.729911628860246,17.119883,train,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa_0,3537.0,2594.0,1012.0,1304.0,1481.0,3050.0,0.08079376,0.34628117,MangYang,722,0,0,0,1,14.019244266193809,108.39166342042343,1,2004,722,7.606362,2686.0531681478024,2309.229083489948,0.5806228056112493,7.606362,train,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b3_0,2232.5,1267.0,386.5,545.0,499.0,2724.0,0.36507142,0.6903506,MangYang,722,0,0,0,1,14.077185825282287,108.33911291450859,0,2016,722,1.3318903,2641.6318039000034,2220.3579389390734,0.20377781881481338,1.3318903,train,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089_0,2797.0,1763.0,528.0,759.0,895.0,2973.0,0.25548986,0.5372285,MangYang,723,0,0,1,0,13.911985049454223,108.29141391053986,1,2020,723,9.240501,2937.2231726936798,2480.487838212103,0.146333745054531,9.240501,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2_0,2552.0,1397.0,479.0,743.0,666.0,2984.0,0.36224607,0.6350685,MangYang,723,0,0,0,1,14.03945737126908,108.29572586125855,0,2008,723,8.342529,2548.077674259389,2148.198764667511,0.4146804249913504,8.342529,train,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021a_0,2330.0,1096.5,388.5,652.0,468.5,3202.5,0.48988137,0.7447562,MangYang,723,0,0,0,1,13.894737246579492,108.292760559058,1,2006,723,8.080288,2857.340894066554,2383.316735011041,0.7071478560209987,8.080288,train,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000310_0,3543.0,2685.0,818.0,1085.0,1272.0,2931.0,0.04380342,0.39471805,MangYang,723,0,0,0,1,13.913331697972367,108.29410720757615,1,2009,723,10.501941,2937.2231726936798,2480.487838212103,0.26514186803287854,10.501941,train,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_0,4513.5,3663.0,1304.5,1563.0,1814.0,2977.0,-0.10331325,0.24274682,MangYang,724,0,0,1,0,13.821166538298693,108.29895870952231,1,2020,724,2.122576,2696.8537884503603,2278.8320351414154,0.0809210466917415,2.122576,train,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_0,2716.5,1478.5,490.0,755.0,717.0,2786.0,0.30660102,0.5906366,MangYang,725,0,0,0,1,14.01924426619381,108.3563607173833,0,2006,725,19.780174,2686.0531681478024,2309.229083489948,0.3110336486186521,19.780174,train,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd_0,2046.0,1222.0,525.0,794.0,721.0,3027.5,0.4248735,0.6153128,MangYang,725,0,0,1,0,14.041071565850428,108.22673464975963,1,2020,725,5.7172847,2503.982889492705,2105.223826727597,0.7241775177401103,5.7172847,train,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cf_0,3146.5,2386.5,856.0,1085.0,1150.0,3010.5,0.115619786,0.44718182,MangYang,725,0,0,0,1,13.97261990557898,108.3043497626959,1,2011,725,9.241729,3602.625690806518,3058.215705565512,0.7040946403366203,9.241729,train,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000232_0,1966.0,1099.0,421.0,660.0,626.0,2636.0,0.4115127,0.6161864,MangYang,725,0,0,1,0,13.820087435843755,108.29976580681299,1,2019,725,6.0251055,2696.8537884503603,2278.8320351414154,0.7573960454127897,6.0251055,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025f_0,3973.5,2969.0,989.0,1267.0,1405.5,2808.0,-0.027869137,0.33285868,MangYang,725,0,0,0,1,14.127850131451538,108.30650350850472,1,2009,725,0.9563302,2872.7254663035274,2386.3307129473314,0.6176566808693261,0.9563302,train,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1_0,2498.0,1320.0,391.0,678.0,541.0,3021.0,0.3918452,0.69623804,MangYang,726,0,0,0,1,13.972619905578982,108.29303256422226,1,2008,726,5.4359207,2830.9538914197656,2390.6103292524813,0.31204169726213116,5.4359207,train,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4_0,2534.5,1449.0,534.5,837.0,835.5,3199.0,0.37650603,0.5858223,MangYang,726,0,0,0,1,14.0057688628103,108.37334097419483,1,2008,726,2.7802885,2686.0531681478024,2309.229083489948,0.26781160523684666,2.7802885,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8_0,2778.0,1624.5,466.5,732.0,677.0,3207.0,0.32753804,0.6513903,MangYang,726,0,0,0,1,13.885573793914663,108.29168145660307,1,2004,726,17.403805,2857.340894066554,2383.316735011041,0.22611655555645316,17.403805,train,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_0,2225.0,1039.0,387.0,588.0,457.0,3189.0,0.50851464,0.7493143,MangYang,727,0,0,0,1,13.95699075638665,108.29787960706736,1,2009,727,8.597066,2830.9538914197656,2390.6103292524813,0.04382855189161372,8.597066,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b0_0,2766.0,2269.0,774.0,1043.0,1342.0,2107.0,-0.03702011,0.22180343,MangYang,727,0,0,0,1,13.905247347762469,108.28117135542011,1,2002,727,9.641277,2937.2231726936798,2480.487838212103,0.42114732133265886,9.641277,train,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_0,1874.5,942.0,425.5,722.5,420.0,3847.0,0.60659844,0.8031404,MangYang,728,0,0,0,1,14.049427921224586,108.31755316091518,1,2008,728,7.4920883,2752.621212776718,2294.530519202511,0.6559138144565564,7.4920883,train,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000124_0,2333.0,1243.0,460.0,750.0,684.0,2723.0,0.37317196,0.5984737,MangYang,728,0,0,0,1,13.868325991039935,108.30461730875913,1,2009,728,8.534377,3107.853968270547,2656.1605346543565,0.38240014422701263,8.534377,train,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020a_0,2352.0,1118.0,356.0,599.0,383.0,3369.0,0.5016715,0.79584223,MangYang,728,0,0,0,1,13.972891910743238,108.29653295854924,1,2009,728,2.9394677,2830.9538914197656,2390.6103292524813,0.2867215141856826,2.9394677,train,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e_0,3159.0,2000.0,582.5,800.0,931.5,2828.5,0.17158538,0.50452125,MangYang,729,0,0,0,1,14.01978381742128,108.29410720757615,1,2010,729,10.556884,2548.077674259389,2148.198764667511,0.4658339162687426,10.556884,train,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa_0,2616.5,2186.0,743.5,935.0,1145.5,2101.5,-0.019708455,0.29442564,MangYang,729,0,0,0,1,13.907940644798746,108.28090380935689,0,2002,729,2.6613357,2937.2231726936798,2480.487838212103,0.3741388980387379,2.6613357,train,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd_0,2996.0,1873.0,561.0,819.0,889.0,3015.0,0.23363338,0.5445697,MangYang,729,0,0,0,1,13.976931856297663,108.29734451494096,1,2009,729,7.6053057,2830.9538914197656,2390.6103292524813,0.45721016530729275,7.6053057,train,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb_0,2265.5,1138.5,434.5,682.5,516.5,3506.0,0.5097427,0.7431945,MangYang,730,0,0,0,1,14.008462159846578,108.3366871635355,1,2004,730,8.872007,2752.621212776718,2294.530519202511,0.7177530589473489,8.872007,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000268_0,2882.5,1597.0,509.0,723.5,784.0,2867.0,0.2844982,0.5705286,MangYang,730,0,0,0,1,13.973427002869654,108.29815161223162,1,2006,730,6.2354693,2830.9538914197656,2390.6103292524813,0.01893937389294975,6.2354693,train,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4_0,2432.0,1338.0,433.0,673.0,565.0,3017.0,0.38553387,0.6845338,MangYang,730,0,0,0,1,14.077725376509756,108.34612262136459,0,2012,730,6.8001614,2641.6318039000034,2220.3579389390734,0.49864281869840066,6.8001614,train,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099_0,3041.0,1786.5,485.5,684.5,635.5,3108.0,0.26999694,0.6604782,MangYang,731,0,0,0,1,14.138088227470249,108.31000836193274,1,2011,731,7.337929,2872.7254663035274,2386.3307129473314,0.5390190161504825,7.337929,train,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185_0,3540.0,2859.0,850.0,1137.0,1533.0,2299.0,-0.10856921,0.19989562,MangYang,731,0,0,0,1,14.05508652046141,108.31405276658822,1,2008,731,4.7242556,2641.6318039000034,2220.3579389390734,0.7782968435551098,4.7242556,train,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8_0,3291.0,2386.0,677.0,991.0,1208.0,2765.0,0.07357795,0.3918953,MangYang,732,0,0,0,1,13.975852753842728,108.29437921274041,1,2006,732,1.3315872,2830.9538914197656,2390.6103292524813,0.07781891649346817,1.3315872,train,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_0,1287.5,790.5,611.0,849.5,822.5,1973.5,0.4280029,0.4116595,MangYang,732,0,0,0,1,13.868325991039937,108.30569641121404,1,2009,732,8.500379,3107.853968270547,2656.1605346543565,0.7397910455069826,8.500379,train,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021d_0,3830.5,2581.5,798.0,1017.0,1183.0,2769.0,0.035043456,0.40131578,MangYang,732,0,0,0,1,13.975317661716314,108.29787960706736,1,2009,732,5.1126857,2830.9538914197656,2390.6103292524813,0.40580472395646494,5.1126857,train,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d_0,3481.5,2270.0,786.5,937.5,1070.0,2836.0,0.110849984,0.45212492,MangYang,732,0,0,0,1,13.8688655422674,108.30300311417777,1,2009,732,8.583173,3107.853968270547,2656.1605346543565,0.7423374615834638,8.583173,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7_0,2567.5,1404.5,459.0,757.5,715.0,3142.5,0.38223004,0.62929356,MangYang,732,0,0,0,1,14.039185366104823,108.29222100783055,0,2006,732,8.500689,2548.077674259389,2148.198764667511,0.3903605819935393,8.500689,train,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f_0,710.0,358.0,410.0,636.0,391.0,847.0,0.40580913,0.36833602,MangYang,733,0,0,0,1,14.06559662164438,108.23050704925086,1,2001,733,4.166462,2827.0291006837892,2333.1189995745804,0.60291712444908,4.166462,train,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000224_0,4516.5,3494.5,1350.5,1551.0,1746.5,2910.5,-0.09117877,0.24994631,MangYang,733,0,0,0,1,14.131354984879549,108.30488931392338,1,2009,733,2.1248908,2872.7254663035274,2386.3307129473314,0.3356978444695815,2.1248908,train,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d_0,2179.5,1104.0,498.5,749.0,596.0,2694.0,0.4186414,0.63768995,MangYang,733,0,0,0,1,13.874796146668487,108.29734451494096,1,2008,733,3.0096633,2857.340894066554,2383.316735011041,0.25839211427352937,3.0096633,train,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130_0,3203.0,2100.0,587.0,839.0,899.0,2591.0,0.10466851,0.48481375,MangYang,734,0,0,0,1,14.117068025104308,108.3202509170525,1,2009,734,0.92740995,2872.7254663035274,2386.3307129473314,0.42363573319229264,0.92740995,train,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000234_0,3104.5,2047.0,577.0,813.0,1079.0,2324.5,0.06347936,0.36594683,MangYang,734,0,0,0,1,14.019511812257017,108.29572586125855,1,2010,734,3.989412,2548.077674259389,2148.198764667511,0.5659527806340031,3.989412,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104_0,3400.5,2740.5,900.5,1184.5,1476.5,2335.0,-0.079893604,0.22523941,MangYang,735,0,0,0,1,13.862934937866317,108.292760559058,1,2008,735,0.9552297,2857.340894066554,2383.316735011041,0.42915803607225345,0.9552297,train,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d_0,2614.0,1363.0,447.0,676.0,643.0,2985.0,0.3730451,0.64553475,MangYang,735,0,0,0,1,13.910638400936087,108.29303256422226,1,2009,735,18.265434,2937.2231726936798,2480.487838212103,0.19323276468092299,18.265434,train,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000166_0,2860.0,1964.0,582.0,787.0,852.0,2772.0,0.1706081,0.5298013,MangYang,735,0,0,0,1,14.022209568394352,108.29410720757615,1,2010,735,3.825457,2548.077674259389,2148.198764667511,0.24715568517856035,3.825457,train,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023c_0,2886.0,1854.0,757.0,774.0,773.0,1284.0,-0.18164437,0.24842003,MangYang,735,0,0,1,0,14.003075565774015,108.22942794679591,0,2020,735,1.3316684,2503.982889492705,2105.223826727597,0.6640574513029383,1.3316684,train,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000241_0,2968.0,1774.0,504.5,720.5,727.0,2926.0,0.24510638,0.601971,MangYang,735,0,0,0,1,13.92464889644601,108.29195346176735,1,2009,735,17.603872,2937.2231726936798,2480.487838212103,0.4292140934763248,17.603872,train,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026b_0,4618.0,4468.0,2270.0,2628.0,2368.0,2855.0,-0.22026491,0.09324143,MangYang,735,0,0,0,1,14.02813571369438,108.30569641121404,1,2008,735,2.085917,2752.621212776718,2294.530519202511,0.04418405042301865,2.085917,train,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299_0,1613.5,666.0,385.5,591.5,352.0,3679.5,0.693476,0.8253752,MangYang,735,0,0,0,1,14.095780276675153,108.387623474869,1,2012,735,14.200424,2899.866533741355,2435.8231804678194,0.7274340850327327,14.200424,train,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d1_0,3613.0,2508.0,680.0,985.0,1242.0,2805.0,0.055900622,0.38621202,MangYang,735,0,0,0,1,13.877756989767972,108.29599340732176,1,2006,735,6.026033,2857.340894066554,2383.316735011041,0.7377704356964231,6.026033,train,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_0,2458.0,1456.5,478.5,786.0,638.5,3089.5,0.3592169,0.65745705,MangYang,736,0,0,0,1,13.866439791294328,108.3463901674278,1,2016,736,9.852019,3107.853968270547,2656.1605346543565,0.2731217341818887,9.852019,train,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d_0,2621.0,1464.0,470.0,728.0,717.0,3151.0,0.36554712,0.6292658,MangYang,736,0,0,0,1,13.954832551476786,108.30030535804043,1,2010,736,7.6557374,3602.625690806518,3058.215705565512,0.13989033566066988,7.6557374,train,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198_0,3726.0,2384.0,648.0,947.0,1181.0,2660.0,0.054718476,0.385056,MangYang,736,0,0,0,1,13.872905487821825,108.30111691443216,1,2011,736,0.92740995,3107.853968270547,2656.1605346543565,0.7088613392433658,0.92740995,train,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea_0,3003.5,2152.5,682.5,932.5,1128.0,2502.5,0.075187966,0.37859797,MangYang,736,0,0,0,1,13.877217438540505,108.29815161223162,1,2006,736,2.6611536,2857.340894066554,2383.316735011041,0.5374668196313952,2.6611536,train,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021f_0,2603.0,1807.0,556.0,794.5,1023.5,2344.0,0.12936641,0.39213067,MangYang,736,0,0,0,1,13.905247347762469,108.28225045787505,1,2002,736,0.0,2937.2231726936798,2480.487838212103,0.23923241521337402,0.0,train,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023f_0,4054.0,3782.0,1634.0,1907.0,1842.0,2445.5,-0.2146126,0.14075802,MangYang,736,0,0,0,1,14.02813571369438,108.30488931392338,1,2008,736,1.3317431,2752.621212776718,2294.530519202511,0.5764245065294723,1.3317431,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000284_0,2373.0,1306.0,474.0,731.0,641.0,3105.0,0.40784404,0.6577683,MangYang,736,0,0,0,1,14.043229770760297,108.22969995196017,1,2015,736,0.0,2503.982889492705,2105.223826727597,0.0651232450860918,0.0,train,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de_0,3076.0,2000.0,672.0,1044.0,1132.0,3254.0,0.2386753,0.48381212,MangYang,736,0,0,0,1,14.010887910819651,108.35932601958386,1,2008,736,9.645453,2686.0531681478024,2309.229083489948,0.0019169213411667219,9.645453,train,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea_0,2413.0,1253.5,403.0,594.5,542.0,2958.0,0.40472516,0.69028574,MangYang,736,0,0,0,1,14.126231477769139,108.34342486522725,0,2012,736,13.891361,2872.7254663035274,2386.3307129473314,0.22191630140000074,13.891361,train,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053_0,1502.5,646.5,298.5,526.0,330.5,3280.0,0.6706991,0.81692284,MangYang,737,0,0,1,0,14.042150668305359,108.22080404535855,0,2021,737,6.34946,2503.982889492705,2105.223826727597,0.5771178924191412,6.34946,train,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_0,2936.0,1697.0,676.0,998.0,934.0,3413.0,0.33581212,0.57027835,MangYang,737,0,0,0,1,13.976664310234458,108.30974081586953,1,2011,737,12.36723,3602.625690806518,3058.215705565512,0.6541382661174411,12.36723,train,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9_0,1996.0,954.5,389.0,584.0,401.0,3585.0,0.5794691,0.79879576,MangYang,737,0,0,1,0,14.066943270162522,108.33076101823546,0,2019,737,6.726037,2641.6318039000034,2220.3579389390734,0.08860171124547289,6.726037,train,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000187_0,3184.0,2067.5,798.0,1013.0,1172.5,2699.5,0.13257813,0.39436984,MangYang,737,0,0,0,1,13.905514893825673,108.28575531130305,1,2002,737,6.464861,2937.2231726936798,2480.487838212103,0.06913906315004825,6.464861,train,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000289_0,1693.0,1033.0,489.0,746.0,599.0,2536.0,0.42112637,0.6178628,MangYang,737,0,0,0,1,14.117607576331773,108.31836471730689,1,2009,737,0.956287,2872.7254663035274,2386.3307129473314,0.13492155057854283,0.956287,train,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ec_0,1660.0,766.0,377.0,605.0,390.0,2957.0,0.5885039,0.7669555,MangYang,737,0,0,0,1,14.011159915983914,108.40217352160641,1,2012,737,7.061629,3184.1661372574745,2716.7781021236324,0.2602837688007633,7.061629,train,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc_0,2255.0,1088.0,357.0,573.0,430.0,3236.0,0.49676225,0.7654119,MangYang,738,0,0,0,1,13.95267880566797,108.30219155778605,1,2012,738,1.3315187,3602.625690806518,3058.215705565512,0.5806062896619602,1.3315187,train,79,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110_0,2976.5,1933.5,524.5,723.0,820.5,2461.5,0.12013652,0.5,MangYang,738,0,0,0,1,14.024095768139958,108.29356765634867,1,2010,738,3.9894543,2548.077674259389,2148.198764667511,0.5574746058851642,3.9894543,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000160_0,3009.0,1651.0,556.0,832.0,848.0,3526.0,0.36217886,0.6122542,MangYang,738,0,0,0,1,13.951332157149832,108.3005773632047,1,2009,738,9.103712,3602.625690806518,3058.215705565512,0.4609142064250311,9.103712,train,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000167_0,1170.0,642.0,506.0,728.0,712.0,1966.0,0.50766873,0.4682599,MangYang,738,0,0,0,1,14.116260927813633,108.28818106227612,1,2003,738,4.6795187,3130.2996047775086,2555.39319297567,0.6221347671620827,4.6795187,train,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026c_0,1267.0,723.0,460.0,698.0,644.0,2042.0,0.47703436,0.5204765,MangYang,738,0,0,0,1,14.120572878532315,108.31836471730689,1,2011,738,1.8543341,2872.7254663035274,2386.3307129473314,0.14718969232045476,1.8543341,train,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
