system:index,defo,district,elevation,label_std,label_test_period,label_train_period,lat,lon,loss_any_2001_2024,loss_first_year,mean_elevation_m,mean_slope_deg,rain_last12m_total_mm,rain_mean_annual_2000_2024_mm,rand,slope,split,treecover2000,.geo,B11,B12,B2,B3,B4,B8,NBR,NDVI,elev,label
000000000000000003a5_0,0.0,KBang,950.0,0,0,0,14.470509751903586,108.5208970871544,0,0,950,9.534586,3223.115180581808,2551.5795426868085,0.0580975589320371,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003b7_0,0.0,KBang,1036.0,0,0,0,14.420117450898594,108.4710443373769,0,0,1040,4.7238235,3026.558855623007,2396.239654855617,0.0097206562445214,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003b8_0,0.0,KBang,1523.0,0,0,0,14.242520374141952,108.3524634630626,0,0,1517,11.181999,3508.178902901709,2811.2432915158697,0.4490635952366997,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003bc_0,0.0,KBang,786.0,0,0,0,14.2815954766733,108.6235768071121,0,0,781,14.066448,2920.2753743231297,2494.9070353260336,0.640837509641068,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000004a0_0,0.0,KBang,1021.0,0,0,0,14.510935962054123,108.55727889264946,0,0,1018,3.3744981,3178.381496110931,2588.583209516534,0.3294602108304388,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000004f9_0,0.0,KBang,1165.0,0,0,0,14.500153855706898,108.40205312587796,0,0,1165,9.535829,2982.197799295187,2381.099704130859,0.6644370937520538,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000057a_0,0.0,KBang,1266.0,0,0,0,14.562679370678314,108.42199422578898,0,0,1266,9.53577,3143.577323973179,2531.598463432791,0.1410759021732267,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000580_0,0.0,KBang,1156.0,0,0,0,14.354898638890894,108.40825127634226,0,0,1160,8.501271,3307.1987401247025,2646.067406310553,0.2224580296271731,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000005d1_0,0.0,KBang,716.0,0,0,1,14.261114825534822,108.61710665148355,1,2012,710,13.196363,2920.2753743231297,2494.9070353260336,0.3650807105843441,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000005d4_0,0.0,KBang,719.0,0,0,0,14.457573899747535,108.6297749575764,0,0,721,6.7373853,3348.708837583661,2705.416131240571,0.1565072512676127,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000609_0,0.0,KBang,1051.0,0,0,0,14.407988696033222,108.41902892358844,0,0,1053,3.9929357,3056.5912619680166,2430.7695342178336,0.7317998751098137,10.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000013_0,0.0,KBang,1013.0,0,0,0,14.312858234159007,108.53194673956486,0,0,1011,9.381395,3361.179399266839,2766.2203726602984,0.1806046241779145,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000001b_0,0.0,KBang,1230.0,0,0,0,14.548396870004126,108.4451726330648,0,0,1228,10.167214,2982.197799295187,2381.099704130859,0.6020364668454982,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000001d_0,0.0,KBang,892.0,0,0,0,14.51955986349149,108.59177449839892,0,0,894,3.01742,3178.381496110931,2588.583209516534,0.2103531436190153,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000144_0,0.0,KBang,1122.0,0,0,0,14.490183305751394,108.43519762400824,0,0,1121,9.53501,3082.7387473136187,2420.537351960532,0.4942754874460129,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000014a_0,0.0,KBang,952.0,0,0,0,14.489104203296456,108.52844634523788,0,0,952,10.546362,3223.115180581808,2551.5795426868085,0.707387986556261,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000195_0,0.0,KBang,1131.0,0,0,0,14.489376208460714,108.46753948394888,0,0,1131,10.57775,3062.020653218031,2418.248537693776,0.083025769164969,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000001d6_0,0.0,KBang,1069.0,0,0,0,14.500965412098624,108.46376708445766,0,0,1074,15.387779,3149.501667529345,2511.764387397868,0.1838586696642621,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000219_0,0.0,KBang,1380.0,0,0,0,14.165712358496346,108.3853448742307,0,0,1380,11.032519,3400.7785373441875,2807.31930743629,0.1218727246098415,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000277_0,0.0,KBang,784.0,0,0,0,14.249525621896918,108.6629239148077,0,0,783,12.196635,2848.710048556328,2448.020166605705,0.0840724015625828,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000032e_0,0.0,KBang,1030.0,0,0,0,14.464851152666764,108.44705883281038,0,0,1031,11.032089,3082.7387473136187,2420.537351960532,0.5235523535090065,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000377_0,0.0,KBang,787.0,0,0,0,14.305308976075525,108.64271080973243,0,0,781,9.690015,2904.3306356593966,2447.77248901683,0.4017461136080831,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000037c_0,0.0,KBang,1098.0,0,0,0,14.360017686900251,108.4230733282439,0,0,1098,18.12205,3307.1987401247025,2646.067406310553,0.1930305115764939,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000037e_0,0.0,KBang,983.0,0,0,0,14.441677204492006,108.49691158258791,0,0,979,12.451571,3026.558855623007,2396.239654855617,0.4537114250375884,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003a8_0,0.0,KBang,1076.0,0,0,0,14.061146438793044,108.46753948394888,0,0,1072,17.418015,3222.151947184233,2767.6180477493767,0.1372239219093792,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003af_0,0.0,KBang,985.0,0,0,0,14.383735645403531,108.48990633483297,0,0,987,8.095448,3174.5908024162054,2515.3602785260928,0.4112114817595192,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003b2_0,0.0,KBang,1107.0,0,0,0,14.481559404314025,108.44786593010106,0,0,1107,11.418514,3082.7387473136187,2420.537351960532,0.1465999450731451,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003eb_0,0.0,KBang,1282.0,0,0,0,14.569417072370076,108.3759094164016,0,0,1282,10.670198,3121.39150339365,2463.6619402850083,0.4547375074633436,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003f0_0,0.0,KBang,823.0,0,0,1,14.310432483185933,108.5599766487868,1,2018,825,7.216715,3139.498244166374,2607.9216171444064,0.3486510849823436,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000459_0,0.0,KBang,989.0,0,0,0,14.379691240748052,108.38857772249445,0,0,985,0.92740995,3472.4521907940507,2724.966069398068,0.5956323591436581,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000046e_0,0.0,KBang,1263.0,0,0,0,14.55836741995963,108.39692961876756,0,0,1255,10.156182,3121.39150339365,2463.6619402850083,0.7997622179376153,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000046f_0,0.0,KBang,1193.0,0,0,0,14.530609515901933,108.45191033475652,0,0,1201,6.036819,3149.501667529345,2511.764387397868,0.6468647743673462,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000472_0,0.0,KBang,813.0,0,0,0,14.284288773709578,108.46619283543072,0,0,819,12.450795,3299.3934005498886,2718.926994363391,0.5142897245572222,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000004d6_0,0.0,KBang,1040.0,0,0,0,14.465123157831025,108.49179253457856,0,0,1041,7.220936,3062.020653218031,2418.248537693776,0.2339362898838132,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000004e8_0,0.0,KBang,762.0,0,0,0,14.30450187878485,108.5486549912121,0,0,763,21.022354,3361.179399266839,2766.2203726602984,0.3308281283863961,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000051e_0,0.0,KBang,1067.0,0,0,0,14.337378830851907,108.53006053981925,0,0,1067,10.768719,3361.179399266839,2766.2203726602984,0.3221844880724754,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000053d_0,0.0,KBang,911.0,0,0,0,14.507431108626118,108.59501180576372,0,0,911,11.128877,3178.381496110931,2588.583209516534,0.2300612099288919,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000058b_0,0.0,KBang,1037.0,0,0,0,14.463772050211828,108.49341118826098,0,0,1037,10.52216,3062.020653218031,2418.248537693776,0.0926861204388777,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000005a3_0,0.0,KBang,991.0,0,0,0,14.438172351063995,108.49799068504284,0,0,995,14.51847,3026.558855623007,2396.239654855617,0.0256937313242723,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000005a9_0,0.0,KBang,1201.0,0,0,0,14.325254535087588,108.31958651099552,0,0,1205,9.690662,3590.371814221144,2839.256492314795,0.3072039788148967,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000005d6_0,0.0,KBang,982.0,0,0,0,14.489376208460714,108.50526793796207,0,0,988,10.460506,3223.115180581808,2551.5795426868085,0.0491480957228974,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000005f7_0,0.0,KBang,1194.0,0,0,0,14.522525165692036,108.41902892358844,0,0,1183,6.360359,2982.197799295187,2381.099704130859,0.584619710730476,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000060f_0,0.0,KBang,1473.0,0,0,0,14.26569432231671,108.37941426982962,0,0,1483,17.799131,3431.17944631353,2736.309887341469,0.2951324367463506,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000625_0,0.0,KBang,821.0,0,0,0,14.47644035630467,108.63839885901376,0,0,819,11.361037,3348.708837583661,2705.416131240571,0.1531493235582199,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000063b_0,0.0,KBang,955.0,0,0,0,14.48425716045136,108.5087727913901,0,0,951,8.750081,3223.115180581808,2551.5795426868085,0.6760763581224914,11.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000019_0,0.0,KBang,933.0,0,0,0,14.437365253773324,108.5429963919753,0,0,934,3.93542,3022.832878291607,2439.8191594331984,0.0564740965800105,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000003c_0,0.0,KBang,902.0,0,0,0,14.308006732212856,108.42630617650768,0,0,907,8.602798,3878.7206017300487,3091.2550926978347,0.2242379049941374,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000041_0,0.0,KBang,1059.0,0,0,0,14.470781757067847,108.48990633483297,0,0,1057,7.495661,3062.020653218031,2418.248537693776,0.6382701743847043,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000055_0,0.0,KBang,937.0,0,0,0,14.538421860947564,108.57722445166154,0,0,931,5.523094,3178.381496110931,2588.583209516534,0.1981734748376135,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000062_0,0.0,KBang,1033.0,0,0,0,14.478594102113483,108.4810148873324,0,0,1030,8.015244,3062.020653218031,2418.248537693776,0.0509683868243344,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000092_0,0.0,KBang,830.0,0,0,0,14.338997484534303,108.62465590956702,0,0,828,12.200682,2904.3306356593966,2447.77248901683,0.23882301890943,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000000b5_0,0.0,KBang,995.0,0,0,0,14.518480761036557,108.5583579951044,0,0,995,11.830282,3178.381496110931,2588.583209516534,0.1234159355096677,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000000cf_0,0.0,KBang,1018.0,0,0,0,14.445177598818963,108.48802013508734,0,0,1014,11.186503,3026.558855623007,2396.239654855617,0.0479676099446888,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000111_0,0.0,KBang,1078.0,0,0,0,14.460539201948084,108.46753948394888,0,0,1078,12.028473,3062.020653218031,2418.248537693776,0.2900632174351669,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000187_0,0.0,KBang,857.0,0,0,0,14.355705736181568,108.62195815342972,0,0,857,12.255616,2952.925736054778,2405.8077794335663,0.4711354799185731,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000001db_0,0.0,KBang,933.0,0,0,0,14.450296646828315,108.59554689789016,0,0,939,5.9933453,3197.922673208639,2550.744884235733,0.2666659593933244,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000223_0,0.0,KBang,1089.0,0,0,0,14.5198274095547,108.48451528165936,0,0,1095,13.123226,3149.501667529345,2511.764387397868,0.1530896998119756,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000245_0,0.0,KBang,1105.0,0,0,0,14.517134112518413,108.5025746409258,0,0,1105,11.941085,3063.1103956103325,2477.7017693946955,0.6221507755102004,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000249_0,0.0,KBang,943.0,0,0,0,14.557020771441492,108.57911065140712,0,0,953,16.644613,3182.7490888275206,2585.4666109299883,0.7411247331000984,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000025d_0,0.0,KBang,1178.0,0,0,0,14.472395951649194,108.37052282232906,0,0,1174,13.766191,3139.124945908785,2478.474790363861,0.0496625014247095,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000028f_0,0.0,KBang,939.0,0,0,0,14.511203508117331,108.62007195368408,0,0,943,9.303451,3165.6503857907373,2580.847309405526,0.4407794040966576,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000002b5_0,0.0,KBang,952.0,0,0,0,14.479673204568416,108.53922399248408,0,0,952,11.663174,3223.115180581808,2551.5795426868085,0.141755555333584,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000002d0_0,0.0,KBang,1566.0,0,0,0,14.329026934578806,108.35812206229944,0,0,1571,17.611694,3387.77566537261,2679.882828244465,0.510264601415023,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000002d9_0,0.0,KBang,972.0,0,0,0,14.41769169992552,108.50984743474396,0,0,972,12.187001,3022.832878291607,2439.8191594331984,0.29098104174439,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000323_0,0.0,KBang,1029.0,0,0,0,14.473475054104126,108.4672674787846,0,0,1029,11.662878,3062.020653218031,2418.248537693776,0.7287286527010164,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000334_0,0.0,KBang,1227.0,0,0,0,14.550011064585473,108.40178112071372,0,0,1228,7.6754475,3143.577323973179,2531.598463432791,0.4460969899137929,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000038a_0,0.0,KBang,1147.0,0,0,0,14.49314860795193,108.37698851885656,0,0,1153,12.451829,3139.124945908785,2478.474790363861,0.55975720507941,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000041d_0,0.0,KBang,1171.0,0,0,1,14.49638145621568,108.39261766804889,1,2017,1171,12.207864,3139.124945908785,2478.474790363861,0.4016163897417073,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000463_0,0.0,KBang,959.0,0,0,0,14.475633259013998,108.50553548402527,0,0,962,10.164369,3223.115180581808,2551.5795426868085,0.7753819982789,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000004ee_0,0.0,KBang,1312.0,0,0,0,14.25841706939749,108.32578466145982,0,0,1304,13.293554,3418.022238861769,2701.695657495224,0.4421754635245617,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000506_0,0.0,KBang,1204.0,0,0,0,14.34870048842661,108.3718694708472,0,0,1185,24.4911,3387.77566537261,2679.882828244465,0.1306616898632323,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000513_0,0.0,KBang,814.0,0,0,0,14.325522081150792,108.56914010145164,0,0,818,12.330529,3139.498244166374,2607.9216171444064,0.1681433481794703,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000553_0,0.0,KBang,1035.0,0,0,0,14.492609056724463,108.54973409366706,0,0,1044,6.464861,3223.115180581808,2551.5795426868085,0.0812154817087382,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000591_0,0.0,KBang,821.0,0,0,0,14.310432483185933,108.61899285122917,0,0,821,12.330361,2904.3306356593966,2447.77248901683,0.2278157144485728,12.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000000a_0,0.0,KBang,816.0,0,0,0,14.478866107277744,108.6119876034742,0,0,816,12.676428,3348.708837583661,2705.416131240571,0.101625228290666,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000000e_0,0.0,KBang,725.0,0,0,0,14.249525621896918,108.63246825461268,0,0,718,11.893797,2921.3837886452675,2499.82747799868,0.5545956666209308,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000004e_0,0.0,KBang,1112.0,0,0,0,14.48048030185909,108.4373558289181,0,0,1112,12.802736,3082.7387473136187,2420.537351960532,0.3426541625858355,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000011d_0,0.0,KBang,1004.0,0,0,0,14.458920548265684,108.4713118834401,0,0,1013,7.9483886,3062.020653218031,2418.248537693776,0.3403628635478872,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000011f_0,0.0,KBang,1018.0,0,0,0,14.45218730567498,108.48451528165936,0,0,1018,13.429133,3062.020653218031,2418.248537693776,0.05859360922741,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000150_0,0.0,KBang,1314.0,0,0,0,14.540308060693178,108.48855968631482,0,0,1313,8.100427,3149.501667529345,2511.764387397868,0.6990775337013431,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000020a_0,0.0,KBang,771.0,0,0,0,14.252218918933195,108.65995861260718,0,0,767,10.540729,2896.2261333167557,2502.428732936438,0.5601481268000139,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000026e_0,0.0,KBang,838.0,0,0,0,14.122053300082058,108.51577803914503,0,0,832,18.275719,3335.206618718803,2843.7770705979806,0.3302675529773448,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000298_0,0.0,KBang,1036.0,0,0,0,14.465123157831025,108.44867302739176,0,0,1031,5.5217357,3082.7387473136187,2420.537351960532,0.7496348983541788,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000002cf_0,0.0,KBang,767.0,0,0,1,14.277283525954616,108.63408690829507,1,2001,775,11.182767,2920.2753743231297,2494.9070353260336,0.1084395172616788,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000002db_0,0.0,KBang,1021.0,0,0,0,14.483445604059632,108.58018975386209,0,0,1019,8.342739,3197.922673208639,2550.744884235733,0.706496721266014,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000002ec_0,0.0,KBang,1252.0,0,0,0,14.399364794595856,108.30719021006696,0,0,1249,21.025805,3714.876072347164,2911.4369120395304,0.3466631529018157,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000002ef_0,0.0,KBang,1180.0,0,0,0,14.528183764928851,108.465381279039,0,0,1181,8.986535,3149.501667529345,2511.764387397868,0.3532730111171497,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000038c_0,0.0,KBang,1111.0,0,0,0,14.48425716045136,108.45298497811042,0,0,1102,21.927956,3062.020653218031,2418.248537693776,0.080115075909064,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000038d_0,0.0,KBang,1554.0,0,0,0,14.256263323588673,108.36216646695487,0,0,1558,5.628452,3431.17944631353,2736.309887341469,0.2973700545296235,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000003e8_0,0.0,KBang,1094.0,0,0,0,14.344116532543666,108.41984047998017,0,0,1094,12.548078,3878.7206017300487,3091.2550926978347,0.7503879090043453,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000040b_0,0.0,KBang,773.0,0,0,0,14.255184221133735,108.47616338538624,0,0,773,13.379767,3299.3934005498886,2718.926994363391,0.4924496605160786,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000474_0,0.0,KBang,1484.0,0,0,0,14.256263323588673,108.38723107397632,0,0,1484,13.282126,3431.17944631353,2736.309887341469,0.1162321556040364,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000004a9_0,0.0,KBang,1237.0,0,0,0,14.547857318776655,108.47265853195825,0,0,1251,22.845037,3149.501667529345,2511.764387397868,0.6553196221803335,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000004ca_0,0.0,KBang,1049.0,0,0,0,14.464851152666764,108.4572969288291,0,0,1052,12.5651455,3062.020653218031,2418.248537693776,0.7589207992406455,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000004ed_0,0.0,KBang,800.0,0,0,0,14.268659624517252,108.64836940896927,0,0,795,14.9656925,2920.2753743231297,2494.9070353260336,0.5084518117215853,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000509_0,0.0,KBang,1188.0,0,0,0,14.35139378546289,108.38992437101258,0,0,1192,14.549674,3472.4521907940507,2724.966069398068,0.5977515050115938,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000517_0,0.0,KBang,778.0,0,0,0,14.298843279548027,108.63759176172309,0,0,778,12.774947,2920.2753743231297,2494.9070353260336,0.6790955118719249,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000051b_0,0.0,KBang,1050.0,0,0,0,14.443291399073352,108.46053423619392,0,0,1053,12.554326,3026.558855623007,2396.239654855617,0.4835685290478637,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000051f_0,0.0,KBang,1085.0,0,0,0,14.508510211081054,108.48586638927854,0,0,1085,13.271039,3149.501667529345,2511.764387397868,0.7124988154809638,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000052e_0,0.0,KBang,764.0,0,0,0,14.142533951220535,108.48074288216812,0,0,756,9.376854,3364.3139811381698,2879.1407314955827,0.5856339682348702,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000560_0,0.0,KBang,1017.0,0,0,0,14.578848071098106,108.55350649315824,0,0,1025,14.335224,3182.7490888275206,2585.4666109299883,0.3113129299943643,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
0000000000000000056f_0,0.0,KBang,897.0,0,0,0,14.404216296542009,108.56078374607748,0,0,895,15.084536,3010.9200901687145,2435.0759028388934,0.1536861639494728,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000570_0,0.0,KBang,1146.0,0,0,0,14.4659302551217,108.39639452664112,0,0,1146,12.554406,3139.124945908785,2478.474790363861,0.5837734005285935,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000005b6_0,0.0,KBang,1255.0,0,0,0,14.545699113866792,108.43142522451704,0,0,1255,13.207848,2982.197799295187,2381.099704130859,0.4710425094813721,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000005cf_0,0.0,KBang,794.0,0,0,0,14.313397785386474,108.63489400558576,0,0,784,14.967868,2904.3306356593966,2447.77248901683,0.7649305071089505,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000627_0,0.0,KBang,1505.0,0,0,0,14.26919917574472,108.38587996635712,0,0,1513,11.883978,3431.17944631353,2736.309887341469,0.3236900012047971,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000630_0,0.0,KBang,981.0,0,0,0,14.3387299384711,108.41876137752524,0,0,991,12.026553,3878.7206017300487,3091.2550926978347,0.693729273832916,13.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
00000000000000000086_0,0.0,KBang,1079.0,0,0,0,14.525758013955778,108.499337333561,0,0,1070,17.626291,3149.501667529345,2511.764387397868,0.7515635675424812,14.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
000000000000000000c9_0,0.0,KBang,907.0,0,0,0,14.448949998310178,108.55701134658628,0,0,912,11.828424,3010.9200901687145,2435.0759028388934,0.1132840848790001,14.0,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}",,,,,,,,,,
